Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Rourkela Municipal Corporation,2026_RMC_124358_2,MC/RMC/02/2026,Provision of 63KVA 11 0.4KV Ss HT with External Electrification of Multi Purpose Hall At Bondamunda Rourkela,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,25-Mar-2026 12:11 PM,finsummary_574980.pdf (687.00 KB),25-Mar-2026,"INR 1,812,245.34",45.0,Birendra Nanda,25-Mar-2026 12:17 PM,BID02.pdf (687.00 KB),Awarded to Jupiter Engineer,1.0,3357910.0,JUPITER ENGINEERS,INR,"1,812,245.34",Finance,EMD refund,Birendra Nanda,25-Mar-2026 12:00 PM,finance_574980.pdf,BOQ Comparative Chart,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,25-Mar-2026 12:05 PM,techsummary_574980.pdf (687.00 KB),1,3358340,ASIT KUMAR SARANGI,17-Jan-2026 04:27 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:05 PM,AOC,08-Jan-2026 06:00 PM,19-Jan-2026 11:00 AM,08-Jan-2026 06:00 PM,17-Jan-2026 05:00 PM,NA ,NA ,08-Jan-2026 06:00 PM,17-Jan-2026 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN",Provision of 63KVA 11 0.4KV Ss HT with External Electrification of Multi Purpose Hall At Bondamunda Rourkela,Electrical,Please refer Tender documents. ,NA ,"22,57,000",Electrical Works,NA ,Tender,90.0,45.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,1.0,ICICI BANK,1.0,Corrigendum,Other,,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela","6,000",Nil,Nil,No,"22,570",Yes,fixed,,Nil,Nil,Rourkela Municipal Corporation,MC/RMC/02/2026,2026_RMC_124358_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3358264,BIPLAB KUMAR SARANGI,17-Jan-2026 04:57 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:05 PM,AOC,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3356374,GYANA RANJAN PANI,15-Jan-2026 05:49 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3357910,JUPITER ENGINEERS,16-Jan-2026 09:26 PM,Accepted-AOC,By The Tender Committee,25-Mar-2026 12:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3358059,K K ENTERPRISES,17-Jan-2026 12:04 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3357832,SARADA TECHNO SERVICES,17-Jan-2026 04:07 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3358248,saraswati telesolutions,17-Jan-2026 03:28 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
