Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
02-Dec-2025 09:00 AM,10-Dec-2025 11:00 AM,02-Dec-2025 09:00 AM,09-Dec-2025 05:00 PM,02-Dec-2025 09:00 AM ,08-Dec-2025 05:00 PM ,02-Dec-2025 09:00 AM,09-Dec-2025 05:00 PM,"Site Development of R.W.Division, Colony at Katuru, Rayagada for the year 2025-26-Building","Site Development of R.W.Division, Colony at Katuru, Rayagada for the year 2025-26-Building",NA ,NA ,"41,96,000",Civil Works - Buildings,NA ,Tender,90.0,270.0,Rayagada,765001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, RAYAGADA",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Affidavit GSTIN PAN RC and other papers as per DTCN,Executive Engineer,"O/O the RURAL WORKS DIVISION, RAYAGADA at Hathipathar road near Raniguda Farm","6,000",0.0,Nil,Nil,No,"41,960",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-RAYAGADA,EERWRGD Online 11 2025 26,2025_CERWI_122400_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,1,3290757,AMAR KUMAR SAHU,09-Dec-2025 03:27 PM,Accepted-AOC,AS PER LOTTER WINER,19-Mar-2026 02:08 PM,19-Mar-2026,"INR 3,566,611.35",270.0,Prasanna Kumar Pattanaik,19-Mar-2026 02:08 PM,WORKORDERKATURUBLDG.pdf (278.00 KB),Executive Engineer,Internal,,Prasanna Kumar Pattanaik,19-Mar-2026 01:54 PM,techsummary_568705.pdf (503.88 KB),Executive Engineer,Internal,,Prasanna Kumar Pattanaik,19-Mar-2026 02:02 PM,finsummary_568705.pdf (503.88 KB),CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-RAYAGADA,2025_CERWI_122400_1,EERWRGD Online 11 2025 26,"Site Development of R.W.Division, Colony at Katuru, Rayagada for the year 2025-26-Building",1.0,3290757.0,AMAR KUMAR SAHU,INR,"3,566,611.35",Finance,TENDER DOCUMENT,Prasanna Kumar Pattanaik,19-Mar-2026 01:49 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,3291374,DEEPANJALI PANIGRAHI,09-Dec-2025 01:19 PM,Rejected-AOC,1st LOWEST,19-Mar-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3284551,DEVENDRA BISOI,06-Dec-2025 03:54 PM,Rejected-AOC,1st LOWEST,19-Mar-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3289161,JULLY BEHERA,08-Dec-2025 02:40 PM,Rejected-AOC,1st LOWEST,19-Mar-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3284182,KRUSHNA CHANDRA PRUSTY,06-Dec-2025 02:10 PM,Rejected-AOC,1st LOWEST,19-Mar-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3284453,MAMATA BAG,06-Dec-2025 03:30 PM,Rejected-AOC,1st LOWEST,19-Mar-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3291984,MELAKA MANIKA RAO,09-Dec-2025 04:33 PM,Rejected-AOC,1st LOWEST,19-Mar-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3280732,MUTYADA ASHOK,05-Dec-2025 10:23 AM,Rejected-AOC,1st LOWEST,19-Mar-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3284937,PABITRA HUIKA,09-Dec-2025 10:40 AM,Rejected-AOC,1st LOWEST,19-Mar-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3279608,P SATISH KUMAR,04-Dec-2025 05:59 PM,Rejected-AOC,1st LOWEST,19-Mar-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3291689,PUSPARANI JENA,09-Dec-2025 02:47 PM,Rejected-AOC,1st LOWEST,19-Mar-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3288577,P.Yogeswer Rao,08-Dec-2025 11:41 PM,Rejected-AOC,1st LOWEST,19-Mar-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3284930,SOHANI PANDA,06-Dec-2025 07:12 PM,Rejected-AOC,1st LOWEST,19-Mar-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3284879,SWAGATIKA BHUYAN,06-Dec-2025 06:45 PM,Rejected-AOC,1st LOWEST,19-Mar-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3288155,TOOFAN KESHARI SAHU,08-Dec-2025 11:53 AM,Rejected-AOC,1st LOWEST,19-Mar-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
