Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Stage
14-Mar-2026,"INR 881,036",60.0,Subas Chandra Sahoo,14-Mar-2026 12:02 PM,2025_ORULB_123292_24.pdf (423.00 KB),Work Order,1,3340690,chandra sekhar behera,30-Dec-2025 06:45 PM,Rejected-AOC,Rejected,14-Mar-2026 12:02 PM,1.0,3341119.0,Sri Jagabandhu Sethy,INR,"881,036",Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_123292_24,MC(CMC)CTC_Div-I_No.17/2025-26,Reconstruction of C.C. road from Satsang Bihar to Udyan fresh at Police Line in Ward No. 15.,Finance,Fourteen bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Subas Chandra Sahoo,06-Jan-2026 06:06 PM,finance_572581.pdf,BOQ Comparative Chart,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,14-Mar-2026 11:59 AM,finsummary_572581.pdf (422.76 KB),Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,14-Mar-2026 11:55 AM,techsummary_572581.pdf (422.76 KB),AOC,20-Dec-2025 01:00 PM,05-Jan-2026 11:00 AM,20-Dec-2025 01:00 PM,31-Dec-2025 05:00 PM,NA ,NA ,20-Dec-2025 01:00 PM,31-Dec-2025 05:00 PM,Reconstruction of C.C. road from Satsang Bihar to Udyan fresh at Police Line in Ward No. 15.,Reconstruction of C.C. road from Satsang Bihar to Udyan fresh at Police Line in Ward No. 15.,Please refer Tender documents. ,NA ,"10,36,400",Civil Works - Others,NA ,Tender,90.0,60.0,CMC,753001.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi, Dist C",No ,No,"7,080",0.0,Nil,Nil,No,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-I_No.17/2025-26,2025_ORULB_123292_24,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online","10,400",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"Executive Engineer, CD-I","At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012",AOC
,,,,,,,2,3341344,HRUSHIKESH SAHOO,31-Dec-2025 03:13 PM,Rejected-AOC,Rejected,14-Mar-2026 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,3,3327818,JAGANNATH SWAIN,25-Dec-2025 03:42 PM,Rejected-AOC,Rejected,14-Mar-2026 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3330457,JEEVAN JYOTI BEHERA,29-Dec-2025 11:38 AM,Rejected-AOC,Rejected,14-Mar-2026 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3330048,PRADEEP KUMAR CHHATOI,26-Dec-2025 03:10 PM,Rejected-AOC,Rejected,14-Mar-2026 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3341085,PRASANTA KUMAR BEHERA,31-Dec-2025 11:37 AM,Rejected-AOC,Rejected,14-Mar-2026 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3330332,PRIYADARSHANI PANDIT,26-Dec-2025 08:06 PM,Rejected-AOC,Rejected,14-Mar-2026 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3340158,SIBENDRA BEHERA,30-Dec-2025 03:23 PM,Rejected-AOC,Rejected,14-Mar-2026 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3341263,SOHEB MOHAMMED,31-Dec-2025 01:47 PM,Rejected-AOC,Rejected,14-Mar-2026 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3341119,Sri Jagabandhu Sethy,31-Dec-2025 11:55 AM,Accepted-AOC,Accepted,14-Mar-2026 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
