Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Tender Stage
Chairperson,Internal,"Tahasildar, Block Finance Officer, Bhuban Block, Municipal Engineer, Bhuban NAC, Junior Engineer, Bhuban NAC, Executive Officer,",SURENDRA NATH SAHOO,09-Mar-2026 10:50 AM,techsummary_569513.pdf (2502.02 KB),12-Mar-2026,"INR 402,701",60.0,SURENDRA NATH SAHOO,12-Mar-2026 11:57 AM,5_639.pdf (411.00 KB),aoc,1,3298951,Ajaya Kumar Mishra,13-Dec-2025 12:19 AM,Rejected-Technical,CS,09-Mar-2026 10:50 AM,1.0,3313827.0,KRISHNA GLOBAL SOLUTIONS,INR,"402,701",Finance,ok,SURENDRA NATH SAHOO,05-Mar-2026 04:23 PM,,BOQ Comparative Chart,Chairperson,Internal,"Tahasildar, Block Finance Officer, Bhuban Block, Municipal Engineer, Bhuban NAC, Junior Engineer, Bhuban NAC, Executive Officer,",SURENDRA NATH SAHOO,09-Mar-2026 12:49 PM,finsummary_569513.pdf (2502.02 KB),Municipal Bodies||Bhuban NAC,2025_ORULB_122602_5,BBN NAC 05/2025-26,Construction of Paver Block Road from Kodandadhar Prusty House to Pravat Kanar House.,AOC,"Executive Officer, Bhuban NAC","Executive Officer, Bhuban NAC",1.0,Notice,Other,,Construction of Paver Block Road from Kodandadhar Prusty House to Pravat Kanar House.,Construction of Paver Block Road from Kodandadhar Prusty House to Pravat Kanar House.,Please refer Tender documents. ,NA ,"4,23,850",Civil Works - Others,NA ,Tender,120.0,60.0,Bhuban NAC,759017.0,NA ,NA ,NA ,"Office of the Executive Officer, Bhuban NAC",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,Municipal Bodies||Bhuban NAC,BBN NAC 05/2025-26,2025_ORULB_122602_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,239",Yes,percentage,1.0%,Nil,Nil,08-Dec-2026 01:18 PM,19-Dec-2025 11:00 AM,08-Dec-2025 11:00 AM,18-Dec-2025 05:00 PM,NA ,NA ,08-Dec-2025 11:00 AM,18-Dec-2025 05:00 PM,"2,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,2,3309529,AJAY KUMAR SAHOO,17-Dec-2025 03:40 PM,Rejected-Technical,CS,09-Mar-2026 10:50 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,3,3299022,Babuli Patra,18-Dec-2025 03:22 AM,Rejected-Technical,CS,09-Mar-2026 10:50 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3314090,Bishnu Charan Barik,18-Dec-2025 02:16 PM,Rejected-Technical,CS,09-Mar-2026 10:50 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3307473,Chittaranjan Mishra,16-Dec-2025 02:41 PM,Rejected-Technical,CS,09-Mar-2026 10:50 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3312127,GOURANGA CHARAN BEHERA,17-Dec-2025 11:52 PM,Rejected-Technical,CS,09-Mar-2026 10:50 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3312302,JITENDRA BEHERA,17-Dec-2025 09:20 PM,Rejected-Technical,CS,09-Mar-2026 10:50 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3312766,KAILASH CHANDRA SAHOO,18-Dec-2025 11:53 AM,Rejected-Technical,CS,09-Mar-2026 10:50 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3313827,KRISHNA GLOBAL SOLUTIONS,18-Dec-2025 01:15 PM,Accepted-AOC,cs,12-Mar-2026 11:57 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3312839,Krushna Chandra Das,18-Dec-2025 02:41 AM,Rejected-Technical,CS,09-Mar-2026 10:50 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
