S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1,2052626,KRISHIK INFRASTRUCTURE DEVELOPERS PVT. LTD,25-Jan-2023 12:47 PM,Accepted-AOC,L1 bidder,11-Mar-2026 04:15 PM,CGM PC,Internal,"Dy. Manager PC-4 , Jt. Manager PC, E.E Design PC , OSD Tech PC,",Arpita Priyadarshinee,14-Mar-2023 06:22 PM,15-Mar-2023 12:30 PM,techsummary_424895.pdf (31.03 KB),Technical,Technical bid Opened for 02(Two)nos. of Participants,MANOJ KUMAR MOHANTY,31-Jan-2023 12:19 PM,technical_424895.pdf,CGM PC,Internal,"CGM PC,CGM FINANCE, CGM CIVIL, JOINT MANAGER",Debapriya Tripathy,11-Mar-2026 04:01 PM,finsummary_424895.pdf (831.17 KB),IDCO,2023_IDCO_85246_1,PC/EST/E-134/2022-23,Providing first and last mile connectivity of 1.08 km long 1-Lane approach road to 2-Lane with drain from NH-220(Ch.0/00 Km) to End of MSME Park near Rairangpur Govt. College(Ch.1/080Km)at Mayurbhanj District in Odisha.,1.0,2052626.0,KRISHIK INFRASTRUCTURE DEVELOPERS PVT. LTD,INR,"11,438,468",11-Mar-2026,"INR 11,438,468",90.0,Debapriya Tripathy,11-Mar-2026 04:14 PM,Agreement108kmRairangpur.pdf (2170.00 KB),Finance,Financial bid open for 01(One) no. of Participant.,Arpita Priyadarshinee,15-Mar-2023 01:23 PM,finance_424895.pdf,BOQ Comparative Chart,AOC,13-Jan-2023 06:00 PM,31-Jan-2023 11:30 AM,13-Jan-2023 06:00 PM,30-Jan-2023 05:00 PM,13-Jan-2023 06:00 PM ,27-Jan-2023 05:00 PM ,13-Jan-2023 06:00 PM,30-Jan-2023 05:00 PM,15-Mar-2023 12:30 PM,1,ICICI BANK,Providing first and last mile connectivity of 1.08 km long 1-Lane approach road to 2-Lane with drain from NH-220(Ch.0/00 Km) to End of MSME Park near Rairangpur Govt. College(Ch.1/080Km)at Mayurbhanj District in Odisha.,Providing first and last mile connectivity of 1.08 km long 1-Lane approach road to 2-Lane with drain from NH-220(Ch.0/00 Km) to End of MSME Park near Rairangpur Govt. College(Ch.1/080Km)at Mayurbhanj District in Odisha.,Please refer to tender Documents ,NA ,"1,20,39,225",Civil Works - Roads,"Road,RCC drain,RCC Box Culvert ",Tender,120.0,90.0,"Rairangpur,Mayurbhanj",757043.0,IDCO Board Room ,"IDCO Towers,Janpath, Bhubaneswar ",18-Jan-2023 03:30 PM ,"IDCO Towers,Janpath, Bhubaneswar",No ,No,"11,800",0.0,Nil,Nil,No,CGM PC,"IDCO Towers,Janpath, Bhubaneswar",1,Fee/PreQual/Technical,.pdf,"Tenderfee,Valid License,PAN,GST,EPF,EPF,Turn over,Affidavit, and all other Documents as per DTCN.","1,20,392",No,fixed,,Nil,Nil,IDCO,PC/EST/E-134/2022-23,2023_IDCO_85246_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
2,2060906,SUJIT KUMAR BISOI,25-Jan-2023 12:43 PM,Rejected-Technical,Dis Qualified,14-Mar-2023 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
