Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
26-Mar-2026,"INR 1,500,000",60.0,Gobinda Dansena,26-Mar-2026 05:17 PM,25.pdf (125.00 KB),1,3427250,CLEMENT KERKETTA,11-Mar-2026 03:34 PM,Rejected-AOC,Rejected,26-Mar-2026 05:17 PM,Municipal Bodies||Rajgangpur Municipality,2026_ORULB_126671_25,EO/RGP/07 of 2025-26,Improvement Of B.T. road from Subash Chowk towards Police Station inward No.03 and 04,1.0,3426733.0,PRINS BHALOTIA,INR,"1,500,000",Finance,ok,Gobinda Dansena,26-Mar-2026 03:53 PM,,BOQ Comparative Chart,Madhuri Lugun,Internal,,Gobinda Dansena,26-Mar-2026 05:14 PM,finsummary_583336.pdf (989.36 KB),Madhuri Lugun,Internal,,Gobinda Dansena,26-Mar-2026 04:10 PM,techsummary_583336.pdf (989.36 KB),AOC,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GST, PAN, Reg.-Renewal of Contractor license, Exp. and other document as per NIT.",27-Feb-2026 11:00 AM,13-Mar-2026 11:00 AM,27-Feb-2026 11:00 AM,12-Mar-2026 04:00 PM,NA ,NA ,27-Feb-2026 11:00 AM,12-Mar-2026 04:00 PM,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Rajgangpur Municipality,EO/RGP/07 of 2025-26,2026_ORULB_126671_25,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Improvement Of B.T. road from Subash Chowk towards Police Station inward No.03 and 04,Improvement Of B.T. road from Subash Chowk towards Police Station inward No.03 and 04,Please refer Tender documents ,NA ,"15,00,000",Civil Works - Others,NA ,Tender,90.0,60.0,Rajgangpur Municipality,770017.0,NA ,NA ,NA ,Rajgangpur Municipality,No ,No,"15,000",Yes,fixed,,Nil,Nil,Executive Officer,"Rajgangpur Municipality, Dist- Sundargarh.",AOC
,,,,,,2,3427718,KHALSA CONSTRUCTION,11-Mar-2026 06:53 PM,Rejected-AOC,Rejected,26-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3427662,MANOJ TANTY,11-Mar-2026 07:25 PM,Rejected-AOC,Rejected,26-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3424387,NELIMA HARSHITA TOPPO,09-Mar-2026 02:32 PM,Rejected-AOC,Rejected,26-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3425066,PRAMOD KUMAR SAMAL,10-Mar-2026 05:45 PM,Rejected-AOC,Rejected,26-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3425760,PRATAP KUMAR MUDULI,10-Mar-2026 06:37 PM,Rejected-AOC,Rejected,26-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3426733,PRINS BHALOTIA,11-Mar-2026 12:58 PM,Accepted-AOC,Selected,26-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3428726,Reeta Lakra,12-Mar-2026 03:15 PM,Rejected-AOC,Rejected,26-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3428521,RENU AGRAWAL,12-Mar-2026 01:37 PM,Rejected-AOC,Rejected,26-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3428076,SHIVAY CONSTRUCTIONS,12-Mar-2026 10:31 AM,Rejected-AOC,Rejected,26-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
