Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
SE No-II Rayagada,Internal,"SE,DAO,Estimator",Durga Madhaba Padhi,10-Mar-2026 07:21 PM,techsummary_574798.pdf (721.16 KB),10-Mar-2026,"INR 669,043",30.0,Durga Madhaba Padhi,10-Mar-2026 07:42 PM,WO_School_Gudari.pdf (562.00 KB),"Work is Awarded to Sri Harikrushna Panigrahy through transparent lottery system,Bid Work order N0-837,Dt-16.02.2026 of R and B Division-II,Rayagada",1,3354311,Bighnaraj Barik,14-Jan-2026 08:31 PM,Rejected-AOC,First Lowest,10-Mar-2026 07:42 PM,Finance,Tender Opened,Durga Madhaba Padhi,10-Mar-2026 07:16 PM,finance_574798.pdf,BOQ Comparative Chart,1.0,3354050.0,HARIKRUSHNA PANIGRAHY,INR,"669,043",EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,2026_EICCL_124281_6,RC(RANDB) RGD NO. II/ 15 /2025-26,"Repair and renovation of High School Gudari such as fixing of MS doors, windows, flooring, plastering and compound wall repair during 25-26",SE No-II Rayagada,Internal,"SE,DAO,Estimator",Durga Madhaba Padhi,10-Mar-2026 07:30 PM,finsummary_574798.pdf (721.16 KB),AOC,"7,900",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,SE R and B Division No-II,Office of SE R and B Division No-II,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,RC(RANDB) RGD NO. II/ 15 /2025-26,2026_EICCL_124281_6,Yes,Open Limited,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender paper,GST,RC,Pan,LC,Affidavit and other document as per DTCN","Repair and renovation of High School Gudari such as fixing of MS doors, windows, flooring, plastering and compound wall repair during 25-26",Building Work,Please refer tender document ,NA ,"7,87,017",Civil Works - Buildings,NA ,Tender,90.0,30.0,Gudari,765026.0,NA ,NA ,NA ,Office of SE R and B Division No-II,No ,No,08-Jan-2026 11:00 AM,16-Jan-2026 11:00 AM,08-Jan-2026 11:00 AM,15-Jan-2026 05:00 PM,NA ,NA ,08-Jan-2026 11:00 AM,15-Jan-2026 05:00 PM,AOC
,,,,,,,,,,,,,2,3355198,CHANDAN CONSTRUCTION,15-Jan-2026 12:17 PM,Rejected-AOC,First Lowest,10-Mar-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3353856,CHHABILAL BEHERA,14-Jan-2026 02:44 PM,Rejected-AOC,First Lowest,10-Mar-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3354050,HARIKRUSHNA PANIGRAHY,14-Jan-2026 07:25 PM,Accepted-AOC,First Lowest and Work is Awarded through transparent lottery system,10-Mar-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3354342,JAGADISH PANDA,14-Jan-2026 10:53 PM,Rejected-AOC,First Lowest,10-Mar-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3352263,K GIRISH,13-Jan-2026 08:07 AM,Rejected-AOC,First Lowest,10-Mar-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3354659,NIRUPAMA GOUDA,14-Jan-2026 11:31 PM,Rejected-AOC,First Lowest,10-Mar-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3354510,PRIYANKA PANDA,15-Jan-2026 01:24 PM,Rejected-AOC,First Lowest,10-Mar-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3352602,REDDY KRISHNA RAO,13-Jan-2026 07:07 PM,Rejected-AOC,First Lowest,10-Mar-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3354483,SAMIT KUMAR TULO,15-Jan-2026 01:04 PM,Rejected-AOC,First Lowest,10-Mar-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,3352853,SANTOSH DAS,13-Jan-2026 09:53 PM,Rejected-AOC,First Lowest,10-Mar-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,3355178,SATCHIDANANDA PADHI,15-Jan-2026 03:56 PM,Rejected-AOC,First Lowest,10-Mar-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,13,3353807,TRIPATI NAYAK,14-Jan-2026 02:12 PM,Rejected-AOC,First Lowest,10-Mar-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,14,3354245,VOONA SASHIBHUSAM RAO,15-Jan-2026 10:47 AM,Rejected-AOC,First Lowest,10-Mar-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
