S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,3197123.0,AJAY TIWARI,INR,"38,295,816.78",A.K Sahoo,Internal,,Binata Kishan,31-Jan-2026 04:02 PM,finsummary_558316.pdf (24.44 KB),Technical,6 Nos. of Bidders,Ashoka Kumar Sahoo,12-Nov-2025 10:13 AM,,CE RW I||RW-CIRCLE-SUNDARGARH,2025_CERWI_120068_4,RWCCESNG-16 of 2025-26,Improvement to road from RD road to Nuatoli under MMSY-Improvement to existing RD roads in the Dist of Sundargarh for the year 2025-26.,Finance,Five nos. of bidder,Smita Patel,24-Dec-2025 08:44 PM,finance_558316.pdf,BOQ Comparative Chart,Ashoka Kumar Sahoo,Internal,Ashoka Kumar Sahoo,Ashoka Kumar Sahoo,18-Dec-2025 04:47 PM,23-Dec-2025 11:00 AM,techsummary_558316.pdf (437.80 KB),10-Mar-2026,"INR 38,295,816.78",270.0,Smita Patel,10-Mar-2026 12:50 PM,2053.pdf (432.00 KB),1,3197123,AJAY TIWARI,10-Nov-2025 12:53 PM,Accepted-AOC,Successful bidder by lottery,10-Mar-2026 12:50 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate, GSTIN, PAN, Tender Paper Cost, EMD etc as per DTCN",CE RW I||RW-CIRCLE-SUNDARGARH,RWCCESNG-16 of 2025-26,2025_CERWI_120068_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,Improvement to road from RD road to Nuatoli under MMSY-Improvement to existing RD roads in the Dist of Sundargarh for the year 2025-26.,Improvement to road from RD road to Nuatoli under MMSY-Improvement to existing RD roads in the Dist of Sundargarh for the year 2025-26.,Please refer Tender documents. ,NA ,"4,50,48,602",Civil Works - Roads,NA ,Tender,90.0,270.0,Rourkela,769004.0,NA ,NA ,NA ,"O/O The CCE RW Circle, Sundargarh",No ,No,"10,000",0.0,Nil,Nil,No,"4,50,486",Yes,percentage,1.0%,Nil,Nil,"CCE RW Circle, Sundargarh","O/O The CCE RW Circle, Sundargarh",1.0,Other Corrigendum,Other,,27-Oct-2025 11:00 AM,11-Nov-2025 11:00 AM,27-Oct-2025 11:00 AM,10-Nov-2025 05:00 PM,27-Oct-2025 11:00 AM ,07-Nov-2025 05:00 PM ,27-Oct-2025 11:00 AM,10-Nov-2025 05:00 PM,23-Dec-2025 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3183652,BIJAY KUMAR AGRAWAL,05-Nov-2025 12:08 PM,Rejected-Finance,Unsuccessful bidder,31-Jan-2026 04:02 PM,AOC,,,.pdf,"Work in Hand, Work Experience, Turn Over, Machineries, Other Documents as per DTCN.",,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3208805,NAROTTAM SAMAL,10-Nov-2025 04:44 PM,Rejected-Technical,Disqualified Due to Non Submission of Hot Mix Plant within 60 Km from work site as per DTCN Clause No.-01,18-Dec-2025 04:47 PM,AOC,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3206292,PRASAD KUMAR SAHOO,10-Nov-2025 12:36 PM,Rejected-Finance,Unsuccessful bidder,31-Jan-2026 04:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3205742,PRITISH MISHRA,10-Nov-2025 12:16 PM,Rejected-Finance,Unsuccessful bidder,31-Jan-2026 04:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3184310,SWAPNA BISWAL,10-Nov-2025 01:31 PM,Rejected-Finance,Unsuccessful bidder,31-Jan-2026 04:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
