Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",0.0,Nil,Nil,No,"CCE R.W.CIRCLE, BALASORE","O/o The CCE R.W.CIRCLE, BALASORE",1.0,Fee/PreQual/Technical,.pdf,"TENDER PAPER COST,EMD,CONTRACTOR REGISTRATION CERTIFICATE,PAN,GSTIN,AFFIDAVIT,ETC",17-Nov-2025 09:00 AM,02-Dec-2025 11:00 AM,17-Nov-2025 09:00 AM,01-Dec-2025 05:00 PM,17-Nov-2025 09:00 AM ,29-Nov-2025 05:00 PM ,17-Nov-2025 09:00 AM,01-Dec-2025 05:00 PM,03-Feb-2026 11:00 AM,CE RW I||RWCIRCLE-BALASORE,CCE-BLS-NCB-39 of 2025-26,2025_CERWI_121394_9,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"2,90,020",Yes,percentage,1.0%,Nil,Nil,Construction of road from L077- NH-60 to Paramanandapur Road in the District of Balasore under MMSY-Improvement to Existing RD Roads for the year 2025-26,Construction of road from L077- NH-60 to Paramanandapur Road in the District of Balasore under MMSY-Improvement to Existing RD Roads for the year 2025-26,Please refer DTCN ,NA ,"2,90,02,000",Civil Works - Roads,NA ,Tender,90.0,270.0,Balasore,756001.0,NA ,NA ,NA ,"O/o The CCE R.W.CIRCLE, BALASORE",No ,No,1.0,Date corrigendum,Date,,1.0,ICICI BANK,AOC,1,3269871,AMARJIT MAHAPATRA,01-Dec-2025 02:56 PM,Rejected-Finance,L1,10-Feb-2026 01:12 PM,16-Mar-2026,"INR 24,654,695",270.0,Durjyodhan Behera,16-Mar-2026 08:39 PM,3074Paramanandapur.pdf (1160.00 KB),Work awarded to 1st lowest bidder through lottery systerm,"CCE RW CIRCLE, BALASORE",Internal,"PA TO CCE RW CIRCLE, BALASORE AND JE ESTIMATOR CCE RW CIRCLE, BALASORE AND DAO R.W. DIVISION, BALASORE",Subhadra Behera,30-Jan-2026 01:21 PM,03-Feb-2026 11:00 AM,techsummary_564839.pdf (4763.20 KB),Finance,11 Numbers Bidder admitted,Saibalini Singh,10-Feb-2026 01:05 PM,,BOQ Comparative Chart,CE RW I||RWCIRCLE-BALASORE,2025_CERWI_121394_9,CCE-BLS-NCB-39 of 2025-26,Construction of road from L077- NH-60 to Paramanandapur Road in the District of Balasore under MMSY-Improvement to Existing RD Roads for the year 2025-26,Technical,13 Numbers bidder admitted,Durjyodhan Behera,10-Dec-2025 01:53 PM,,"CCE RW CIRCLE, BALASORE",Internal,"PA TO CCE RW CIRCLE, BALASORE AND JE ESTIMATOR CCE RW CIRCLE, BALASORE AND DAO R.W. DIVISION, BALASORE",Saibalini Singh,10-Feb-2026 01:12 PM,finsummary_564839.pdf (404.62 KB),1.0,3267724.0,BHAJA GOBINDA NAYAK,INR,"24,654,695",AOC
,,,,,,,,,.pdf,"WORK EXPERIENCE,ATO,PROFFIT LOSS ACCOUNT , MACHINERIES,ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,3267724,BHAJA GOBINDA NAYAK,30-Nov-2025 06:21 PM,Accepted-AOC,L1,16-Mar-2026 08:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3268704,BINAYA KUMAR ROUT,01-Dec-2025 06:08 AM,Rejected-Finance,L1,10-Feb-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3234358,Harekrushna Panda,30-Nov-2025 11:15 AM,Rejected-Finance,L1,10-Feb-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3247148,LALIT KUMAR MOHANTY,24-Nov-2025 04:51 PM,Rejected-Finance,L3,10-Feb-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3248366,PURUSOTTAM BEHERA,30-Nov-2025 12:28 PM,Rejected-Finance,L1,10-Feb-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3268329,Raghunath Das,01-Dec-2025 03:09 PM,Rejected-Finance,L1,10-Feb-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3268559,RAJENDRA DAS,01-Dec-2025 04:07 PM,Rejected-Finance,L2,10-Feb-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3260545,Rakesh kumar Nayak,29-Nov-2025 06:36 PM,Rejected-Finance,L1,10-Feb-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3269539,Rakesh Panda,01-Dec-2025 03:09 PM,Rejected-Finance,L1,10-Feb-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
