EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,779",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,TPC EMD GSTIN PAN RC Affidavits NRC Screenshot required documents as per DTCN,CE RW I||RWCIRCLE-BHAWANIPATNA||RWDIVISION-DHARMAGARH,DMGH / Online-11 of 2025-26,2026_CERWI_124139_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Divisional Officer,"RURAL WORKS DIVISION, DHARAMGARH",1.0,ICICI BANK,05-Jan-2026 10:00 AM,17-Jan-2026 11:00 AM,05-Jan-2026 10:00 AM,16-Jan-2026 05:00 PM,05-Jan-2026 10:00 AM ,15-Jan-2026 05:00 PM ,05-Jan-2026 10:00 AM,16-Jan-2026 05:00 PM,Special repair of PS building at Jaipatna in the District of Kalahandi for the year 2025-26,Special repair of PS building at Jaipatna in the District of Kalahandi for the year 2025-26,NA ,NA ,"6,77,868",Civil Works - Buildings,NA ,Tender,90.0,30.0,Kalahandi,766015.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, DHARAMGARH",No ,No,AOC,Superintending Engineer and Estimator,Internal,Superintending Engineer and Estimator,Kanan Pradhan,21-Feb-2026 12:36 PM,finsummary_574232.pdf (471.69 KB),CE RW I||RWCIRCLE-BHAWANIPATNA||RWDIVISION-DHARMAGARH,2026_CERWI_124139_1,DMGH / Online-11 of 2025-26,Special repair of PS building at Jaipatna in the District of Kalahandi for the year 2025-26,1.0,3357359.0,SWEETY AGRAWAL,INR,"576,256",Finance,All documents downloaded,Kanan Pradhan,18-Jan-2026 09:37 PM,finance_574232.pdf,BOQ Comparative Chart,21-Feb-2026,"INR 576,256",30.0,Kanan Pradhan,24-Mar-2026 09:02 PM,8.pdf (338.00 KB),1,3356775,AMILAL NAIK,16-Jan-2026 12:20 PM,Rejected-Finance,Rejected in Lottery System,21-Feb-2026 12:36 PM,Superintending Engineer and Estimator,Internal,Superintending Engineer and Estimator,Kanan Pradhan,21-Feb-2026 12:33 PM,techsummary_574232.pdf (386.05 KB),AOC
,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3357703,JASOBANT PODH,16-Jan-2026 04:45 PM,Rejected-Finance,Rejected in Lottery System,21-Feb-2026 12:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3353959,KAILASH CHANDRA NAIK,15-Jan-2026 02:31 PM,Rejected-Finance,Rejected in Lottery System,21-Feb-2026 12:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3355068,MRINAL KANT BEHERA,15-Jan-2026 11:59 AM,Rejected-Finance,Rejected in Lottery System,21-Feb-2026 12:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3353635,PARESWAR PRADHANI,15-Jan-2026 10:45 AM,Rejected-Finance,Rejected in Lottery System,21-Feb-2026 12:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3354429,PRIYANKA PUROHIT,14-Jan-2026 10:02 PM,Rejected-Finance,Rejected in Lottery System,21-Feb-2026 12:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3357752,SANKARLAL JAIN,16-Jan-2026 04:54 PM,Rejected-Finance,Rejected in Lottery System,21-Feb-2026 12:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3353532,SANKET KUMAR SAHU,15-Jan-2026 07:06 PM,Rejected-Finance,Rejected in Lottery System,21-Feb-2026 12:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3354737,Sobhabati Meher,15-Jan-2026 09:38 AM,Rejected-Finance,Rejected in Lottery System,21-Feb-2026 12:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3354512,SUPRAVA PATTNAIK,14-Jan-2026 09:31 PM,Rejected-Finance,Rejected in Lottery System,21-Feb-2026 12:36 PM,,,,,,,AOC
