EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"15,300",Yes,fixed,,Nil,Nil,Additional Class Room building at KARANJA U.P.SCHOOL under K.SINGPUR Block,Additional Class Room building framed str at KARANJA U.P.SCHOO Lunder K.SINGPURBlock,Please refer Tender documents. ,NA ,"15,27,564",Civil Works - Buildings,NA ,Tender,120.0,120.0,"KARANJA U.P.SCHO, K. Singpur block",765016.0,NA ,NA ,NA ,Office of DPC Rayagada,No ,No,OPEPA Bhubaneswar||Samagra Shiksha Rayagada,SSRGD-01 2025-26,2025_OPEPA_120903_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"6,000",Nil,Nil,No,"DEO-Cum-DPC,Rayagada","DEO-cum-DPC, Samagra Sikhshya, Near DHH, Rayagada 765001",07-Nov-2025 06:00 PM,21-Nov-2025 11:00 AM,07-Nov-2025 06:00 PM,20-Nov-2025 05:00 PM,NA ,NA ,07-Nov-2025 06:00 PM,20-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN,PAN,Contractor RC,Affidavit,Undertakings,EMD, Fee details and any other documents as per DTCN",AOC,1,3218414,ABHI KANDHAPANI,20-Nov-2025 03:48 PM,Rejected-Finance,Higher then L1 rate,17-Feb-2026 12:58 PM,30-Mar-2026,"INR 1,298,582.17",120.0,Sanjeeb Kumar Padhy,30-Mar-2026 05:26 PM,AmarPrasadPatnaik.pdf (720.00 KB),The contract for construction of ACR Building is awarded to the L1 Bidder at the accepted contract value,"District Education Officer-cum-DPC, SS, Rayagada",Internal,"STC, SS, RAYAGADA, AO, BLOCK DEV. OFFICE, KOLNORA, FC, SS, RAYAGADA, TC, SS, K.SINGPUR, RAMANAGUDA AND PADMAPUR BLOCKS",Ramachandra Nahak,13-Feb-2026 05:49 PM,techsummary_562629.pdf (2546.06 KB),"District Education Officer-cum-DPC, SS, Rayagada",Internal,"STC, SS, RAYAGADA, AO, BLOCK DEV. OFFICE, KOLNORA, FC, SS, RAYAGADA, TC, SS, K.SINGPUR, RAMANAGUDA AND PADMAPUR BLOCKS",Ramachandra Nahak,17-Feb-2026 12:58 PM,finsummary_562629.pdf (2546.06 KB),OPEPA Bhubaneswar||Samagra Shiksha Rayagada,2025_OPEPA_120903_8,SSRGD-01 2025-26,Additional Class Room building at KARANJA U.P.SCHOOL under K.SINGPUR Block,1.0,3225331.0,AMAR PRASAD PATNAIK,INR,"1,298,582.17",Finance,"Bid opened for the construction of ACR building at Karanja UPS on 28.11.2025 in presence of Committee, however the process has been completed after due finalisation.",Sanjeeb Kumar Padhy,11-Dec-2025 11:39 AM,finance_562629.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,2,3225331,AMAR PRASAD PATNAIK,14-Nov-2025 04:18 PM,Accepted-AOC,Selected as L1 bidder through transparent lottery System as per OPWD Norms.,30-Mar-2026 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3240424,ASHOK NAIR,20-Nov-2025 10:30 AM,Rejected-Finance,Higher then L1 rate,17-Feb-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3225511,GUPTA PRASAD PATNAIK,14-Nov-2025 04:59 PM,Rejected-AOC,Could not be selected in the Lottery System,30-Mar-2026 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3239016,PABITRA NAIK,20-Nov-2025 03:53 PM,Rejected-Finance,Higher then L1 rate,17-Feb-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3234666,SANTOSH KUMAR KHADANGA,20-Nov-2025 11:37 AM,Rejected-Finance,Higher then L1 rate,17-Feb-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3240423,TIRUPATI PRASAD PANIGRAHI,20-Nov-2025 10:37 AM,Rejected-AOC,Could not be selected in the Lottery System,30-Mar-2026 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
