Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN",1.0,ICICI BANK,Rourkela Municipal Corporation,MC/RMC/41/2025,2025_RMC_122548_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Open Space Development in Bhata Basti, Koel Nagar in Ward No 34.",Works,Please refer Tender documents. ,NA ,"10,08,000",Civil Works - Others,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,"6,000",Nil,Nil,No,"10,080",Yes,fixed,,Nil,Nil,04-Dec-2025 06:00 PM,15-Dec-2025 11:00 AM,04-Dec-2025 06:00 PM,12-Dec-2025 05:00 PM,NA ,NA ,04-Dec-2025 06:00 PM,12-Dec-2025 05:00 PM,AOC,19-Mar-2026,"INR 856,584.01",30.0,Birendra Nanda,19-Mar-2026 01:46 PM,BID41.pdf (6744.00 KB),Awarded to Subhrajit Pattanaik,1.0,3297853.0,SUBHRAJIT PATTANAIK,INR,"856,584.01",Rourkela Municipal Corporation,2025_RMC_122548_8,MC/RMC/41/2025,"Open Space Development in Bhata Basti, Koel Nagar in Ward No 34.",Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,19-Mar-2026 11:15 AM,finsummary_569288.pdf (6744.42 KB),Finance,EMD refund,Birendra Nanda,31-Jan-2026 12:18 PM,finance_569288.pdf,BOQ Comparative Chart,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,31-Jan-2026 01:02 PM,techsummary_569288.pdf (6744.42 KB),1,3296445,ANIL BEHERA (S.C),11-Dec-2025 10:03 PM,Rejected-Technical,By The Tender Committee,31-Jan-2026 01:02 PM,AOC
,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3295483,ANITA SETHI,11-Dec-2025 02:39 PM,Rejected-Technical,By The Tender Committee,31-Jan-2026 01:02 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3292187,ARADHYA CONSTRUCTION,09-Dec-2025 06:23 PM,Rejected-Technical,By The Tender Committee,31-Jan-2026 01:02 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3290270,ARATI TRIPATHY,08-Dec-2025 06:42 PM,Rejected-Technical,By The Tender Committee,31-Jan-2026 01:02 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3297587,BABU CHANDAN KUMAR SAHOO,12-Dec-2025 01:36 PM,Rejected-Technical,By The Tender Committee,31-Jan-2026 01:02 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3296984,DEBENDRA SWAIN,12-Dec-2025 11:43 AM,Rejected-Technical,By The Tender Committee,31-Jan-2026 01:02 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3297617,PRADEEP PATRA,12-Dec-2025 01:41 PM,Rejected-Technical,By The Tender Committee,31-Jan-2026 01:02 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3297954,RABINDRA KUMAR JENA,12-Dec-2025 03:26 PM,Rejected-Technical,By The Tender Committee,31-Jan-2026 01:02 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3296130,RATIKANTA SETHI,11-Dec-2025 07:16 PM,Rejected-Technical,By The Tender Committee,31-Jan-2026 01:02 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3296741,RIDHI CONSTRUCTION,12-Dec-2025 01:05 PM,Rejected-Technical,By The Tender Committee,31-Jan-2026 01:02 PM,AOC
