Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Strom water Drainage system in Dayanand Nagar,Works,Please refer Tender documents. ,NA ,"17,53,60,000",Civil Works - Others,NA ,Tender,90.0,365.0,Rourkela,769012.0,"Rourkela Municipal Corporation, Rourkela ","Rourkela Municipal Corporation, Rourkela ",08-Dec-2025 12:30 PM ,"Rourkela Municipal Corporation, Rourkela",No ,No,"11,800",Nil,Nil,No,"17,53,602",Yes,fixed,,Nil,Nil,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN",Rourkela Municipal Corporation,MC/RMC/40/2025,2025_RMC_122282_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,01-Dec-2025 10:00 AM,16-Dec-2025 04:00 PM,01-Dec-2025 10:00 AM,15-Dec-2025 03:00 PM,NA ,NA ,01-Dec-2025 10:00 AM,15-Dec-2025 03:00 PM,09-Jan-2026 04:45 PM,AOC,Commissioner,External,"Junior Engineer, Audit Officer, Accounts Officer, Superintending Engineer, Joint Commissioner",Birendra Nanda,09-Jan-2026 04:42 PM,09-Jan-2026 04:45 PM,techsummary_568195.pdf (501.04 KB),1,3298496,CHAKADOLA CONSTRUCTION (P) LTD,15-Dec-2025 02:33 PM,Rejected-Finance,By The Tender Committee,06-Mar-2026 04:55 PM,Finance,EMD refund,Birendra Nanda,06-Mar-2026 04:50 PM,finance_568195.pdf,BOQ Comparative Chart,06-Mar-2026,"INR 149,073,701.3",365.0,Birendra Nanda,06-Mar-2026 04:58 PM,BID40.pdf (474.00 KB),Awarded to Prasad Construction and Co,1.0,3284319.0,M/S PRASAD CONSTRUCTION & CO,INR,"149,073,701.3",Rourkela Municipal Corporation,2025_RMC_122282_1,MC/RMC/40/2025,Strom water Drainage system in Dayanand Nagar,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,06-Mar-2026 04:55 PM,finsummary_568195.pdf (474.34 KB),Technical,Financial BID opening,Birendra Nanda,09-Jan-2026 04:39 PM,technical_568195.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3279803,Laxmi Enterprises,15-Dec-2025 02:20 PM,Rejected-Finance,By The Tender Committee,06-Mar-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3284319,M/S PRASAD CONSTRUCTION & CO,15-Dec-2025 12:27 PM,Accepted-AOC,By The Tender Committee,06-Mar-2026 04:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3303096,RAMESH KUMAR JENA,15-Dec-2025 12:50 PM,Rejected-Finance,By The Tender Committee,06-Mar-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3294595,Superior Construction Private Limited,15-Dec-2025 11:27 AM,Rejected-Finance,By The Tender Committee,06-Mar-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
