Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"5,900",0.0,Nil,Nil,No,"2,35,900",No,fixed,,Nil,Nil,"District Manager, OSCSC Ltd., Mayurbhanj","O/O-Chief CSO-cum-DM, OSCSC, Mayurbhanj, Baripada",Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Mayurbhanj,2007 / DATE 16.07.2025 Unit- BAHALDA BLOCK,2025_OSCSC_115956_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,Selection and appointment of Level-II contractor for Transportation of Custom Milled Rice (CMR) from Rice Receiving Centre (RRC) FCI BADAMPAHAD to Retail Centers (FPS) for BAHALDA BLOCK in Mayurbhanj district,Selection and appointment of Level-II contractor for Transportation of Custom Milled Rice (CMR) from Rice Receiving Centre (RRC) FCI BADAMPAHAD to Retail Centers (FPS) for BAHALDA BLOCK in Mayurbhanj district,Refer to tender document. ,NA ,"47,18,002",Handling and Transportation,NA ,Tender,180.0,630.0,BAHALDA,757046.0,"O/O-Chief CSO-cum-DM, OSCSC, Mayurbhanj, Baripada ","O/O-Chief CSO-cum-DM, OSCSC, Mayurbhanj, Baripada ",25-Jul-2025 04:00 PM ,"O/O- ADM(Gen), Mayurbhanj, Baripada",No ,No,23-Jul-2025 03:00 PM,19-Aug-2025 11:00 AM,23-Jul-2025 03:00 PM,18-Aug-2025 05:30 PM,23-Jul-2025 03:00 PM ,25-Jul-2025 03:00 PM ,23-Jul-2025 03:00 PM,18-Aug-2025 05:30 PM,19-Sep-2025 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,ICICI BANK,AOC,29-Mar-2026,"INR 4,718,002",630.0,Pradeep Panda,29-Mar-2026 10:34 PM,Order21LIITC437210226.pdf (1885.00 KB),Om Prakas Agarwalla has been hear by appointed as Level-II Transport Contractor at the rate of Rs.60.85 per Quintal for Bahalada Block for transportation of food grain from RRC to FPS points in Mayur,1.0,3037092.0,Dipesh Sahu,17-Aug-2025 02:31 PM,Rejected-Finance,L2,29-Mar-2026 01:22 PM,Finance,allowed,Pradeep Panda,25-Mar-2026 09:44 PM,,BOQ Comparative Chart,"Collector, Mayurbhanj",External,"DLO, Mayurbhanj, DSWO, Mayurbhanj, RTO, Mayurbhanj, ADM, Mayurbhanj",SUVENDU KUMAR ROUT,17-Sep-2025 06:11 PM,19-Sep-2025 11:30 AM,techsummary_547045.pdf (1126.06 KB),"COLLECTOR, MAYURBHANJ",External,"ADM, RTO, DLO, DSWO, CCSO",Pradeep Panda,29-Mar-2026 01:22 PM,finsummary_547045.pdf (3949.66 KB),Technical,All admitted for technical evaluation.,Pradeep Panda,17-Sep-2025 03:44 PM,,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Mayurbhanj,2025_OSCSC_115956_1,2007 / DATE 16.07.2025 Unit- BAHALDA BLOCK,Selection and appointment of Level-II contractor for Transportation of Custom Milled Rice (CMR) from Rice Receiving Centre (RRC) FCI BADAMPAHAD to Retail Centers (FPS) for BAHALDA BLOCK in Mayurbhanj district,1.0,3039060.0,OM PRAKASH AGARWALLA,INR,"4,718,002",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,2.0,3039060.0,OM PRAKASH AGARWALLA,17-Aug-2025 03:08 PM,Accepted-AOC,allowed aoc,29-Mar-2026 10:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
