Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
11-Nov-2025 02:30 PM,25-Nov-2025 11:00 AM,11-Nov-2025 02:30 PM,24-Nov-2025 05:00 PM,11-Nov-2025 02:30 PM ,21-Nov-2025 05:00 PM ,11-Nov-2025 02:30 PM,24-Nov-2025 05:00 PM,17-Dec-2025 05:00 PM,"1,50,756",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, Registration Certificate, GSTIN, PAN, Affidavits etc.",Construction of WEIR adjacent to H.L. Bridge over Bagira Nallah at 2.5 Km. on Gounighasa to Suakathi Road in the District of Keonjhar for the year 2024-25.,Construction of WEIR adjacent to H.L. Bridge over Bagira Nallah at 2.5 Km. on Gounighasa to Suakathi Road in the District of Keonjhar for the year 2024-25.,Please refer Tender documents. ,NA ,"1,50,75,536",Civil Works - Bridges,NA ,Tender,90.0,360.0,Keonjhar,758001.0,NA ,NA ,NA ,"O/o C.C.E., R.W. Circle, Keonjhar",No ,No,CE RW I||RWCIRCLE-KEONJHAR,NCB-29/RWCKJR/2025-26,2025_CERWI_121092_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"Chief Construction Engineer, R.W. Circle, Keonjhar","O/o C.C.E., R.W. Circle, Keonjhar",AOC,Amit Prasan Kiro,Internal,Puspanjali Bangsingh Debabrata Sahoo,Puspanjali Bangsingh,31-Dec-2025 12:56 PM,finsummary_563445.pdf (597.97 KB),CE RW I||RWCIRCLE-KEONJHAR,2025_CERWI_121092_1,NCB-29/RWCKJR/2025-26,Construction of WEIR adjacent to H.L. Bridge over Bagira Nallah at 2.5 Km. on Gounighasa to Suakathi Road in the District of Keonjhar for the year 2024-25.,Technical,Total 19 Nos. bidder participated.,Puspanjali Bangsingh,12-Dec-2025 05:15 PM,technical_563445.pdf,1.0,3239932.0,SUSANTA KUMAR BAL,INR,"12,815,712.69",22-Jan-2026,"INR 12,815,712.69",360.0,Amit Prasan Kiro,13-Mar-2026 06:39 PM,Bagiranallah.pdf (1769.00 KB),Award of Contract.,1,3245110,Akash Kumar Nath,21-Nov-2025 06:45 PM,Rejected-Technical,Insufficient machineries due to machineries Invoice not furnished.,12-Dec-2025 05:28 PM,Finance,COVER-II,Puspanjali Bangsingh,19-Dec-2025 12:56 PM,finance_563445.pdf,BOQ Comparative Chart,Amit Prasan Kiro,Internal,Puspanjali Bangsingh Debabrata Sahoo,Amit Prasan Kiro,12-Dec-2025 05:28 PM,17-Dec-2025 05:00 PM,techsummary_563445.pdf (930.41 KB),AOC
,,,,,,,,,,,,,,,,,.pdf,"Profit Loss statement, List of similar nature of work, Work in hand and other documents as per DTCN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3248113,BHARAT BHUSAN JENA,23-Nov-2025 08:04 PM,Rejected-Finance,L1,31-Dec-2025 12:56 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Machineries and all other documents required as per DTCN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3250937,BISMAY KUMAR SAHOO,24-Nov-2025 04:30 PM,Rejected-Finance,L1,31-Dec-2025 12:56 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3246916,CHHAGANLAL KATARUKA,22-Nov-2025 07:13 PM,Rejected-Finance,L1,31-Dec-2025 12:56 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3242924,CHINTAMANI SAHOO,20-Nov-2025 09:01 PM,Rejected-Finance,L1,31-Dec-2025 12:56 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3245949,GAGAN BIHARI BHUYAN,24-Nov-2025 12:30 PM,Rejected-Finance,L1,31-Dec-2025 12:56 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3250978,LAXMIDHAR SWAIN,24-Nov-2025 03:12 PM,Rejected-Finance,L1,31-Dec-2025 12:56 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3244982,MAA SANTOSHI CONSTRUCTION,24-Nov-2025 01:37 PM,Rejected-Finance,L1,31-Dec-2025 12:56 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3249156,MAHESWAR SAHOO,23-Nov-2025 10:20 PM,Rejected-Finance,L1,31-Dec-2025 12:56 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3245101,M/S TRIDEV CONSTRUCTION,21-Nov-2025 06:46 PM,Rejected-Finance,L1,31-Dec-2025 12:56 PM,,,,,,,,,,,,,,AOC
