EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"33,880",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,Periodical Maintenance of Andhoti to Gadaitapokhari Road for the year 2025-26,Road Work,Please refer Tender documents. ,NA ,"33,88,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Nimapara,752106.0,NA ,NA ,NA ,"O/O THE SUPERINTENDING ENGINEER, R.W.D, NIMAPARA",No ,No,07-Nov-2025 11:50 AM,17-Nov-2025 11:00 AM,07-Nov-2025 11:50 AM,15-Nov-2025 05:00 PM,07-Nov-2025 11:50 AM ,15-Nov-2025 01:00 PM ,07-Nov-2025 11:50 AM,15-Nov-2025 05:00 PM,"SUPERINTENDING ENGINEER, R.W DIVISION, NIMAPARA","O/O THE SUPERINTENDING ENGINEER, R.W.D, NIMAPARA",1.0,ICICI BANK,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NIMAPADA,Tender Online Divn.NPR-07/2025-26,2025_CERWI_120654_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, PAN, GSTIN, RC, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",AOC,1,3226947,ABHIJIT SWAIN,15-Nov-2025 12:13 PM,Rejected-Finance,Not Selected in lottery system,01-Feb-2026 12:09 PM,01-Feb-2026,"INR 338,873,180",90.0,Mausumi Mishra,09-Mar-2026 10:52 AM,Andhoti.pdf (769.00 KB),"S.E RW Division, Nimapara",Internal,"DAO, Estimator, AEE, RW, Sub-Division, Nimapara/ Konark",Rasmita Sahoo,30-Jan-2026 11:11 AM,techsummary_561907.pdf (490.35 KB),"S.E RW Division, Nimapara",Internal,"DAO, Estimator, AEE, RW, Sub-Division, Nimapara/ Konark",Mausumi Mishra,01-Feb-2026 12:09 PM,finsummary_561907.pdf (490.00 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NIMAPADA,2025_CERWI_120654_3,Tender Online Divn.NPR-07/2025-26,Periodical Maintenance of Andhoti to Gadaitapokhari Road for the year 2025-26,1.0,3226925.0,AKSHAYA KUMAR BEHERA,INR,"338,873,180",Finance,Opened,Rasmita Sahoo,18-Nov-2025 04:48 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,2,3224785,AJAY KUMAR BEHERA,14-Nov-2025 02:40 PM,Rejected-Finance,Not Selected in lottery system,01-Feb-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3226925,AKSHAYA KUMAR BEHERA,15-Nov-2025 12:19 PM,Accepted-AOC,Work has been awarded to in lottery system,09-Mar-2026 10:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3225590,BISWANATH TRIPATHY,14-Nov-2025 05:37 PM,Rejected-Finance,Not Selected in lottery system,01-Feb-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3227936,CHANDRAKANTA BARAL,15-Nov-2025 04:23 PM,Rejected-Finance,Not Selected in lottery system,01-Feb-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3226095,JYOTI RANJAN MOHANTY,14-Nov-2025 09:20 PM,Rejected-Finance,Not Selected in lottery system,01-Feb-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3225716,KHITISH PRASAD MOHANTY,15-Nov-2025 03:28 PM,Rejected-Finance,Not Selected in lottery system,01-Feb-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3227951,Lalita Mohanty,15-Nov-2025 04:44 PM,Rejected-Finance,Not Selected in lottery system,01-Feb-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3227946,MANMATH PANDA,15-Nov-2025 04:27 PM,Rejected-Finance,Not Selected in lottery system,01-Feb-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3225691,NIHAR RANJAN JATTA,14-Nov-2025 06:22 PM,Rejected-Finance,Not Selected in lottery system,01-Feb-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
