S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Date Corrigendum,Date,,SR to PWD Road to Upparkarda Road for the year 2025-26.,SR to PWD Road to Upparkarda Road for the year 2025-26.,Please refer Tender documents. ,NA ,"5,04,000",Civil Works - Roads,NA ,Tender,90.0,30.0,"SERW Division, Udala",757041.0,NA ,NA ,NA ,Office of the SE RWD Udala,No ,No,28-Oct-2025 05:00 PM,06-Nov-2025 05:30 PM,28-Oct-2025 05:00 PM,06-Nov-2025 05:00 PM,28-Oct-2025 05:00 PM ,06-Nov-2025 03:00 PM ,28-Oct-2025 05:00 PM,06-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, RC, PAN, GSTIN, Affidavits and other required documents as per DTCN.","4,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,01(Onilne)/RWD/UDALA/2025-26,2025_CERWI_120111_46,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,SE RWD Udala,SE RWD Udala,"5,040",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,AOC,SE RWD Udala,Internal,,Haripriya Behera,10-Mar-2026 12:48 PM,techsummary_558648.pdf (810.46 KB),SE RWD Udala,Internal,,Haripriya Behera,10-Mar-2026 12:52 PM,finsummary_558648.pdf (810.46 KB),Finance,14 Nos of bidders admitted,Haripriya Behera,10-Mar-2026 12:44 PM,,BOQ Comparative Chart,10-Mar-2026,"INR 428,653",30.0,Haripriya Behera,10-Mar-2026 12:59 PM,No46A.pdf (665.00 KB),CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,2025_CERWI_120111_46,01(Onilne)/RWD/UDALA/2025-26,SR to PWD Road to Upparkarda Road for the year 2025-26.,1.0,3178305.0,DEEPAK KUMAR DASH,INR,"428,653",1,3170489,BENUPANI UPADHYAY,06-Nov-2025 05:19 AM,Rejected-AOC,L1,10-Mar-2026 12:59 PM,AOC
2.0,Revised DTCN,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3171496,BHABESH NAYAK,06-Nov-2025 10:55 AM,Rejected-AOC,L1,10-Mar-2026 12:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3185780,BHIKARI DALAEI,06-Nov-2025 02:19 PM,Rejected-AOC,L1,10-Mar-2026 12:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3179453,BISHESWAR ROUT,04-Nov-2025 07:36 AM,Rejected-AOC,L1,10-Mar-2026 12:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3184647,CHANDAN KUMAR RAM,05-Nov-2025 07:17 PM,Rejected-AOC,L1,10-Mar-2026 12:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3178305,DEEPAK KUMAR DASH,06-Nov-2025 01:23 PM,Accepted-AOC,L1,10-Mar-2026 12:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3186462,GYANARANJAN ROUT,05-Nov-2025 09:24 PM,Rejected-AOC,L1,10-Mar-2026 12:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3178255,KAMALAKANTA DEHURI,04-Nov-2025 06:40 PM,Rejected-AOC,L1,10-Mar-2026 12:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3186783,MANASI MOHAPATRA,05-Nov-2025 10:33 PM,Rejected-AOC,L1,10-Mar-2026 12:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3185310,MANORANJAN UPADHAYAYA,06-Nov-2025 02:01 PM,Rejected-AOC,L1,10-Mar-2026 12:59 PM,AOC
