EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"31,138",Yes,percentage,1.0%,Nil,Nil,Installation and energisation of Saharbadi RL LIP under Bangriposi Block in Mayurbhanj District,Installation and energisation of Saharbadi RL LIP under Bangriposi Block in Mayurbhanj District,Please refer Tender documents. ,NA ,"31,13,830",Civil Works - Lift Irrigation Schemes,NA ,Tender,365.0,90.0,Baripada,757002.0,NA ,NA ,NA ,"EE, M.L.I Division, Baripada",No ,No,"7,080",0.0,Nil,Nil,No,1.0,ICICI BANK,"EE, M.L.I Division, Baripada","EE, M.L.I Division, Baripada, Infront of Stadium near Chhou Padia, Bhonjpur, Baripada, Mayurbhanj 757002 Odisha",24-Oct-2025 11:00 AM,06-Nov-2025 11:00 AM,24-Oct-2025 11:00 AM,04-Nov-2025 05:00 PM,24-Oct-2025 11:00 AM ,03-Nov-2025 05:00 PM ,24-Oct-2025 11:00 AM,04-Nov-2025 05:00 PM,07-Jan-2026 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,TP cost EMD GST PAN Civil and HT License Joint Venture Experience RIG documents as per DTCN,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Baripada,BID ID NO. 5480 (OLIC/2025-26) DATED 08.10.2025,2025_OLIC_119933_19,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Technical,All are accepted except Alaksha Energy and Construction Pvt Ltd is rejected Due to want of required experience of 1st Party,JOGINDRA RATHA,06-Jan-2026 01:44 PM,technical_557568.pdf,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Baripada,2025_OLIC_119933_19,BID ID NO. 5480 (OLIC/2025-26) DATED 08.10.2025,Installation and energisation of Saharbadi RL LIP under Bangriposi Block in Mayurbhanj District,Jogindra Ratha,Internal,,JOGINDRA RATHA,12-Mar-2026 12:22 PM,finsummary_557568.pdf (363.31 KB),1.0,3180715.0,Transpower,INR,"3,674,319",12-Mar-2026,"INR 3,674,319",90.0,JOGINDRA RATHA,12-Mar-2026 02:00 PM,Saharbadi.pdf (363.00 KB),1,3181449,ALAKSHA ENERGY AND CONSTRUCTION PVT LTD,04-Nov-2025 04:43 PM,Not Admitted-Fee/PreQual/Technical,Others-Rejected Due to want of required experience of 1st Party,06-Jan-2026 01:44 PM,Jogindra Ratha,Internal,,JOGINDRA RATHA,06-Jan-2026 09:54 PM,07-Jan-2026 10:00 AM,techsummary_557568.pdf (1472.25 KB),Finance,Accepted,JOGINDRA RATHA,06-Mar-2026 11:56 AM,finance_557568.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3180563,M/S.BAISAKHI CONSTRUCTION PVT.LTD,04-Nov-2025 01:06 PM,Rejected-AOC,L2,12-Mar-2026 02:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3180715,Transpower,04-Nov-2025 04:04 PM,Accepted-AOC,L1,12-Mar-2026 02:01 PM,,,,,,,,,,,,,,AOC
