EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"16,132",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"P Cost, EMD Online, RC, PAN, Valid GSTIN, Affidavit, No relation certificate and other as per DTCN",1.0,ICICI BANK,20-Jan-2026 05:00 PM,31-Jan-2026 11:00 AM,20-Jan-2026 05:00 PM,30-Jan-2026 05:00 PM,20-Jan-2026 05:00 PM ,30-Jan-2026 03:00 PM ,20-Jan-2026 05:00 PM,30-Jan-2026 05:00 PM,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,E-TCN/BLS-II No.09 of 2025-26,2026_CERWI_124808_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,S/R to Taranga - Khirpada for the yeat 2025-26,S/R to Taranga - Khirpada for the yeat 2025-26,Please refer Tender documents. ,NA ,"16,13,157",Civil Works - Roads,NA ,Tender,90.0,30.0,Balasore,756001.0,NA ,NA ,NA ,"O/o the S.E,R.W.Division_II,Balasore",No ,No,"Superintending Engineer,R.W.Division_II,Balasore","O/o the Superintending Engineer,R.W.Division_II,Balasore",AOC,"S.E.R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,18-Feb-2026 12:03 PM,finsummary_576983.pdf (392.51 KB),"S.E.R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,13-Feb-2026 05:13 PM,techsummary_576983.pdf (392.51 KB),16-Mar-2026,"INR 1,371,344.37",30.0,Amir Kumar Sethy,16-Mar-2026 05:15 PM,13Taranga.pdf (428.00 KB),1,3372424,AJIT KUMAR SWAIN,29-Jan-2026 03:16 PM,Rejected-AOC,Rejected,16-Mar-2026 05:15 PM,1.0,3370085.0,SUSANTA KUMAR UPADHYAYA,INR,"1,371,344.37",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2026_CERWI_124808_13,E-TCN/BLS-II No.09 of 2025-26,S/R to Taranga - Khirpada for the yeat 2025-26,Finance,All tender documents are download,Sujata Behera,10-Feb-2026 05:46 PM,finance_576983.pdf,BOQ Comparative Chart,AOC
,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3369746,BASANTA KUMAR SAHOO,28-Jan-2026 12:08 PM,Rejected-AOC,Rejected,16-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3373295,BIKRAM KESHARI PATRA,30-Jan-2026 09:06 AM,Rejected-AOC,Rejected,16-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3373667,Dayanidhi Mohapatra,30-Jan-2026 12:06 PM,Rejected-AOC,Rejected,16-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3370876,DEEPAK KUMAR NAYAK,28-Jan-2026 06:06 PM,Rejected-AOC,Rejected,16-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3370774,GOBINDA CHANDRA SWAIN,28-Jan-2026 04:44 PM,Rejected-AOC,Rejected,16-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3371551,GOURANGA CHANDRA NAYAK,30-Jan-2026 11:36 AM,Rejected-AOC,Rejected,16-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3371495,JAJATIKESHARI PRADHAN,30-Jan-2026 03:58 PM,Rejected-AOC,Rejected,16-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3373829,JYOTSNARANI KANUNGO,30-Jan-2026 12:55 PM,Rejected-AOC,Rejected,16-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3368733,MAHENDRA SETHI,30-Jan-2026 11:21 AM,Rejected-AOC,Rejected,16-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
