Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Bank Name,Tender Stage
Rourkela Municipal Corporation,2026_RMC_124358_1,MC/RMC/02/2026,Provision of 63KVA 11 0.4 KV Ss HT with External Electrification of Multi Purpose Hall At Pradhanpali Rourkela,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,25-Mar-2026 12:08 PM,finsummary_574978.pdf (687.00 KB),25-Mar-2026,"INR 2,202,630.42",45.0,Birendra Nanda,25-Mar-2026 12:13 PM,BID02.pdf (687.00 KB),Awarded to Jupiter Engineer,1.0,3357907.0,JUPITER ENGINEERS,INR,"2,202,630.42",Finance,EMD refund,Birendra Nanda,25-Mar-2026 11:58 AM,finance_574978.pdf,BOQ Comparative Chart,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,25-Mar-2026 12:03 PM,techsummary_574978.pdf (687.00 KB),1,3358338,ASIT KUMAR SARANGI,17-Jan-2026 04:25 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:03 PM,AOC,"27,430",Yes,fixed,,Nil,Nil,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela","6,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN",Provision of 63KVA 11 0.4 KV Ss HT with External Electrification of Multi Purpose Hall At Pradhanpali Rourkela,Electrical,Please refer Tender documents. ,NA ,"27,43,000",Electrical Works,NA ,Tender,90.0,45.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,1.0,Corrigendum,Other,,Rourkela Municipal Corporation,MC/RMC/02/2026,2026_RMC_124358_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,08-Jan-2026 06:00 PM,19-Jan-2026 11:00 AM,08-Jan-2026 06:00 PM,17-Jan-2026 05:00 PM,NA ,NA ,08-Jan-2026 06:00 PM,17-Jan-2026 05:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3358261,BIPLAB KUMAR SARANGI,17-Jan-2026 04:55 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:03 PM,AOC,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3356362,GYANA RANJAN PANI,15-Jan-2026 05:44 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3357907,JUPITER ENGINEERS,16-Jan-2026 09:24 PM,Accepted-AOC,By The Tender Committee,25-Mar-2026 12:13 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3358046,K K ENTERPRISES,17-Jan-2026 04:16 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3357821,SARADA TECHNO SERVICES,17-Jan-2026 04:09 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3358244,saraswati telesolutions,17-Jan-2026 03:23 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 12:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
