Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
31-Mar-2026,"INR 178,501",30.0,Raj Kumar Meher,31-Mar-2026 01:32 PM,AOC.pdf (1240.00 KB),AOC,1,3312086,Achutanand Mund,17-Dec-2025 07:34 PM,Rejected-AOC,Reject,31-Mar-2026 01:32 PM,CE RW I||RWCIRCLE-BHAWANIPATNA||RWDIVISION-NUAPADA,2025_CERWI_122974_14,RWNPD-05/2025-26,S/R to New R.I. Circle Office Building at Parkod for the year 2025-26,1.0,3313127.0,PRITAM KUMAR SAHU,INR,"178,501",Finance,Tender open,Raj Kumar Meher,31-Mar-2026 01:11 PM,,BOQ Comparative Chart,Financial,Internal,EE DAO ESTIMATER,Raj Kumar Meher,31-Mar-2026 01:22 PM,finsummary_571156.pdf (982.32 KB),Technical,Internal,EE DAO ESTIMATER,Raj Kumar Meher,31-Mar-2026 01:18 PM,techsummary_571156.pdf (982.32 KB),AOC,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,AFFIDAVIT,EMD,NRC AND OTHER DOCUMENTS AS PER DTCN","2,100",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BHAWANIPATNA||RWDIVISION-NUAPADA,RWNPD-05/2025-26,2025_CERWI_122974_14,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"2,000",0.0,Nil,Nil,No,S/R to New R.I. Circle Office Building at Parkod for the year 2025-26,S/R to New R.I. Circle Office Building at Parkod for the year 2025-26,As per DTCN ,NA ,"2,09,976",Civil Works - Buildings,NA ,Tender,90.0,30.0,NUAPADA,766105.0,NA ,NA ,NA ,"O/o the S.E.R.W.Division,Nuapada",No ,No,Executive Engineer,"O/o the S.E.R.W.Division,Nuapada",11-Dec-2025 05:00 PM,22-Dec-2025 11:00 AM,11-Dec-2025 05:00 PM,20-Dec-2025 05:00 PM,11-Dec-2025 05:00 PM ,19-Dec-2025 05:00 PM ,11-Dec-2025 05:00 PM,20-Dec-2025 05:00 PM,AOC
,,,,,,,2,3313076,ANITH KUMAR THANAPATI,19-Dec-2025 10:13 PM,Rejected-AOC,Reject,31-Mar-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,3319540,ANUJ PADHI,20-Dec-2025 04:27 PM,Rejected-AOC,Reject,31-Mar-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3306092,BIKASH KUMAR PANDA,20-Dec-2025 02:32 PM,Rejected-AOC,Reject,31-Mar-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3310001,DHIBAR DHARUA,17-Dec-2025 11:50 AM,Rejected-AOC,Reject,31-Mar-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3319433,JAY RAWAL,20-Dec-2025 04:00 PM,Rejected-AOC,Reject,31-Mar-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3314857,KAJAL SHARMA,18-Dec-2025 07:13 PM,Rejected-AOC,Reject,31-Mar-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3319216,MAHENDRA KUMAR SAHU,20-Dec-2025 02:28 PM,Rejected-AOC,Reject,31-Mar-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3318624,MANAS RANJAN BIBHAR,20-Dec-2025 02:49 PM,Rejected-AOC,Reject,31-Mar-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3318551,PRATIMA SAHU,19-Dec-2025 10:50 PM,Rejected-AOC,Reject,31-Mar-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
