Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,tender opened,Vedbhushan .,02-Jan-2025 02:59 PM,finance_520888.pdf,BOQ Comparative Chart,1.0,2712986.0,NARAYAN BAGH,INR,"1,015,613.93",Municipal Bodies||Sambalpur Municipal Corporation,2024_ORULB_108398_5,19/SMC_SBP/2024-25,Construction of Paver Road from Premananda Sahu house to MukeSh Agrawal house Brundaban Vihar Ward No-19,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Rehan Khatri,12-Mar-2026 11:05 AM,finsummary_520888.pdf (833.92 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Rehan Khatri,12-Mar-2026 11:03 AM,techsummary_520888.pdf (833.92 KB),12-Mar-2026,"INR 1,015,613.93",90.0,Rehan Khatri,12-Mar-2026 11:35 AM,19SMC5.pdf (834.00 KB),successful,1,2714526,DEEP KUMAR AGRAWAL,28-Dec-2024 02:21 PM,Rejected-Technical,UNSUCCESSFUL,12-Mar-2026 11:03 AM,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN","6,000",0.0,Nil,Nil,No,19-Dec-2024 12:00 PM,30-Dec-2024 11:00 AM,19-Dec-2024 12:00 PM,28-Dec-2024 05:00 PM,NA ,NA ,19-Dec-2024 12:00 PM,28-Dec-2024 05:00 PM,Construction of Paver Road from Premananda Sahu house to MukeSh Agrawal house Brundaban Vihar Ward No-19,Construction of Paver Road from Premananda Sahu house to MukeSh Agrawal house Brundaban Vihar Ward No-19,Please refer Tender documents. ,NA ,"10,15,614",Civil Works - Others,NA ,Tender,120.0,90.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,1,ICICI BANK,"COMMISSIONER, SAMBALPUR MUNICIPAL CORPORATION","New Office Building, SMC Durgapali,Sambalpur","10,156",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Sambalpur Municipal Corporation,19/SMC_SBP/2024-25,2024_ORULB_108398_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2712986,NARAYAN BAGH,27-Dec-2024 07:26 PM,Accepted-AOC,successful,12-Mar-2026 11:35 AM,AOC,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC
