Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
PKG20,Revival and restoration of Argulcut III RL under Binjharpur Block in Jajpur District,Please refer to the DTCN ,NA ,"15,48,510",Civil Works - Lift Irrigation Schemes,Electrical works ,Tender,180.0,90.0,Jajpur Road,755019.0,NA ,NA ,NA ,"O/O Executive Engineer, L.I.Division, Jajpur Road",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Civil, Electrical license, Rig documents,Joint venture, Affidavit,EMD,Paper cost as pkg require",29-Jul-2025 01:00 PM,06-Aug-2025 11:00 AM,29-Jul-2025 01:00 PM,05-Aug-2025 05:00 PM,29-Jul-2025 01:00 PM ,04-Aug-2025 05:00 PM ,29-Jul-2025 01:00 PM,05-Aug-2025 05:00 PM,18-Nov-2025 05:30 PM,"Executive Engineer, L.I.Division, Jajpur Road","O/O Executive Engineer, L.I.Division, Jajpur Road","7,080",0.0,Nil,Nil,Yes,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",1278_OLIC_18_07_25,2025_OLIC_116177_20,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"15,485",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,AOC,15-Dec-2025,"INR 1,553,338",90.0,AJAYA KUMAR MISHRA,01-Mar-2026 03:56 PM,PKG20.pdf (44.00 KB),Revival restoration of Argulcut III RLunder Binjharpur Block,1,3022450,ANIL KUMAR SAMANTARAY,04-Aug-2025 02:01 PM,Rejected-Finance,Lost of the Lottery,06-Dec-2025 05:08 PM,Finance,Opened Successfully,AJAYA KUMAR MISHRA,21-Nov-2025 05:39 PM,finance_547764.pdf,BOQ Comparative Chart,Ajaya Kumar Mishra,Internal,Purusottam Vishwakarma and Saroj Kumar Mohanty,AJAYA KUMAR MISHRA,18-Nov-2025 05:20 PM,18-Nov-2025 05:30 PM,techsummary_547764.pdf (30.92 KB),Ajaya Kumar Mishra,Internal,Purusottam Vishwakarma and Sadhana Behera,AJAYA KUMAR MISHRA,06-Dec-2025 05:08 PM,finsummary_547764.pdf (43.09 KB),Technical,Opened Successfully,PURUSOTTAM VISHWAKARMA,12-Aug-2025 04:33 PM,technical_547764.pdf,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",2025_OLIC_116177_20,1278_OLIC_18_07_25,PKG20,1.0,3023459.0,Raj Kishore Parida,INR,"1,553,338",AOC
,,,,,,,,,,,,,,,,,,,,.pdf,DTCN should be filled in capital letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,2,3022120,DILLIP KUMAR JENA,03-Aug-2025 11:43 AM,Rejected-Finance,Lost of the Lottery,06-Dec-2025 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bills of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3023980,Golekha Bihari Aich,05-Aug-2025 10:32 AM,Rejected-AOC,Being L2 and L1 accepted the bid,01-Mar-2026 03:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3024011,JAGDEV PANDA,05-Aug-2025 12:18 AM,Rejected-Finance,Lost of the Lottery,06-Dec-2025 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3022597,KALYANI SAHOO,04-Aug-2025 09:16 PM,Rejected-Finance,Lost of the Lottery,06-Dec-2025 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3023706,LAXMAN KUMAR SAHOO,04-Aug-2025 08:25 PM,Rejected-Finance,Lost of the Lottery,06-Dec-2025 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3023739,M/s Maheswari construction Pro-Amulya kumar sahoo,04-Aug-2025 07:54 PM,Rejected-Finance,Lost of the Lottery,06-Dec-2025 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3023459,Raj Kishore Parida,04-Aug-2025 09:07 PM,Accepted-AOC,Being L1 accepted the bid,01-Mar-2026 03:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3023674,RANJIT KUMAR BEHERA,04-Aug-2025 08:09 PM,Rejected-Finance,Lost of the Lottery,06-Dec-2025 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3023035,SANGITA ROUT,04-Aug-2025 01:11 PM,Rejected-Finance,Lost of the Lottery,06-Dec-2025 05:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
