Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
06-Mar-2026,"INR 172,570",45.0,SUDHANSU MOHAN,06-Mar-2026 01:06 PM,32.pdf (204.00 KB),ok,Municipal Bodies||Basudevpur Municipality,2025_ORULB_122920_32,BSP_2025-26_12,Construction of paver road from Ichhapur main road towards Jayaram Barik house ward no.13,1.0,3315373.0,Pradeep Kumar Das,INR,"172,570",1,3316346,Basanti Sahoo,19-Dec-2025 11:48 AM,Rejected-AOC,not selected,06-Mar-2026 01:07 PM,Finance,ok,SUDHANSU MOHAN,22-Dec-2025 03:18 PM,finance_571214.pdf,BOQ Comparative Chart,Nibedita Behera,Internal,"E.O,M.E,J.E,Accountant",SUDHANSU MOHAN,06-Mar-2026 01:02 PM,finsummary_571214.pdf (6235.45 KB),Nibedita Behera,Internal,"E.O,M.E,J.E,Accountant",SUDHANSU MOHAN,06-Mar-2026 12:58 PM,techsummary_571214.pdf (6235.45 KB),AOC,600.0,0.0,Nil,Nil,No,EO,Basudevpur Municipality,Construction of paver road from Ichhapur main road towards Jayaram Barik house ward no.13,Construction of paver road from Ichhapur main road towards Jayaram Barik house ward no.13,Please refer Tender documents. ,NA ,"1,72,034",Civil Works - Roads,NA ,Tender,90.0,45.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,Municipal Bodies||Basudevpur Municipality,BSP_2025-26_12,2025_ORULB_122920_32,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,1.0,NIT Document,Other,,"1,720",Yes,fixed,,Nil,Nil,14-Dec-2025 10:00 AM,22-Dec-2025 11:00 AM,14-Dec-2025 10:00 AM,20-Dec-2025 05:00 PM,NA ,NA ,14-Dec-2025 10:00 AM,20-Dec-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,2,3310276,MD AMINUDDIN KHAN,17-Dec-2025 10:52 AM,Rejected-AOC,not selected,06-Mar-2026 01:07 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,3315373,Pradeep Kumar Das,18-Dec-2025 08:26 PM,Accepted-AOC,selected,06-Mar-2026 01:07 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,3315129,Rajesh Kumar Mohanty,18-Dec-2025 07:22 PM,Rejected-AOC,not selected,06-Mar-2026 01:07 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,3318249,RANJITA DASH,20-Dec-2025 10:31 AM,Rejected-AOC,not selected,06-Mar-2026 01:07 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,3319034,Santosh Kumar Panda,20-Dec-2025 01:37 PM,Rejected-AOC,not selected,06-Mar-2026 01:07 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
