Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Executive Engineer R.W. Division, Sundargarh","O/o of the Superintending Engineer R.W. Division, Sundargarh At/po-Sankara. Dist-Sundargarh. 770020",04-Dec-2025 05:00 PM,11-Dec-2025 05:10 PM,04-Dec-2025 05:00 PM,11-Dec-2025 05:00 PM,NA ,NA ,04-Dec-2025 05:00 PM,11-Dec-2025 05:00 PM,Repair to RI office cum residence at Bargaon,Repair to RI office cum residence at Bargaon,Please refer Tender documents. ,NA ,"2,54,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Sundargarh,770020.0,NA ,NA ,NA ,O/o of the Superintending Engineer,No ,No,"2,540",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,EMDPANGSTINCDMSRegistrationcodeworkexperiencesimilarnatureworkworkinhandmachineriesasperDTCN,"2,000",0.0,Nil,Nil,No,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh I,Online-SESNG-18 of 2025-26,2025_CERWI_122529_6,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh I,2025_CERWI_122529_6,Online-SESNG-18 of 2025-26,Repair to RI office cum residence at Bargaon,Er. Hitesh Agarwal,Internal,,Hitesh Agarwal,30-Mar-2026 05:47 PM,finsummary_569384.pdf (334.65 KB),Finance,13 Nos. of Successful Bidders,Hitesh Agarwal,11-Dec-2025 08:13 PM,finance_569384.pdf,BOQ Comparative Chart,1.0,3290394.0,MAHENDRA KHUKHARI,INR,"214,302",30-Mar-2026,"INR 214,302",30.0,Hitesh Agarwal,30-Mar-2026 05:49 PM,8061.pdf (156.00 KB),1,3290244,BHAGABATI SOHELA,10-Dec-2025 11:08 AM,Rejected-Technical,Rejected,25-Mar-2026 01:01 PM,Er. Hitesh Agarwal,Internal,,Hitesh Agarwal,25-Mar-2026 01:01 PM,techsummary_569384.pdf (334.64 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3294899,BIENDRA TOPPO,11-Dec-2025 12:24 PM,Rejected-Technical,Rejected,25-Mar-2026 01:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3294461,CHINMAY SARPATIA,11-Dec-2025 08:45 AM,Rejected-Technical,Rejected,25-Mar-2026 01:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3295800,DEBANANDA SAHOO,11-Dec-2025 04:19 PM,Rejected-Technical,Rejected,25-Mar-2026 01:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3290652,DEBASIS PUROHIT,10-Dec-2025 08:41 PM,Rejected-Technical,Rejected,25-Mar-2026 01:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3294051,KK CONSTRUCTION,10-Dec-2025 08:50 PM,Rejected-Technical,Rejected,25-Mar-2026 01:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3290394,MAHENDRA KHUKHARI,08-Dec-2025 09:02 PM,Accepted-AOC,Accepted,30-Mar-2026 05:50 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3294386,MALAYA CHARAN NAYAK,11-Dec-2025 12:43 AM,Rejected-Technical,Rejected,25-Mar-2026 01:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3292726,RABINDRA MEHER,10-Dec-2025 06:48 PM,Rejected-Technical,Rejected,25-Mar-2026 01:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3295846,SAMIR KANDI (S.C),11-Dec-2025 04:48 PM,Rejected-Technical,Rejected,25-Mar-2026 01:01 PM,,,,,,,AOC
