Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"C.C.E, Northern R AND B Circle, SAMBALPUR","O/O THE C.C.E, Northern R AND B Circle, SAMBALPUR",EIC-CIVIL||SERNB-CIRCLE-NORTHERN,CCENC(RandB) /05/ 2025-26,2025_EICCL_117712_9,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"4,76,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Online Proof Copy of Tender Cost, Bid Security, GSTIN, PAN, R.C and Affidavit",06-Sep-2025 06:55 PM,22-Sep-2025 11:00 AM,06-Sep-2025 06:55 PM,20-Sep-2025 05:00 PM,06-Sep-2025 06:55 PM ,12-Sep-2025 05:00 PM ,06-Sep-2025 06:55 PM,20-Sep-2025 05:00 PM,17-Dec-2025 01:45 PM,"10,000",0.0,Nil,Nil,No,Improvement such as widening and strengthening of Babuchhipidihi to Jammal via Naik-Karla road from 0-00 km to 2-723 km in the district of Jharsuguda under State Plan for the year 2025-26.,ROAD WORK,Please refer Tender documents. ,NA ,"4,76,47,613",Civil Works - Roads,NA ,Tender,90.0,180.0,JHARSUGUDA,768201.0,NA ,NA ,NA ,"O/O THE C.C.E, Northern R AND B Circle, SAMBALPUR",No ,No,1.0,ICICI BANK,AOC,CCE NC SBP,Internal,,Hemant Naik,14-Mar-2026 10:02 PM,finsummary_551639.pdf (2800.08 KB),EIC-CIVIL||SERNB-CIRCLE-NORTHERN,2025_EICCL_117712_9,CCENC(RandB) /05/ 2025-26,Improvement such as widening and strengthening of Babuchhipidihi to Jammal via Naik-Karla road from 0-00 km to 2-723 km in the district of Jharsuguda under State Plan for the year 2025-26.,Technical,Technical bid submit,SUCHISMITA SAHU,17-Dec-2025 01:19 PM,,1.0,3080395.0,ABAKASH MISHRA,INR,"40,505,236",14-Mar-2026,"INR 40,505,236",180.0,Hemant Naik,14-Mar-2026 10:05 PM,AGTBABUCHIPI.pdf (1827.00 KB),AGT DRAWN,1,3080395,ABAKASH MISHRA,15-Sep-2025 09:17 AM,Accepted-AOC,AGT DRAWN,14-Mar-2026 10:05 PM,Finance,FINANCIAL BID OPENED,Hemant Naik,17-Dec-2025 02:03 PM,,BOQ Comparative Chart,CCE NC SBP,Internal,,SUCHISMITA SAHU,17-Dec-2025 01:30 PM,17-Dec-2025 01:45 PM,techsummary_551639.pdf (351.49 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Ownership of machineries, work experience and MOU for composite Building work etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3089242,AMAN BADHAN,19-Sep-2025 09:50 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,14-Mar-2026 10:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work experience certificate and other related documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3090639,ANKIT KUMAR BAJAJ,20-Sep-2025 04:35 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,14-Mar-2026 10:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3087301,BIKASH SINGH,18-Sep-2025 11:14 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,14-Mar-2026 10:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3085891,Binod Kumar Agrawal,19-Sep-2025 11:38 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,14-Mar-2026 10:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3086950,JAGADAMBA CONSTRUCTION,19-Sep-2025 03:55 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,14-Mar-2026 10:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3083278,M/S SUMEET & ASSOCIATES,18-Sep-2025 05:01 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,14-Mar-2026 10:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3086248,NILIMA NAIK,19-Sep-2025 11:44 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,14-Mar-2026 10:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3083316,PRAHALLAD MAJHI,19-Sep-2025 08:05 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,14-Mar-2026 10:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3086435,RAMESH CHANDRA PATEL,19-Sep-2025 05:31 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,14-Mar-2026 10:02 PM,,,,,,,,,,,,,,AOC
