EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"7,77,737",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Registration Certificate",15-Jan-2025 06:55 PM,29-Jan-2025 11:00 AM,15-Jan-2025 06:55 PM,28-Jan-2025 05:00 PM,NA ,NA ,15-Jan-2025 06:55 PM,28-Jan-2025 05:00 PM,20-Mar-2025 05:00 PM,Improvement of Banamalipur Jaydevpitha Via- Poijhari road under MMSY-Improvement to Existing RD road in the Dist. of Khordha for the year 2024-25,Improvement of Banamalipur Jaydevpitha Via- Poijhari road under MMSY-Improvement to Existing RD road in the Dist. of Khordha for the year 2024-25,Please refer Tender documents. ,NA ,"7,77,73,680",Civil Works - Roads,NA ,Tender,90.0,270.0,Bhubaneswar,751022.0,NA ,NA ,NA ,"O/o ChiefConstructionEngineer,CentralRWCircle,BBSR",No ,No,CE RW I||RWCIRCLE-BHUBANESWAR,Tender Online C.C-25 of 2024,2025_CERWI_109057_47,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,1.0,Other Corrigendum,Other,,ChiefConstructionEngineer,"O/o ChiefConstructionEngineer,CentralRWCircle,BBSR",AOC,Technical,15 nos bidder participated in the tender,Kumari Suvalaxmi,02-Feb-2025 12:59 PM,,Chief Construction Engineer,Internal,SuperintendingEngineerRWDivisionIINayagarh SrDAORWDivision Bhubaneswar PAtoChiefConstructionEngineerCentralRuralWorksCircleBBSR,Priyambada Swain,17-Mar-2026 06:56 PM,finsummary_523843.pdf (253.46 KB),Finance,15 nos bidder qualified in the tender,Mausumi Mishra,21-Mar-2025 01:50 PM,,BOQ Comparative Chart,Chief Construction Engineer,Internal,SuperintendingEngineerRWDivisionII Nayagarh SrDAORWDivision Bhubaneswar PAtoChiefConstructionEngineerCentralRuralWorksCircleBBSR,Mausumi Mishra,14-Mar-2025 02:08 PM,20-Mar-2025 05:00 PM,techsummary_523843.pdf (2413.02 KB),17-Mar-2026,"INR 66,115,405",270.0,Priyambada Swain,17-Mar-2026 07:01 PM,JaydevpithaAgmtDetails.pdf (2018.00 KB),"Work order letter No.7813 dtd.09.09.2025 and Agmt No.37 P1 of 2025-26 dtd.09.09.2025 of Superintending Engineer, Rural Works Division, Bhubaneswar",CE RW I||RWCIRCLE-BHUBANESWAR,2025_CERWI_109057_47,Tender Online C.C-25 of 2024,Improvement of Banamalipur Jaydevpitha Via- Poijhari road under MMSY-Improvement to Existing RD road in the Dist. of Khordha for the year 2024-25,1.0,2783238.0,ACP CONSTRUCTION,INR,"66,115,405",1,2783238,ACP CONSTRUCTION,28-Jan-2025 12:42 PM,Accepted-AOC,Accepted,17-Mar-2026 07:02 PM,AOC
,,,,,,,,.pdf,"Work in Hand, Machineries, Affidavit of Correctness Certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2783714,BASUDEV CONTECH INDIA PRIVATE LIMITED,28-Jan-2025 02:35 PM,Rejected-Finance,Other than L1 and L2,17-Mar-2026 06:56 PM,AOC
,,,,,,,,.pdf,"No Relationship Certificate, ATO, Work Experience and required documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2777340,BICHITRANANDA SAMANTARAY,27-Jan-2025 09:26 PM,Rejected-Finance,Other than L1 and L2,17-Mar-2026 06:56 PM,AOC
,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2784177,DHANESWAR SAHU,28-Jan-2025 04:30 PM,Rejected-Finance,Other than L1 and L2,17-Mar-2026 06:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2777598,evertex projects pvt ltd,25-Jan-2025 10:09 PM,Rejected-Finance,Other than L1 and L2,17-Mar-2026 06:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2780963,FAYAJ INFRATECH PVT LTD,28-Jan-2025 07:27 AM,Rejected-Finance,Other than L1 and L2,17-Mar-2026 06:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2783092,HIMANSU SEKHAR MOHANTY,28-Jan-2025 12:07 PM,Rejected-Finance,Other than L1 and L2,17-Mar-2026 06:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2782966,MS GLOBAL CONSTRUCTION,28-Jan-2025 11:34 AM,Rejected-Finance,Other than L1 and L2,17-Mar-2026 06:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2783811,M/S. SAI UNIQUE CONSTRUCTIONS,28-Jan-2025 02:53 PM,Rejected-Finance,Other than L1 and L2,17-Mar-2026 06:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2782786,PABANI NAIK,28-Jan-2025 10:46 AM,Rejected-Finance,Other than L1 and L2,17-Mar-2026 06:56 PM,AOC
