Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Improvement to Left main canal of Koska (D/W) MIP in Khandapada Block of Nayagarh district under MIPSP grant for the year 2025-26.,Improvement to Left main canal of Koska (D/W) MIP in Khandapada Block of Nayagarh district under MIPSP grant for the year 2025-26.,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,30.0,SUPERINTENDING ENGINEER M I DIVISION NAYAGARH,752070.0,NA ,NA ,NA ,SUPERINTENDING ENGINEER M I DIVISION NAYAGARH,No ,No,"8,430",Yes,fixed,,Nil,Nil,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Bhanjanagar",BID IDENTIFICATION NO_SEMIDN_08_OF2025_26,2025_CEMIB_121966_22,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"VALID CDMS, GST, PAN, REG CERTIFICATE, NO RELATION, AFFIDAVIT, OTHER DOCUMENT AS DTCN",26-Nov-2025 10:00 AM,03-Dec-2025 11:00 AM,26-Nov-2025 10:00 AM,02-Dec-2025 05:00 PM,NA ,NA ,26-Nov-2025 10:00 AM,02-Dec-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,SUPERINTENDING ENGINEER M I DIVISION NAYAGARH,SUPERINTENDING ENGINEER MINOR IRRIGATION DIVISION NAYAGARH,AOC,Er. Suprava Kanhar(SE),Internal,"Saurabh Pandey (DA), Er. Nibedita Nath (AE, Estr.), Er. Subarna Khilla (JE, Estr.)",SUPRAVA KANHAR,15-Mar-2026 11:19 AM,techsummary_567032.pdf (63.64 KB),"Er. Suprava Kanhar(SE),",Internal,"Saurabh Pandey (DA), Er. Nibedita Nath (AE, Estr.), Er. Subarna Khilla (JE, Estr.)",SUPRAVA KANHAR,15-Mar-2026 01:27 PM,finsummary_567032.pdf (63.64 KB),Finance,Out of total 15nos of bidders 14nos of bidders Technically qualified for opening of financial bid.,SUPRAVA KANHAR,14-Mar-2026 07:29 PM,finance_567032.pdf,BOQ Comparative Chart,15-Mar-2026,"INR 716,144.8",30.0,SUPRAVA KANHAR,15-Mar-2026 01:42 PM,WO22.pdf (541.00 KB),AOC,1,3271387,ANANDA KUMAR PANDA,02-Dec-2025 10:25 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 01:42 PM,1.0,3272450.0,RAMESH KUMAR SWAIN,INR,"716,144.8","CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Bhanjanagar",2025_CEMIB_121966_22,BID IDENTIFICATION NO_SEMIDN_08_OF2025_26,Improvement to Left main canal of Koska (D/W) MIP in Khandapada Block of Nayagarh district under MIPSP grant for the year 2025-26.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3267156,ATYANTA DALABEHERA,01-Dec-2025 01:32 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 01:42 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3269310,BIDESHI MAHANKUD,01-Dec-2025 12:51 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 01:42 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,3261100,Bidyadhar Barad,27-Nov-2025 05:42 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 01:42 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,3263808,BULU DAS (S.C),28-Nov-2025 02:55 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 01:42 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,3267115,CHITA RANJAN PARIDA,01-Dec-2025 01:23 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 01:42 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,3271281,CHITTA RANJAN MOHANTY,02-Dec-2025 12:14 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 01:42 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,3270868,KALYANI BEHERA,02-Dec-2025 12:58 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 01:42 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,3271438,NRUSINGH CHARAN BARIK,02-Dec-2025 08:16 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 01:42 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,3271617,PRAKASH CHANDRA BISWAL,02-Dec-2025 10:56 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 01:42 PM,,,,,,,,,,AOC
