Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
20-Dec-2025 10:00 AM,12-Jan-2026 11:00 AM,20-Dec-2025 10:00 AM,08-Jan-2026 05:00 PM,NA ,NA ,20-Dec-2025 10:00 AM,08-Jan-2026 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,CONSTRUCTION OF SCS OFFICE BUILDING AT BAGALPUR,CONSTRUCTION OF SCS OFFICE BUILDING AT BAGALPUR,Please refer Tender documents. ,NA ,"11,45,676",Civil Works - Others,NA ,Tender,90.0,180.0,KHALLIKOTE,761030.0,NA ,NA ,NA ,"BLOCK OFFICE, KHALLIKOTE",No ,No,"BLOCK DEVELOPMENT OFFICER, KHALLIKOTE","OFFICE OF THE PANCHAYAT SAMITI, KHALLIKOTE",1,DD - Demand Draft,"11,457",Yes,percentage,1.0%,"BDO, KHALLIKOTE","BDO, KHALLIKOTE",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Ganjam||KHALLIKOTE Block,KHA/DTCN/03/2025-26,2025_PRBKI_123518_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Offline,No,No,No,"6,000","BDO, KHALLIKOTE","BDO, KHALLIKOTE",No,AOC,"Block Development Officer, Khallikote",Internal,"Asst. Engineer, Section Officer, Asst. Executive Engineer, Block Finance Officer",DEBASHIS SAMAL,11-Mar-2026 04:14 PM,finsummary_572453.pdf (839.36 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Ganjam||KHALLIKOTE Block,2025_PRBKI_123518_5,KHA/DTCN/03/2025-26,CONSTRUCTION OF SCS OFFICE BUILDING AT BAGALPUR,1.0,3347818.0,SANTOSH KUMAR DALEI,INR,"1,145,676",Finance,Santosh Kumar Dalai selected as L/1 Bidder.,DEBASHIS SAMAL,27-Jan-2026 12:23 PM,finance_572453.pdf,BOQ Comparative Chart,1.0,3347520.0,CHITARANJAN SAHU,07-Jan-2026 12:59 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-DD & EMD Amount not submitted in Offline mode.,27-Jan-2026 12:23 PM,13-Mar-2026,"INR 1,145,676",180.0,DEBASHIS SAMAL,11-Mar-2026 04:43 PM,FinalstatementofDTCN03.pdf (839.00 KB),Lowest Rate quoted in the quotation.,"Block Development Officer, Khallikote",Internal,"Asst. Engineer, Section Officer, Asst. Executive Engineer, Block Finance Officer",DEBASHIS SAMAL,11-Mar-2026 03:40 PM,techsummary_572453.pdf (839.36 KB),AOC
,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,3346342.0,RANJIT SWAIN,06-Jan-2026 11:30 AM,Rejected-AOC,As per final comparative statement,11-Mar-2026 04:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3.0,3347818.0,SANTOSH KUMAR DALEI,07-Jan-2026 03:34 PM,Accepted-AOC,Selected as L1,11-Mar-2026 04:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,TD- Term Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
