Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
S/R to Sub-Register Qtr. Bonth for the Year 2025-26,Repairs of Buildings,"PAN,GST,RC and other relevant document as per DTCN ",NA ,"3,38,853",Civil Works - Buildings,NA ,Tender,90.0,30.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/O the Superintending Engineer, R.W.Division, Bha",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,TCN,1.0,ICICI BANK,Executive Engineer,"O/O the Superintending Engineer, R.W.Division, Bhadrak","3,389",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK,TCN 15 of 2025-26,2025_CERWI_122125_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,28-Nov-2025 02:35 PM,06-Dec-2025 11:00 AM,28-Nov-2025 02:35 PM,05-Dec-2025 04:00 PM,28-Nov-2025 02:35 PM ,05-Dec-2025 02:00 PM ,28-Nov-2025 02:35 PM,05-Dec-2025 04:00 PM,"2,000",0.0,Nil,Nil,No,AOC,Executive Engineer,Internal,,Ganesh Chandra Hembram,17-Mar-2026 06:57 PM,techsummary_567808.pdf (134.65 KB),Executive Engineer,Internal,,Ganesh Chandra Hembram,18-Mar-2026 02:01 PM,finsummary_567808.pdf (134.65 KB),Finance,Total 22 nos Bidder,Ganesh Chandra Hembram,06-Mar-2026 11:26 AM,finance_567808.pdf,BOQ Comparative Chart,1,3272234,Bhanumati Prusti,04-Dec-2025 02:03 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,18-Mar-2026 05:29 PM,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK,2025_CERWI_122125_17,TCN 15 of 2025-26,S/R to Sub-Register Qtr. Bonth for the Year 2025-26,1.0,3275989.0,PRASANTA KUMAR SAHU,INR,"288,059",18-Mar-2026,"INR 288,059",30.0,Ganesh Chandra Hembram,18-Mar-2026 05:29 PM,425.pdf (718.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3279868,Ganesh Chandra Bharati,04-Dec-2025 07:22 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,18-Mar-2026 05:29 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3280135,GITA RANI SAHOO,04-Dec-2025 11:26 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,18-Mar-2026 05:29 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3279000,Harish Chandra Behera,05-Dec-2025 10:08 AM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,18-Mar-2026 05:29 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3280292,HITESH KUMAR PRUSTY,04-Dec-2025 10:30 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,18-Mar-2026 05:29 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3274309,JANAKILATA SAHOO,03-Dec-2025 12:46 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,18-Mar-2026 05:29 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3275005,KALINGA GOURAV DAS,03-Dec-2025 03:01 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,18-Mar-2026 05:29 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3267323,MADHU SUDAN SAHOO,29-Nov-2025 08:55 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,18-Mar-2026 05:29 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3281716,Manoranjan Senapati,05-Dec-2025 01:56 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,18-Mar-2026 05:29 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3275989,PRASANTA KUMAR SAHU,03-Dec-2025 06:46 PM,Accepted-AOC,successful bidder selected through transparent lottery system.,18-Mar-2026 05:29 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,3279609,PRASANTA KUMAR SWAIN,04-Dec-2025 06:38 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,18-Mar-2026 05:29 PM,,,,,,,,,,,,,,,,AOC
