Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Fifteen Numbers of Bidder Participated,Bhagirathi Dash,13-Dec-2025 10:43 AM,,BOQ Comparative Chart,1,3290838,ASHOK KUMAR SAHOO,09-Dec-2025 07:56 AM,Rejected-Finance,Did not Win the Lottery,04-Mar-2026 01:57 PM,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION-KENDRAPARA,2025_CERWI_122124_15,RWD / KPD-10 of 2025-26,S/R to Aydurvedic Dispensary at Belarnugan in the District of Kendrapara for the year 2025-2026,1.0,3291177.0,SUBHASMITA BEHERA,INR,"359,903",04-Mar-2026,"INR 359,903",30.0,Bhagirathi Dash,04-Mar-2026 02:00 PM,59.pdf (181.00 KB),Successful Qualify Bidder,"Executive Engineer R.W.Division, Kendrapara",Internal,"D.A.O, Junior Engineer(Estimator",Bhagirathi Dash,04-Mar-2026 01:52 PM,techsummary_568059.pdf (372.02 KB),"Executive Engineer R.W.Division, Kendrapara",Internal,"D.A.O, Junior Engineer(Estimator",Bhagirathi Dash,04-Mar-2026 01:57 PM,finsummary_568059.pdf (372.02 KB),AOC,"4,300",Yes,fixed,,Nil,Nil,S/R to Aydurvedic Dispensary at Belarnugan in the District of Kendrapara for the year 2025-2026,Building Work,Please refer Tender documents. ,NA ,"4,23,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Kendrapara,754211.0,NA ,NA ,NA ,"Executive Engineer R.W. Division, Kendrapara",No ,No,"Executive Engineer R.W. Division, Kendrapara","Executive Engineer R.W. Division, Kendrapara",29-Nov-2025 12:00 PM,10-Dec-2025 11:00 AM,29-Nov-2025 12:00 PM,09-Dec-2025 05:00 PM,29-Nov-2025 12:00 PM ,08-Dec-2025 05:00 PM ,29-Nov-2025 12:00 PM,09-Dec-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, Affidavit and other documents as per DTCN","2,000",0.0,Nil,Nil,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION-KENDRAPARA,RWD / KPD-10 of 2025-26,2025_CERWI_122124_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,3269716,CHANDAN KUMAR DALAI,01-Dec-2025 02:22 PM,Rejected-Finance,Did not Win the Lottery,04-Mar-2026 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
,,,,,,3,3290430,DALILATA LENKA,08-Dec-2025 08:27 PM,Rejected-Finance,Did not Win the Lottery,04-Mar-2026 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3288421,GOURI SANKAR KAR,08-Dec-2025 01:43 PM,Rejected-Finance,Did not Win the Lottery,04-Mar-2026 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3290637,"M/S KALINGA ELECTRICALS AND CONSTRUCTION, PROP. SHAFAQUE JARIN",09-Dec-2025 09:15 AM,Rejected-Finance,Did not Win the Lottery,04-Mar-2026 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3290114,M/S Sudhir Kumar Behera,08-Dec-2025 07:22 PM,Rejected-Finance,Did not Win the Lottery,04-Mar-2026 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3285338,Pankaj Kumar Jena,07-Dec-2025 10:10 AM,Rejected-Finance,Did not Win the Lottery,04-Mar-2026 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3291834,PRAKASH MAJHI,09-Dec-2025 04:04 PM,Rejected-Finance,Did not Win the Lottery,04-Mar-2026 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3287207,Rajesh Kumar Das,08-Dec-2025 11:09 AM,Rejected-Finance,Did not Win the Lottery,04-Mar-2026 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3283619,ROJALINI SETHY,08-Dec-2025 10:35 AM,Rejected-Finance,Did not Win the Lottery,04-Mar-2026 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
