Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Superintending Engineer,Internal,"AEE,DAO, JE Estimator",Pratima Naik,13-Feb-2026 04:16 PM,techsummary_576612.pdf (25.84 KB),27-Feb-2026,"INR 714,453",30.0,Ashish Kumar Lenka,05-Mar-2026 03:43 PM,994.pdf (905.00 KB),Work order for the work Special Repair to Tahasil office at Laikera in the district of Jharsuguda for the year2025-26,1,3373684,AMIT KUMAR SHARMA,30-Jan-2026 12:04 PM,Rejected-AOC,Unsuccessful,05-Mar-2026 03:43 PM,Finance,Accept,Pratima Naik,05-Feb-2026 11:18 AM,,BOQ Comparative Chart,1.0,3373923.0,SANTOSH KUMAR PADHI,INR,"714,453",CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Jharsuguda,2026_CERWI_124782_1,Online SEJSG 14 of 2025-26,Special Repair to Tahasil office at Laikera in the district of Jharsuguda for the year2025-26,Superintending Engineer,Internal,"AEE, DAO, JE Estimator",Pratima Naik,13-Feb-2026 04:45 PM,finsummary_576612.pdf (25.84 KB),AOC,Divisional Officer,"RURAL WORKS DIVISION, JHARSUGUDA",1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, PAN,GSTN No. EMD, Affidavit Online Cost of tender paper etc. as per DTCN",Special Repair to Tahasil office at Laikera in the district of Jharsuguda for the year2025-26,Special Repair to Tahasil office at Laikera in the district of Jharsuguda for the year2025-26,NA ,NA ,"8,40,434",Civil Works - Buildings,NA ,Tender,90.0,30.0,Jharsuguda,768204.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, JHARSUGUDA",No ,No,19-Jan-2026 03:00 PM,31-Jan-2026 11:00 AM,19-Jan-2026 03:00 PM,30-Jan-2026 05:00 PM,19-Jan-2026 03:00 PM ,28-Jan-2026 05:00 PM ,19-Jan-2026 03:00 PM,30-Jan-2026 05:00 PM,"8,404",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Jharsuguda,Online SEJSG 14 of 2025-26,2026_CERWI_124782_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,2,3373215,Ananda Kumar Sharma,30-Jan-2026 03:24 PM,Rejected-AOC,Unsuccessful,05-Mar-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3373451,Binata Pandey,30-Jan-2026 10:57 AM,Rejected-Technical,Reject,13-Feb-2026 04:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3374242,BIRENDRA SAHU,30-Jan-2026 02:35 PM,Rejected-AOC,Unsuccessful,05-Mar-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3373735,KRISHNA KUMAR SINHA,30-Jan-2026 12:54 PM,Rejected-AOC,Unsuccessful,05-Mar-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3374055,MAA CONSTRUCTION,30-Jan-2026 01:44 PM,Rejected-AOC,Unsuccessful,05-Mar-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3374295,PRATIK CONSTRUCTION,30-Jan-2026 02:55 PM,Rejected-AOC,Unsuccessful,05-Mar-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3374440,RAMESH CHANDRA NAIK,30-Jan-2026 03:47 PM,Rejected-AOC,Unsuccessful,05-Mar-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3374398,SANJULATA NAIK,30-Jan-2026 03:27 PM,Rejected-AOC,Unsuccessful,05-Mar-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3373923,SANTOSH KUMAR PADHI,30-Jan-2026 01:13 PM,Accepted-AOC,Successful,05-Mar-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
