S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Corrigendum for Technical BID,Technical Bid,,"2,161",Yes,percentage,1.0%,Nil,Nil,"Executive Officer, Nilgiri NAC","Nilgiri NAC, Nilgiri, Balasore, 756040",Municipal Bodies||Nilgiri NAC,NLGN_06-MSBY/2025-26,2026_ORULB_125660_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,07-Feb-2026 10:00 AM,17-Feb-2026 11:00 AM,07-Feb-2026 10:00 AM,13-Feb-2026 05:00 PM,NA ,NA ,07-Feb-2026 10:00 AM,13-Feb-2026 05:00 PM,"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN and as per DTCN",Development and maintenance of Covered Drain in different places of W.No.06 under Nilgiri NAC.,Development and maintenance of Covered Drain in different places of W.No.06 under Nilgiri NAC.,Please refer Tender documents. ,NA ,"2,16,073",Civil Works - Others,NA ,Tender,180.0,NA ,Nilgiri NAC,756040.0,NA ,NA ,NA ,O/O Nilgiri NAC,No ,No,1.0,ICICI BANK,AOC,"Chairman, Nilgiri NAC",Internal,,Ansuman Parida,23-Mar-2026 02:48 PM,finsummary_579832.pdf (441.69 KB),"Chairman, Nilgiri NAC",Internal,,Ansuman Parida,23-Feb-2026 12:42 PM,techsummary_579832.pdf (441.69 KB),23-Mar-2026,"INR 216,037",30.0,Ansuman Parida,23-Mar-2026 02:52 PM,WO16.pdf (263.00 KB),1,3394126,ASHOK KUMAR MOHAPATRA,12-Feb-2026 08:14 PM,Rejected-AOC,L8,23-Mar-2026 02:52 PM,Municipal Bodies||Nilgiri NAC,2026_ORULB_125660_16,NLGN_06-MSBY/2025-26,Development and maintenance of Covered Drain in different places of W.No.06 under Nilgiri NAC.,1.0,3394297.0,SRI SUKANTA KUMAR MOHAPATRA,INR,"216,037",Finance,All Contractors have quoted SOR and accepted,Ansuman Parida,21-Feb-2026 03:35 PM,finance_579832.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,2,3395058,DHARAMJIT NAYAK,13-Feb-2026 03:24 PM,Rejected-AOC,L12,23-Mar-2026 02:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3394383,HARISH CHANDRA RAY,12-Feb-2026 11:08 PM,Rejected-AOC,L9,23-Mar-2026 02:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3394396,KANCHAN MOHAPATRA,12-Feb-2026 11:33 PM,Rejected-AOC,L10,23-Mar-2026 02:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3393561,M/S UDAYA JYOTI MOHANTY,12-Feb-2026 09:24 PM,Rejected-AOC,L5,23-Mar-2026 02:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3393205,NILAMBAR MOHAPATRA,12-Feb-2026 08:10 AM,Rejected-AOC,L4,23-Mar-2026 02:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3394323,PARTHASARATHI NAYAK,12-Feb-2026 10:09 PM,Rejected-AOC,L10,23-Mar-2026 02:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3394581,RABINDRA NATH PARIDA,13-Feb-2026 01:11 PM,Rejected-AOC,L11,23-Mar-2026 02:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3393596,RAMAKRUSHNA MOHAPATRA,12-Feb-2026 05:55 PM,Rejected-AOC,L2,23-Mar-2026 02:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3393050,SHATRUGHNA PRUSHTI,11-Feb-2026 10:40 PM,Rejected-AOC,L3,23-Mar-2026 02:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,3393778,SITARAM PATRA,12-Feb-2026 03:37 PM,Rejected-AOC,L7,23-Mar-2026 02:52 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,12,3394297,SRI SUKANTA KUMAR MOHAPATRA,12-Feb-2026 10:17 PM,Accepted-AOC,L1,23-Mar-2026 02:52 PM,,,,,,,,,,,,,,,,AOC
