Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
O/o oF SE Mechanical Division Ambaguda,O/o oF SE Mechanical Division Ambaguda,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,SE/MDA-04(2)/2025-26,2025_CEMWR_122877_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,ESI,EPF AND ALL OTHER DOCUMENTS AS PEr DTCN","Fabrication, Supply and Erection of Gate and Hoist of Kelubadi Check Dam of Narayanpatna Block Under Minor Irrigation Division, Jeypore","Fabrication, Supply and Erection of Gate and Hoist of Kelubadi Check Dam of Narayanpatna Block Under Minor Irrigation Division, Jeypore",Please Refer tender Document ,NA ,,Mechanical Works,NA ,Tender,90.0,30.0,jeypore,764014.0,NA ,NA ,NA ,O/o oF SE Mechanical Division Ambaguda,No ,No,11-Dec-2025 03:00 PM,26-Dec-2025 12:00 PM,11-Dec-2025 03:00 PM,24-Dec-2025 05:30 PM,11-Dec-2025 03:00 PM ,24-Dec-2025 05:30 PM ,11-Dec-2025 03:00 PM,24-Dec-2025 05:30 PM,1.0,ICICI BANK,"5,800",No,fixed,,Nil,Nil,AOC,05-Mar-2026,"INR 492,305.94",30.0,SANJAYA KUMAR NAYAK,05-Mar-2026 05:49 PM,72.pdf (1359.00 KB),1,3309778,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",17-Dec-2025 12:06 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:02 PM,Sanjay Ku Nayak,Internal,,SANJAYA KUMAR NAYAK,05-Mar-2026 01:06 PM,techsummary_570725.pdf (685.82 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,2025_CEMWR_122877_1,SE/MDA-04(2)/2025-26,"Fabrication, Supply and Erection of Gate and Hoist of Kelubadi Check Dam of Narayanpatna Block Under Minor Irrigation Division, Jeypore",Sanjay Ku Nayak,Internal,,SANJAYA KUMAR NAYAK,05-Mar-2026 05:02 PM,finsummary_570725.pdf (685.82 KB),Finance,BOS,SONIYA MAJUMDAR,12-Feb-2026 01:38 PM,,BOQ Comparative Chart,1.0,3306039.0,M/S SAIKRUPA ENTERPRISERS (PROP.UMESH CHANDRA SWAIN),INR,"492,305.94",AOC
,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,2,3322410,BANASHREE BHUYAN,24-Dec-2025 01:22 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3302377,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,24-Dec-2025 11:08 AM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3302366,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,24-Dec-2025 11:01 AM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3325896,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,24-Dec-2025 01:28 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3325153,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,24-Dec-2025 10:13 AM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3325138,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",24-Dec-2025 09:56 AM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3306039,M/S SAIKRUPA ENTERPRISERS (PROP.UMESH CHANDRA SWAIN),22-Dec-2025 06:02 PM,Accepted-AOC,WinnerIn Transparent Lottery process,05-Mar-2026 05:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3313268,M/S SHREE INDUSTRIES,19-Dec-2025 01:11 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3324937,NEELAMADHAB ENGINEERING WORKS,23-Dec-2025 05:16 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
