Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"6,000",0.0,Nil,Nil,No,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-50/2025-26 Dt. 02.12.2025,2025_ORULB_122487_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of all documents,04-Dec-2025 11:00 AM,15-Dec-2025 03:30 PM,04-Dec-2025 11:00 AM,15-Dec-2025 03:00 PM,04-Dec-2025 11:00 AM ,09-Dec-2025 01:30 PM ,04-Dec-2025 11:00 AM,15-Dec-2025 03:00 PM,Construction of drain Beside Forest Park in Ward No.40,Construction of drain Beside Forest Park in Ward No.40,Please refer Tender documents. ,NA ,"33,89,731",Civil Works - Others,NA ,Tender,120.0,75.0,BMC Area,751022.0,"Office Chamber of EE Central Tender Cell,BMC ","UG Floor,Office Chamber of EE Central Tender Cell,BMC ",09-Dec-2025 04:00 PM ,"Central Tender Cell,BMC",No ,No,1.0,ICICI BANK,Executive Engineer (Central Tender Cell),"Central Tender Cell,ICOMC Tower,BMC","33,900",Yes,fixed,,Nil,Nil,AOC,City Engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,EEDIVISIONIII,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,23-Mar-2026 11:54 AM,techsummary_569131.pdf (3611.36 KB),City Engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,EEDIVISIONIII,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,23-Mar-2026 12:01 PM,finsummary_569131.pdf (5752.12 KB),Finance,25 bids opened successfully,Taras Marandi,15-Dec-2025 06:06 PM,finance_569131.pdf,BOQ Comparative Chart,23-Mar-2026,"INR 3,400,300",75.0,Lipsa Parida,23-Mar-2026 12:05 PM,WO_50_19.pdf (244.00 KB),1.0,3301676.0,RAJESH KUMAR MOHANTY,INR,"3,400,300",Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_122487_19,BMC-EE-Tender Cell-50/2025-26 Dt. 02.12.2025,Construction of drain Beside Forest Park in Ward No.40,1,3294357,AJAYA KUMAR JENA,11-Dec-2025 11:20 PM,Rejected-Finance,Rejected,23-Mar-2026 12:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3302040,BISWARANJAN KUNDU,15-Dec-2025 01:10 AM,Rejected-Finance,Rejected,23-Mar-2026 12:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3298087,DEBI PRASAD DAS,12-Dec-2025 04:03 PM,Rejected-Finance,Rejected,23-Mar-2026 12:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3293177,GATIKRUSHNA SAHOO,10-Dec-2025 01:58 PM,Rejected-Finance,Rejected,23-Mar-2026 12:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3290951,GYANA RANJAN PATRA,13-Dec-2025 12:09 PM,Rejected-Finance,Rejected,23-Mar-2026 12:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3286914,JYOTIPRAVA PATTNAIK,13-Dec-2025 08:07 AM,Rejected-Finance,Rejected,23-Mar-2026 12:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3297590,KABITA MALLICK,15-Dec-2025 02:40 PM,Rejected-Finance,Rejected,23-Mar-2026 12:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3297093,LAXMIDHAR NAYAK,12-Dec-2025 12:09 PM,Rejected-Finance,Rejected,23-Mar-2026 12:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3299347,M/S OMM SAI ASSOCIATES,13-Dec-2025 12:54 PM,Rejected-Finance,Rejected,23-Mar-2026 12:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3300726,NABIN KUMAR JENA,15-Dec-2025 02:38 PM,Rejected-Finance,Rejected,23-Mar-2026 12:01 PM,AOC
