Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Municipal Bodies||Kuchinda NAC,KCDA/NAC-9/2025-26,2026_ORULB_126404_32,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE OFFICER,"At/Po/Ps-Kuchinda,Dist-Sambalpur,Odisha","Laying of drain Cover slab drain from saida chowk to sunil bagh House,indra bagh House to Main road and Jagannath Mandir to Chandrabhanu Pruseth House W.N-10,NAC Kuchinda","Laying of drain Cover slab drain from saida chowk to sunil bagh House,indra bagh House to Main road and Jagannath Mandir to Chandrabhanu Pruseth House W.N-10,NAC Kuchinda",As per DTCN ,NA ,"12,11,450",Civil Works - Others,NA ,Tender,90.0,60.0,Ward No-10 NAC Kuchinda,768222.0,NA ,NA ,NA ,OFFICE OF THE NAC KUCHINDA,No ,No,23-Feb-2026 10:00 AM,06-Mar-2026 10:00 AM,23-Feb-2026 10:00 AM,05-Mar-2026 05:30 PM,23-Feb-2026 10:00 AM ,05-Mar-2026 05:30 PM ,23-Feb-2026 10:00 AM,05-Mar-2026 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"12,115",Yes,percentage,1.0%,Nil,Nil,AOC,Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa, Nilamadhab Nag,Manaranjan Suna",Barun Kumar Sa,24-Mar-2026 01:31 PM,techsummary_582375.pdf (633.47 KB),Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa, Nilamadhab Nag,Manaranjan Suna",Barun Kumar Sa,25-Mar-2026 04:40 PM,finsummary_582375.pdf (629.69 KB),Finance,Admitted,Nilamadhab Nag,09-Mar-2026 01:00 PM,finance_582375.pdf,BOQ Comparative Chart,25-Mar-2026,"INR 1,211,450.25",60.0,Barun Kumar Sa,25-Mar-2026 04:59 PM,32.pdf (462.00 KB),Work Order Issued,1.0,3417899.0,KAPILASH NAYAK,INR,"1,211,450.25",Municipal Bodies||Kuchinda NAC,2026_ORULB_126404_32,KCDA/NAC-9/2025-26,"Laying of drain Cover slab drain from saida chowk to sunil bagh House,indra bagh House to Main road and Jagannath Mandir to Chandrabhanu Pruseth House W.N-10,NAC Kuchinda",1,3417311,AMIT AGRAWAL,03-Mar-2026 12:13 PM,Rejected-AOC,Rejected,25-Mar-2026 04:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3418375,AMIT PRATAP SINGH,05-Mar-2026 02:33 AM,Rejected-AOC,Rejected,25-Mar-2026 04:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3419163,ATISH KUMAR AGARWAL,05-Mar-2026 04:08 PM,Rejected-AOC,Rejected,25-Mar-2026 04:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3419014,BISHAL AGRAWAL,05-Mar-2026 12:55 AM,Rejected-AOC,Rejected,25-Mar-2026 04:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3419084,GOBINDA SAHOO,05-Mar-2026 08:02 AM,Rejected-AOC,Rejected,25-Mar-2026 04:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3418565,GOVIND MEHER,04-Mar-2026 08:03 PM,Rejected-AOC,Rejected,25-Mar-2026 04:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3417899,KAPILASH NAYAK,03-Mar-2026 06:06 PM,Accepted-AOC,Awarded through lottery system,25-Mar-2026 04:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3419257,LAXMI AGRAWAL,05-Mar-2026 11:42 AM,Rejected-AOC,Rejected,25-Mar-2026 04:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3418211,ROHIT AGRAWAL,04-Mar-2026 02:12 PM,Rejected-AOC,Rejected,25-Mar-2026 04:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3417354,SUJIT KUMAR AGARWAL,04-Mar-2026 03:48 AM,Rejected-AOC,Rejected,25-Mar-2026 04:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3417833,UMESH CHANDRA MAHANANDA,03-Mar-2026 07:27 PM,Rejected-AOC,Rejected,25-Mar-2026 04:59 PM,AOC
