Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Const of one side drain and CC Road at Raghupati Nagar 2nd line in W.N-4,Const of one side drain and CC Road at Raghupati Nagar 2nd line in W.N-4,Please refer tender documents ,NA ,"17,18,401",Civil Works - Others,NA ,Tender,120.0,90.0,"Berhampur Municipal Corporation, Berhampur",760002.0,NA ,NA ,NA ,Berhampur Municipal Corporation,No ,No,09-Oct-2024 03:00 PM,25-Oct-2024 11:30 AM,09-Oct-2024 03:00 PM,24-Oct-2024 05:00 PM,09-Oct-2024 03:00 PM ,15-Oct-2024 02:00 PM ,09-Oct-2024 03:00 PM,24-Oct-2024 05:00 PM,"7,080",0.0,Nil,Nil,No,"Commissioner,","Berhampur Municipal Corporation, Berhampur",1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GST, AFFIDAVIT, BID COST, EMD AND REGISTRATION ETC AS PER DTCN",Municipal Bodies||Brahmapur Municipal Corporation,BeMC (BAM)/ 298/ 2024-2025,2024_ORULB_105443_38,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"17,184",Yes,fixed,,Nil,Nil,AOC,Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Susanta Dung Dung,07-Mar-2026 05:15 PM,finsummary_508610.pdf (1076.27 KB),Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Susanta Dung Dung,07-Mar-2026 05:13 PM,techsummary_508610.pdf (1076.68 KB),07-Mar-2026,"INR 1,769,948",90.0,Susanta Dung Dung,07-Mar-2026 05:19 PM,298_38_1.pdf (749.00 KB),As per estimated rate,1,2584544,JAGANNATH KAR,24-Oct-2024 10:40 AM,Accepted-AOC,Accepted,07-Mar-2026 05:19 PM,1.0,2584544.0,JAGANNATH KAR,INR,"1,769,948",Municipal Bodies||Brahmapur Municipal Corporation,2024_ORULB_105443_38,BeMC (BAM)/ 298/ 2024-2025,Const of one side drain and CC Road at Raghupati Nagar 2nd line in W.N-4,Finance,Admitted,Sanjukta Kumari Raipatro,28-Oct-2024 06:45 PM,finance_508610.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2584768,SAROJ KUMAR SAHU,19-Oct-2024 07:27 PM,Rejected-Finance,Rejected,07-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,AOC
