S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, GSTIN, EMD, PAN, Affidavit,correctness and No relation certificate","S.E, R.W.Division, Cuttack","At-REO Colony, P.O.-Nayabazar, Dist.-Cuttack, Pin-753004",S/R to R.I. Office at Hirapur for the year 2025-26,S/R to R.I. Office at Hirapur for the year 2025-26,Refer tender documents ,NA ,"12,60,997",Civil Works - Buildings,NA ,Tender,90.0,60.0,"S.E, R.W.Division, Cuttack",753004.0,NA ,NA ,NA ,"O/o the S.E, R.W.Division, Cuttack",No ,No,11-Jun-2026 01:56 PM,10-Nov-2025 11:00 AM,30-Oct-2025 12:00 PM,07-Nov-2025 05:00 PM,30-Oct-2025 12:00 PM ,06-Nov-2025 05:00 PM ,30-Oct-2025 12:00 PM,07-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,"12,610",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,RWD CTC-09/2025-26,2025_CERWI_120207_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Superintendig Engineer,Internal,"DAO, AE Estimator",Sudhakar Naik,02-Mar-2026 04:37 PM,finsummary_559930.pdf (1773.85 KB),Superintendig Engineer,Internal,"DAO, Ae Estimator",Sudhakar Naik,02-Mar-2026 04:32 PM,techsummary_559930.pdf (1773.85 KB),02-Mar-2026,"INR 1,071,973.59",60.0,Sudhakar Naik,02-Mar-2026 04:42 PM,wo.pdf (650.00 KB),Awarded,1,3182776,DIPTI PRAKASH MUDULI,06-Nov-2025 07:20 PM,Rejected-Finance,Not Selected in Lottery,02-Mar-2026 04:37 PM,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,2025_CERWI_120207_15,RWD CTC-09/2025-26,S/R to R.I. Office at Hirapur for the year 2025-26,1.0,3192688.0,DURGA CHARAN BHUYAN,INR,"1,071,973.59",Finance,Downloaded,Sudhakar Naik,25-Feb-2026 12:16 PM,finance_559930.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,3192688,DURGA CHARAN BHUYAN,07-Nov-2025 01:03 PM,Accepted-AOC,Awarded,02-Mar-2026 04:42 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3191377,NARENDRA BEHERA,06-Nov-2025 09:18 PM,Rejected-Finance,Not Selected in Lottery,02-Mar-2026 04:37 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3189432,RABINDRA CHHATOI,06-Nov-2025 03:14 PM,Rejected-Finance,Not Selected in Lottery,02-Mar-2026 04:37 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,3190113,SAMARJEET SWAIN,07-Nov-2025 09:36 AM,Rejected-Finance,Not Selected in Lottery,02-Mar-2026 04:37 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,3191284,SARAT CHANDRA MOHARANA,07-Nov-2025 11:19 AM,Rejected-Finance,Not Selected in Lottery,02-Mar-2026 04:37 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,3191367,SRI PRADYUMNA KUMAR ROUT,07-Nov-2025 11:28 AM,Rejected-Finance,Not Selected in Lottery,02-Mar-2026 04:37 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,3188411,SRIRAM SUNAMAHJI,06-Nov-2025 12:48 PM,Rejected-Finance,Not Selected in Lottery,02-Mar-2026 04:37 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,3186690,SURENDRA NATH ROUT,05-Nov-2025 10:36 PM,Rejected-Finance,Not Selected in Lottery,02-Mar-2026 04:37 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,3181277,UMAKANTA SAHOO,04-Nov-2025 04:05 PM,Rejected-Finance,Not Selected in Lottery,02-Mar-2026 04:37 PM,,,,,,,,,,,,,,,,AOC
