Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,000",0.0,Nil,Nil,No,Executive Engineer,"O/O the Executive Engineer, Rural Works Division, Rayagada near Hathipathar road, Raniguda Farm",1.0,ICICI BANK,"4,200",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Affidavit GSTIN PAN RC and other papers as per DTCN,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-RAYAGADA,EERWRGD Online 17 2025 26,2026_CERWI_125346_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Repair to R I Office Cum Residence Building at Pitamahal in the district of Rayagada for the year 2025-26,Repair to R I Office Cum Residence Building at Pitamahal in the district of Rayagada for the year 2025-26,NA ,NA ,"4,20,000",Civil Works - Buildings,NA ,Tender,90.0,15.0,Rayagada,765001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, RAYAGADA",No ,No,02-Feb-2026 10:00 AM,09-Feb-2026 11:00 AM,02-Feb-2026 10:00 AM,07-Feb-2026 05:00 PM,02-Feb-2026 10:00 AM ,06-Feb-2026 05:00 PM ,02-Feb-2026 10:00 AM,07-Feb-2026 05:00 PM,AOC,"Junior Engineer (Estimator), DAO, Executive Engineer",Internal,,Prasanna Kumar Pattanaik,28-Mar-2026 11:39 AM,finsummary_578702.pdf (985.77 KB),CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-RAYAGADA,2026_CERWI_125346_1,EERWRGD Online 17 2025 26,Repair to R I Office Cum Residence Building at Pitamahal in the district of Rayagada for the year 2025-26,1.0,3382105.0,ANAM NAIK,INR,"356,931.938",Finance,Bid opening Summary,Sujata Hembram,09-Feb-2026 04:39 PM,,BOQ Comparative Chart,1,3384168,AJAYA KUMAR RATH,06-Feb-2026 07:10 PM,Rejected-AOC,2nd LOWEST,28-Mar-2026 11:49 AM,28-Mar-2026,"INR 356,931.938",15.0,Prasanna Kumar Pattanaik,28-Mar-2026 11:49 AM,WORKORDERRIOFFICEBLDGPITAMAHAL.pdf (296.00 KB),Executive Engineer,Internal,,Prasanna Kumar Pattanaik,27-Mar-2026 01:17 PM,techsummary_578702.pdf (985.77 KB),AOC
,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3382105,ANAM NAIK,05-Feb-2026 01:53 PM,Accepted-AOC,AS PER LOTTER WINER,28-Mar-2026 11:49 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3381558,ASHOK NAIR,05-Feb-2026 11:42 AM,Rejected-AOC,2nd LOWEST,28-Mar-2026 11:49 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3380199,BASUDEV RAO SAMAL,06-Feb-2026 04:46 PM,Rejected-AOC,2nd LOWEST,28-Mar-2026 11:49 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3383966,BIKRAM HIAL,06-Feb-2026 03:53 PM,Rejected-AOC,2nd LOWEST,28-Mar-2026 11:49 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3384338,DILIP KUMAR RAY,06-Feb-2026 10:44 PM,Rejected-AOC,2nd LOWEST,28-Mar-2026 11:49 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3384091,DILLIP NAIK,06-Feb-2026 05:48 PM,Rejected-AOC,2nd LOWEST,28-Mar-2026 11:49 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3384028,GUNTAMUKALA GOWRI SANKAR RAO,06-Feb-2026 04:37 PM,Rejected-AOC,2nd LOWEST,28-Mar-2026 11:49 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3384926,KAMALAKANTA PHULAKIA,07-Feb-2026 03:17 PM,Rejected-AOC,2nd LOWEST,28-Mar-2026 11:49 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3381622,MINAKETAN MOHAPATRA,05-Feb-2026 01:34 PM,Rejected-AOC,2nd LOWEST,28-Mar-2026 11:49 AM,,,,,,,,,,,,,AOC
