Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
PKG30,Revival and restoration of Payajhari RL under Dasarathpur Block in Jajpur District,Please refer to the DTCN ,NA ,"9,47,929",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,90.0,Jajpur Road,755019.0,NA ,NA ,NA ,"O/O Executive Engineer, L.I.Division, Jajpur Road",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Civil, Electrical license, Rig documents,Joint venture, Affidavit,EMD,Paper cost as pkg require","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",1278_OLIC_18_07_25,2025_OLIC_116177_30,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"4,720",0.0,Nil,Nil,Yes,1.0,ICICI BANK,29-Jul-2025 03:00 PM,06-Aug-2025 11:00 AM,29-Jul-2025 03:00 PM,05-Aug-2025 05:00 PM,29-Jul-2025 03:00 PM ,04-Aug-2025 05:00 PM ,29-Jul-2025 03:00 PM,05-Aug-2025 05:00 PM,18-Nov-2025 03:30 PM,"9,479",Yes,percentage,1.0%,Nil,Nil,"Executive Engineer, L.I.Division, Jajpur Road","O/O Executive Engineer, L.I.Division, Jajpur Road",AOC,1,3022473,ANIL KUMAR SAMANTARAY,04-Aug-2025 02:09 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 06:18 PM,15-Dec-2025,"INR 950,885",90.0,AJAYA KUMAR MISHRA,01-Mar-2026 05:21 PM,PKG30.pdf (43.00 KB),Revival and restoration of Payajhari RL under Dasarathpur Block,Ajaya Kumar Mishra,Internal,Purusottam Vishwakarma and Saroj Kumar Mohanty,AJAYA KUMAR MISHRA,18-Nov-2025 03:21 PM,18-Nov-2025 03:30 PM,techsummary_547788.pdf (31.43 KB),Finance,Opened Successfully,PURUSOTTAM VISHWAKARMA,24-Nov-2025 04:15 PM,finance_547788.pdf,BOQ Comparative Chart,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",2025_OLIC_116177_30,1278_OLIC_18_07_25,PKG30,Technical,Opened Successfully,PURUSOTTAM VISHWAKARMA,13-Aug-2025 05:34 PM,technical_547788.pdf,Ajaya Kumar Mishra,Internal,Purusottam Vishwakarma and Saroj Kumar Mohanty,AJAYA KUMAR MISHRA,08-Dec-2025 06:18 PM,finsummary_547788.pdf (43.15 KB),1.0,3021956.0,CHITTARANJAN SAMAL,INR,"950,885",AOC
,,,,,,,,,,,,,,,,,,,,.pdf,DTCN should be filled in capital letter,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,AOC,2,3021956,CHITTARANJAN SAMAL,02-Aug-2025 09:16 PM,Accepted-AOC,Being L1 Accepted the bid,01-Mar-2026 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bills of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3024322,Golekha Bihari Aich,05-Aug-2025 11:54 AM,Rejected-Finance,Lost of the lottery,08-Dec-2025 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3024023,JAGDEV PANDA,05-Aug-2025 01:10 AM,Rejected-Finance,Lost of the lottery,08-Dec-2025 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3024328,KABITA PRUSTI,05-Aug-2025 11:59 AM,Rejected-Finance,Lost of the lottery,08-Dec-2025 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3021889,M/S BARUNESWAR TRADERS,02-Aug-2025 08:00 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3023712,PRABHAT KUMAR MOHANTY,04-Aug-2025 07:24 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3023124,SANGITA ROUT,04-Aug-2025 01:59 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3024042,SARITA DAS,05-Aug-2025 12:11 PM,Rejected-AOC,Being l2 and L1 accepted the bid,01-Mar-2026 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3020736,SASMITA SAHOO,03-Aug-2025 06:33 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3023196,SHASHIKANTA MALIK,04-Aug-2025 02:33 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
