Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
OPEPA Bhubaneswar||Samagra Shiksha Rayagada,SSRGD-01 2025-26,2025_OPEPA_120903_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,"15,300",Yes,fixed,,Nil,Nil,"DEO-Cum-DPC,Rayagada","DEO-cum-DPC, Samagra Sikhshya, Near DHH, Rayagada 765001",Additional Class Room building at NALACHUAN P.S.under KASHIPURBlock,Additional Class Room building framed str at NALACHUAN P.S.under KASHIPURBlock,Please refer Tender documents. ,In house monitoring ,"15,28,057",Civil Works - Buildings,NA ,Tender,120.0,120.0,NALACHUAN P.S.under KASHIPURBlock,765015.0,NA ,NA ,NA ,Office of DPC Rayagada,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN,PAN,Contractor RC,Affidavit,Undertakings,EMD, Fee details and any other documents as per DTCN",07-Nov-2025 06:00 PM,21-Nov-2025 11:00 AM,07-Nov-2025 06:00 PM,20-Nov-2025 05:00 PM,NA ,NA ,07-Nov-2025 06:00 PM,20-Nov-2025 05:00 PM,1,ICICI BANK,AOC,"District Education Officer-cum-DPC, SS, Rayagada",Internal,"STC, SS, RAYAGADA, AO, BLOCK DEV. OFFICE, KOLNORA, FC, SS, RAYAGADA, TC, SS, K.SINGPUR, RAMANAGUDA AND PADMAPUR BLOCKS",Ramachandra Nahak,13-Feb-2026 05:41 PM,techsummary_562684.pdf (2546.06 KB),"District Education Officer-cum-DPC, SS, Rayagada",Internal,"STC, SS, RAYAGADA, AO, BLOCK DEV. OFFICE, KOLNORA, FC, SS, RAYAGADA, TC, SS, K.SINGPUR, RAMANAGUDA AND PADMAPUR BLOCKS",Ramachandra Nahak,13-Feb-2026 06:19 PM,finsummary_562684.pdf (2546.06 KB),Finance,"Bid opened for the construction of ACR building at NALACHUAN PS on 28.11.2025 in presence of Committee, however the process has been completed after due finalisation.",Sanjeeb Kumar Padhy,11-Dec-2025 11:55 AM,finance_562684.pdf,BOQ Comparative Chart,1,3218531,ABHI KANDHAPANI,17-Nov-2025 11:50 AM,Rejected-Finance,Higher then L1 rate,13-Feb-2026 06:19 PM,OPEPA Bhubaneswar||Samagra Shiksha Rayagada,2025_OPEPA_120903_19,SSRGD-01 2025-26,Additional Class Room building at NALACHUAN P.S.under KASHIPURBlock,1.0,3238135.0,DAMBARUDHAR NAIK,INR,"1,299,000.93",30-Mar-2026,"INR 1,299,000.93",120.0,Sanjeeb Kumar Padhy,30-Mar-2026 05:36 PM,NALACHUANWO.pdf (585.00 KB),The contract for construction of ACR Building is awarded to the L1 Bidder at the accepted contract value,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,2,3238135,DAMBARUDHAR NAIK,19-Nov-2025 02:05 PM,Accepted-AOC,The contract for construction of ACR Building is awarded to the L1 Bidder at the accepted contract value,30-Mar-2026 05:36 PM,,,,,,,,,,,,,,,,,AOC
