Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
11-Dec-2025 06:50 PM,23-Dec-2025 11:00 AM,11-Dec-2025 06:50 PM,22-Dec-2025 05:30 PM,11-Dec-2025 06:50 PM ,22-Dec-2025 05:30 PM ,11-Dec-2025 06:50 PM,22-Dec-2025 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN.pdfBOQ.xlsvalidPANGSTContractorlicenceetcasDTCN,"2,000",0.0,Nil,Nil,No,Executive Engineer,"RURAL WORKS DIVISION, NAYAGARH",1.0,CORRIGENDUM,Other,,"4,232",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH72526,2025_CERWI_123056_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,S/R to R.W. Sub- Division office building at Nayagarh for the year 2025-26,S/R to R.W. Sub- Division office building at Nayagarh for the year 2025-26,NA ,NA ,"4,23,156",Civil Works - Buildings,NA ,Tender,90.0,60.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,1.0,ICICI BANK,AOC,12-Mar-2026,"INR 359,725",60.0,Sasmita Munduri,12-Mar-2026 11:18 AM,1424.pdf (448.00 KB),207P1 OF 2025-26,1,3322708,AKSHAY KUMAR MANGARAJ,22-Dec-2025 04:05 PM,Accepted-AOC,AOC,12-Mar-2026 11:18 AM,EE,Internal,"EE, DAO AND ESTIMATOR",Sasmita Munduri,12-Mar-2026 11:09 AM,techsummary_571347.pdf (4233.06 KB),EE,Internal,"EE, DAO AND ESTIMATOR",Sasmita Munduri,12-Mar-2026 11:13 AM,finsummary_571347.pdf (4233.06 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2025_CERWI_123056_1,TENDERONLINEDNAYAGARH72526,S/R to R.W. Sub- Division office building at Nayagarh for the year 2025-26,1.0,3322708.0,AKSHAY KUMAR MANGARAJ,INR,"359,725",Finance,Technical Evaluation Committee,Sasmita Munduri,12-Mar-2026 11:05 AM,finance_571347.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,2,3319333,ANANDA KUMAR PANDA,20-Dec-2025 02:28 PM,Rejected-AOC,L1,12-Mar-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3320894,BASANTA KUMAR SAHOO,21-Dec-2025 06:55 PM,Rejected-AOC,L1,12-Mar-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3318479,BASANTI SWAIN,21-Dec-2025 04:05 PM,Rejected-AOC,L1,12-Mar-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3309770,Bidyadhar Barad,16-Dec-2025 09:56 PM,Rejected-AOC,L1,12-Mar-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3313452,BIKRAM PRADHAN,19-Dec-2025 01:55 PM,Rejected-AOC,L1,12-Mar-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3319716,BIPIN KUMAR NAYAK,21-Dec-2025 05:48 PM,Rejected-AOC,L1,12-Mar-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3319613,DEBASIS PAIKERA,22-Dec-2025 01:02 PM,Rejected-AOC,L1,12-Mar-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3321698,ELISA NAYAK,22-Dec-2025 04:35 PM,Rejected-AOC,L1,12-Mar-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3319780,GAYATRI PANDA,20-Dec-2025 06:37 PM,Rejected-AOC,L1,12-Mar-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
