S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"S.R such as Renewal Coat of Cheligada- Ramagiri road (ODR) from 3.30 to 4.00, 4.20 to 4.80, 6.00 to 7.00, 8.40 to 8.50, 9.00 to 9.200, 9.70 to 10.00, 10.60 to 10.80 and 11.60 to 11.90 km and such clearance from 0.00 to 13.170 km for the year 2025-26.","S.R such as Renewal Coat of Cheligada- Ramagiri road (ODR) from 3.30 to 4.00, 4.20 to 4.80, 6.00 to 7.00, 8.40 to 8.50, 9.00 to 9.200, 9.70 to 10.00, 10.60 to 10.80 and 11.60 to 11.90 km and such clearance from 0.00 to 13.170 km for the year 2025-26.",Please refer Tender documents. ,NA ,"47,14,081",Civil Works - Roads,NA ,Tender,90.0,60.0,Paralakhemundi,761200.0,NA ,NA ,NA ,Paralakhemundi,No ,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,VALID RC PAN GSTIN AFFIDAVIT,Superintending Engineer,Office of the Superintending Engineer Paralakhemundi R and B Division,"47,200",Yes,fixed,,Nil,Nil,03-Jan-2026 06:00 PM,16-Jan-2026 12:00 PM,03-Jan-2026 06:00 PM,15-Jan-2026 05:00 PM,NA ,NA ,03-Jan-2026 06:00 PM,15-Jan-2026 05:00 PM,1.0,"Works Department office memorandum No. 07764600022025 173 W., dated 03.01.2026.",Other,,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN PARALAKHEMUNDI,SE-PKD-RandB-DIVN-17/2025-26,2026_EICCL_124151_6,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN PARALAKHEMUNDI,2026_EICCL_124151_6,SE-PKD-RandB-DIVN-17/2025-26,"S.R such as Renewal Coat of Cheligada- Ramagiri road (ODR) from 3.30 to 4.00, 4.20 to 4.80, 6.00 to 7.00, 8.40 to 8.50, 9.00 to 9.200, 9.70 to 10.00, 10.60 to 10.80 and 11.60 to 11.90 km and such clearance from 0.00 to 13.170 km for the year 2025-26.",Superintending Engineer,Internal,SE DAO EE JE,Abhishek Sethi,26-Mar-2026 01:57 PM,finsummary_574361.pdf (1631.23 KB),Finance,OS,Abhishek Sethi,26-Mar-2026 01:19 PM,finance_574361.pdf,BOQ Comparative Chart,1.0,3355871.0,P MUTTI RAJU,INR,"3,430,908",26-Mar-2026,"INR 3,430,908",60.0,Abhishek Sethi,26-Mar-2026 02:01 PM,AOC.pdf (2424.00 KB),AWARD OF CONTRACT,1,3354262,ASIT MOHANTY,14-Jan-2026 07:28 PM,Rejected-Finance,not qualify,26-Mar-2026 01:57 PM,Superintending Engineer,Internal,SE DAO EE JE,Abhishek Sethi,26-Mar-2026 01:26 PM,techsummary_574361.pdf (3247.52 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,All Other Documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3350752,MADAN GOUDA,14-Jan-2026 06:21 PM,Rejected-Finance,not qualify,26-Mar-2026 01:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3356184,NITESH KUMAR SAHU,15-Jan-2026 04:39 PM,Rejected-Finance,not qualify,26-Mar-2026 01:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3355871,P MUTTI RAJU,15-Jan-2026 03:31 PM,Accepted-AOC,Awarded,26-Mar-2026 02:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3355853,RANASTALA SANKAR RAO,15-Jan-2026 03:34 PM,Rejected-Finance,not qualify,26-Mar-2026 01:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3353718,SANJAYA BISOYI,14-Jan-2026 12:48 PM,Rejected-Technical,Schedule C Not Furnished,26-Mar-2026 01:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3355059,SIRLA LAXMAN RAO,15-Jan-2026 01:27 PM,Rejected-Technical,Schedule C Furnished but minimum marks not secured.,26-Mar-2026 01:26 PM,,,,,,,AOC
