Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
Amit Tudu SE rourkela Rand b division,Internal,A Maharana Sr DAO Rourkela R and B Division P p parida estimator Rourkela R and B Division,Prajna Prajwolita Parida,30-Dec-2025 04:44 PM,31-Dec-2025 11:00 AM,techsummary_550588.pdf (330.64 KB),Finance,10 no of bidder has been participated,Prajna Prajwolita Parida,09-Mar-2026 05:37 PM,,BOQ Comparative Chart,1,3077153,ACHYUTANANDA PRADHAN,12-Sep-2025 11:06 AM,Rejected-AOC,Not Qualified in the Lottery,09-Mar-2026 05:52 PM,09-Mar-2026,"INR 7,576,599",180.0,Prajna Prajwolita Parida,09-Mar-2026 05:52 PM,Manoj.pdf (672.00 KB),Agmt drawn and Work order issued,1.0,3075736.0,Manoj Kumar Jena,INR,"7,576,599",EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-ROURKELA,2025_EICCL_117415_2,Bid id 18 of 2025-26,Construction of cattle Shelter home at Lahunipada in the district Sundargarh under DMF for the year 2025-26,Technical,10 no of bidder have been participated,Prajna Prajwolita Parida,30-Dec-2025 04:32 PM,,Alok Naik SE rourkela r and b dvision,Internal,AK Maharana SrDAO Rourkela R and B Division P p parida estimator Rourkela R and B Division,Prajna Prajwolita Parida,09-Mar-2026 05:43 PM,finsummary_550588.pdf (671.78 KB),AOC,"10,000",0.0,Nil,Nil,No,"89,200",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Construction of cattle Shelter home at Lahunipada in the district Sundargarh under DMF for the year 2025-26,Construction of cattle Shelter home at Lahunipada in the district Sundargarh under DMF for the year 2025-26,Please refer the tender document ,NA ,"89,13,900",Civil Works - Buildings,NA ,Tender,90.0,180.0,Rourkela,769012.0,NA ,NA ,NA ,Office of Superintending Engineer Rourkela R and B,No ,No,26-Aug-2025 06:00 PM,15-Sep-2025 11:00 AM,26-Aug-2025 06:00 PM,12-Sep-2025 05:00 PM,NA ,NA ,26-Aug-2025 06:00 PM,12-Sep-2025 05:00 PM,31-Dec-2025 11:00 AM,Superintending Engineer rourkela R and division,Office of Superintending Engineer Rourkela R and B division,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-ROURKELA,Bid id 18 of 2025-26,2025_EICCL_117415_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Registration certificate, Registration in CDMS, PAN Card, GSTIN Certificate, Affidavit etc",AOC
,,,,,,,,,,,,,2,3077586,DEEPAK SAHOO,12-Sep-2025 01:59 PM,Rejected-AOC,Not Qualified in the Lottery,09-Mar-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Financial instruments such as cost of tender paper, EMD, Affidavit etc",AOC
,,,,,,,,,,,,,3,3064768,DHANLAXMI ESTABLISHMENT PRIVATE LIMITED,05-Sep-2025 07:58 PM,Rejected-AOC,Not Qualified in the Lottery,09-Mar-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Experience Certificate, List of Machinaries,Lease Deeds , MOU with electrical contractor Affidavit e",AOC
,,,,,,,,,,,,,4,3075736,Manoj Kumar Jena,11-Sep-2025 11:46 AM,Accepted-AOC,Qualified in the Lottery,09-Mar-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No Relation Certificate, Schedule-E, Schedule-F, Affidavit etc",AOC
,,,,,,,,,,,,,5,3076172,MILAN KUMAR PATEL,11-Sep-2025 01:54 PM,Rejected-AOC,Not Qualified in the Lottery,09-Mar-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,6,3076311,Rakesh Jadav,11-Sep-2025 05:50 PM,Rejected-AOC,Not Qualified in the Lottery,09-Mar-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3075444,SAMIR NAYAK,11-Sep-2025 09:25 AM,Rejected-AOC,Not Qualified in the Lottery,09-Mar-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3074867,SATENDRA PANIGRAHI,10-Sep-2025 07:07 PM,Rejected-AOC,Not Qualified in the Lottery,09-Mar-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3076387,SUBASHIS SAHOO,12-Sep-2025 11:50 AM,Rejected-AOC,Not Qualified in the Lottery,09-Mar-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3063165,SUBHALAGNA CONSTRUCTION,04-Sep-2025 12:50 PM,Rejected-AOC,Not Qualified in the Lottery,09-Mar-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
