Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid license, PAN, GSTIN, Affidavit and other documents as per DTCN","21,770",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,EIC-CIVIL||SE PH (RnB) Circle BBSR||GPH DIVN.II Sambalpur,IFB-01/ SE GPH SBP of 2025-26,2025_EICCL_122701_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,09-Dec-2025 10:00 AM,22-Dec-2025 11:00 AM,09-Dec-2025 10:00 AM,20-Dec-2025 05:00 PM,09-Dec-2025 10:00 AM ,19-Dec-2025 05:00 PM ,09-Dec-2025 10:00 AM,20-Dec-2025 05:00 PM,Improvement of Internal and External P.H. work to 8 nos staff qrs. At CHC Tarva in the district of Sonepur (Block-1 and 2),Building works,Please refer Tender documents. ,NA ,"21,76,908",Civil Works - Buildings,NA ,Tender,90.0,90.0,Tarva,767016.0,NA ,NA ,NA ,"O/O the SE GPH Division No.II, Sambalpur",No ,No,"SE GPH Division No.II, Sambalpur","O/O the SE GPH Division No.II, Sambalpur",AOC,Urbashee Tandi,Internal,SriShailendraKumarPanditDivisionalAccountsOfficerISmtMeemanshaSahuJuniorEngineer(Estimator),Urbashee Tandi,13-Feb-2026 05:25 PM,finsummary_569877.pdf (1259.73 KB),EIC-CIVIL||SE PH (RnB) Circle BBSR||GPH DIVN.II Sambalpur,2025_EICCL_122701_1,IFB-01/ SE GPH SBP of 2025-26,Improvement of Internal and External P.H. work to 8 nos staff qrs. At CHC Tarva in the district of Sonepur (Block-1 and 2),1.0,3315128.0,PRAVASH KUMAR DANI,INR,"1,850,589",Finance,All BID are open today,Urbashee Tandi,22-Dec-2025 12:47 PM,finance_569877.pdf,BOQ Comparative Chart,10-Mar-2026,"INR 1,850,589",90.0,Urbashee Tandi,12-Mar-2026 02:02 PM,4273.pdf (597.00 KB),1,3319586,AKARSHAN JHA,20-Dec-2025 04:54 PM,Rejected-AOC,.,12-Mar-2026 02:02 PM,Urbashee Tandi,Internal,SriShailendraKumarPanditDivisional Accounts Officer-ISmtMeemanshaSahuJunior Engineer(Estimator),Urbashee Tandi,13-Feb-2026 05:01 PM,techsummary_569877.pdf (1259.73 KB),AOC
,,,,,,,.xls,Bill of Quantity,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3313813,ANANDA KUMAR PANDA,19-Dec-2025 07:41 PM,Rejected-AOC,.,12-Mar-2026 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3310345,ANKIT KUMAR SINGAL,19-Dec-2025 01:41 PM,Rejected-AOC,.,12-Mar-2026 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3315494,ASHOK PRADHAN,18-Dec-2025 08:57 PM,Rejected-AOC,.,12-Mar-2026 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3318495,BHABANA SAMANTARA,19-Dec-2025 10:13 PM,Rejected-AOC,.,12-Mar-2026 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3318070,BHAGABAT PRASAD DAS,19-Dec-2025 07:08 PM,Rejected-AOC,.,12-Mar-2026 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3309069,BHAMAR JAL,18-Dec-2025 12:08 PM,Rejected-AOC,.,12-Mar-2026 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3318856,BISHNUDUTTA MISHRA,20-Dec-2025 12:25 PM,Rejected-AOC,.,12-Mar-2026 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3319330,Chaitanya Sethy,20-Dec-2025 02:29 PM,Rejected-AOC,.,12-Mar-2026 02:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3302574,CHINMAYA BISWAL,15-Dec-2025 12:18 PM,Rejected-AOC,.,12-Mar-2026 02:02 PM,,,,,,,AOC
