Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
18-Mar-2026,"INR 724,262",90.0,Raghunath Swain,18-Mar-2026 04:44 PM,20.PDF (139.00 KB),"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",2025_CELBB_120253_20,SEPRD-14/2025-26,Improvement and renovation to Satapuri Sub-Minor from RD 1.650 Km. to RD 2.10 Km. (Working RD 1.650 Km. to 2.280 Km.),1.0,3213417.0,SISHIR KUMAR CHHOTARAY,INR,"724,262",1,3212459,ASHOK KUMAR SENAPATY,11-Nov-2025 01:07 PM,Rejected-Technical,not selected through lottery,30-Dec-2025 04:52 PM,Finance,OPNED,Swosti Elora Pattnaik,13-Nov-2025 06:32 PM,,BOQ Comparative Chart,"SE Prachi Division, Bhubaneswar",Internal,,Raghunath Swain,30-Dec-2025 04:54 PM,finsummary_559555.pdf (87.84 KB),"SE Prachi Division, Bhubaneswar",Internal,,Raghunath Swain,30-Dec-2025 04:52 PM,techsummary_559555.pdf (87.84 KB),AOC,Superintending Engineer prachi division,office of the superintending Engineer prachi divn BBSR,01-Nov-2025 10:00 AM,12-Nov-2025 10:30 AM,01-Nov-2025 10:00 AM,11-Nov-2025 05:30 PM,NA ,NA ,01-Nov-2025 10:00 AM,11-Nov-2025 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"4,000",0.0,Nil,Nil,No,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",SEPRD-14/2025-26,2025_CELBB_120253_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"8,600",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Improvement and renovation to Satapuri Sub-Minor from RD 1.650 Km. to RD 2.10 Km. (Working RD 1.650 Km. to 2.280 Km.),CANAL WORK,Please refer Tender documents. ,NA ,"8,51,972",Civil Works - Canal,NA ,Tender,90.0,NA ,Balianta,752101.0,NA ,NA ,NA ,SE PRACHI DIVISION,No ,No,AOC
,,,,,,,,,,,,,,,2,3199137,DJ CONSTRUCTIONS,08-Nov-2025 08:13 PM,Rejected-Technical,not selected through lottery,30-Dec-2025 04:52 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3212959,JAGANATH SAHOO,11-Nov-2025 03:41 PM,Rejected-Technical,not selected through lottery,30-Dec-2025 04:52 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3210853,JAY MAHADEV CONSTRUCTION,11-Nov-2025 10:26 AM,Rejected-Technical,not selected through lottery,30-Dec-2025 04:52 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3180781,NIRUPAMA SWAIN,11-Nov-2025 03:09 PM,Rejected-Technical,not selected through lottery,30-Dec-2025 04:52 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3213417,SISHIR KUMAR CHHOTARAY,11-Nov-2025 03:05 PM,Accepted-AOC,Selected through Lottery,18-Mar-2026 04:44 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3214220,SUSHANT NAYAK,11-Nov-2025 05:14 PM,Rejected-Technical,not selected through lottery,30-Dec-2025 04:52 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
