Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"2,000",0.0,Nil,Nil,No,07-Feb-2026 10:00 AM,17-Feb-2026 11:00 AM,07-Feb-2026 10:00 AM,13-Feb-2026 05:00 PM,NA ,NA ,07-Feb-2026 10:00 AM,13-Feb-2026 05:00 PM,1.0,ICICI BANK,Development and maintenance of Covered Drain in different places of W.No.07 under Nilgiri NAC.,Development and maintenance of Covered Drain in different places of W.No.07 under Nilgiri NAC.,Please refer Tender documents. ,NA ,"3,62,564",Civil Works - Others,NA ,Tender,180.0,NA ,Nilgiri NAC,756040.0,NA ,NA ,NA ,O/O Nilgiri NAC,No ,No,Municipal Bodies||Nilgiri NAC,NLGN_06-MSBY/2025-26,2026_ORULB_125660_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN and as per DTCN",1.0,Corrigendum for Technical BID,Technical Bid,,"3,626",Yes,percentage,1.0%,Nil,Nil,"Executive Officer, Nilgiri NAC","Nilgiri NAC, Nilgiri, Balasore, 756040",AOC,"Chairman, Nilgiri NAC",Internal,,Ansuman Parida,23-Mar-2026 01:03 PM,finsummary_579834.pdf (441.69 KB),"Chairman, Nilgiri NAC",Internal,,Ansuman Parida,23-Feb-2026 12:38 PM,techsummary_579834.pdf (441.69 KB),23-Mar-2026,"INR 362,563",30.0,Ansuman Parida,23-Mar-2026 01:08 PM,WO17.pdf (313.00 KB),1.0,3395068.0,DHARAMJIT NAYAK,INR,"362,563",Municipal Bodies||Nilgiri NAC,2026_ORULB_125660_17,NLGN_06-MSBY/2025-26,Development and maintenance of Covered Drain in different places of W.No.07 under Nilgiri NAC.,1,3394129,ASHOK KUMAR MOHAPATRA,12-Feb-2026 08:16 PM,Rejected-AOC,L8,23-Mar-2026 01:08 PM,Finance,All Contractors have quoted SOR and accepted,Ansuman Parida,21-Feb-2026 03:37 PM,finance_579834.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3394635,DEEPAK KUMAR NAYAK,13-Feb-2026 03:44 PM,Rejected-AOC,L12,23-Mar-2026 01:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3395068,DHARAMJIT NAYAK,13-Feb-2026 03:29 PM,Accepted-AOC,L1,23-Mar-2026 01:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3393631,Harish Chandra Bag,12-Feb-2026 02:51 PM,Rejected-AOC,L6,23-Mar-2026 01:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3394400,KANCHAN MOHAPATRA,12-Feb-2026 11:41 PM,Rejected-AOC,L11,23-Mar-2026 01:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3394651,KRUSHNA CHANDRA PARIDA,13-Feb-2026 11:49 AM,Rejected-AOC,L13,23-Mar-2026 01:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3394991,MAA JAGADHATRI LCCS LTD,13-Feb-2026 02:47 PM,Rejected-AOC,L14,23-Mar-2026 01:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3393208,NILAMBAR MOHAPATRA,12-Feb-2026 08:14 AM,Rejected-AOC,L4,23-Mar-2026 01:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3394325,PARTHASARATHI NAYAK,12-Feb-2026 10:15 PM,Rejected-AOC,L10,23-Mar-2026 01:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3394588,RABINDRA NATH PARIDA,13-Feb-2026 01:13 PM,Rejected-AOC,L2,23-Mar-2026 01:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3393541,RAMAKRUSHNA MOHAPATRA,12-Feb-2026 05:59 PM,Rejected-AOC,L5,23-Mar-2026 01:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3393053,SHATRUGHNA PRUSHTI,11-Feb-2026 10:43 PM,Rejected-AOC,l3,23-Mar-2026 01:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3393787,SITARAM PATRA,12-Feb-2026 03:41 PM,Rejected-AOC,L7,23-Mar-2026 01:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3394300,SRI SUKANTA KUMAR MOHAPATRA,12-Feb-2026 10:18 PM,Rejected-AOC,L9,23-Mar-2026 01:08 PM,,,,,,,AOC
