Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
11-Mar-2026,"INR 910,101",90.0,Manas Ranjan Pal,11-Mar-2026 12:58 PM,E82507AOC.pdf (1124.00 KB),1,2828806,AMARESH SWAIN,21-Feb-2025 11:31 AM,Rejected-Finance,REJECTED,11-Mar-2026 12:39 PM,1.0,2825994.0,SARADA PRASANNA NANDA,INR,"910,101",Municipal Bodies||Jagatsinghpur Municipality,2025_ORULB_110156_35,EO/ JSPURM/W-03/2024-25,Construction of Paver Road at Bisoi Sahi in Ward No-14,Finance,Bids opened in online. 11 Nos of Bidder have been participated in Online. All Bid has been accepted.,Manas Ranjan Pal,25-Mar-2025 11:02 AM,,BOQ Comparative Chart,CHAIRPERSON,Internal,ADDITIONAL TRESURY OFFICER EXECUTIVE OFFICER MUNICIPAL ENGINEER,Manas Ranjan Pal,11-Mar-2026 12:39 PM,finsummary_528915.pdf (4857.18 KB),Chairperson,Internal,,Manas Ranjan Pal,25-Mar-2025 12:07 PM,techsummary_528915.pdf (1753.49 KB),AOC,07-Feb-2025 05:00 PM,25-Feb-2025 11:00 AM,07-Feb-2025 05:00 PM,21-Feb-2025 05:00 PM,NA ,NA ,07-Feb-2025 05:00 PM,21-Feb-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost,EMD,PAN,GST, Registration, NRC, Declaration,Affidavit,Other as Per DTCN","7,080",0.0,Nil,Nil,No,"10,900",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Municipal Bodies||Jagatsinghpur Municipality,EO/ JSPURM/W-03/2024-25,2025_ORULB_110156_35,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Paver Road at Bisoi Sahi in Ward No-14,Construction of Paver Road at Bisoi Sahi in Ward No-14,Please refer Tender documents. ,NA ,"10,85,581",Civil Works - Others,NA ,Tender,60.0,90.0,Construction of Paver Road at Bisoi Sahi in Ward N,754103.0,NA ,NA ,NA ,Jagatsinghpur Municipality,No ,No,"Executive Officer, Jagatsinghpur Municipality","Jagatsinghpur Municipality, Jagatsinghpur",AOC
,,,,,,2,2829219,HIMANSU SEKHAR PAITAL,21-Feb-2025 02:24 PM,Rejected-Finance,REJECTED,11-Mar-2026 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,2826401,NIRUPAMA BEHERA,19-Feb-2025 08:49 PM,Rejected-Finance,REJECTED,11-Mar-2026 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2828637,PARBATI DAS,21-Feb-2025 01:57 AM,Rejected-Finance,REJECTED,11-Mar-2026 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2829004,PRADEEP KUMAR DAS,21-Feb-2025 01:36 PM,Rejected-Finance,REJECTED,11-Mar-2026 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2826715,PRADEEP KUMAR DAS,20-Feb-2025 01:37 AM,Rejected-Finance,REJECTED,11-Mar-2026 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2825143,PRIYANKA MOHANTY,19-Feb-2025 08:59 PM,Rejected-Finance,REJECTED,11-Mar-2026 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2828725,PRIYATAMA ROUT,21-Feb-2025 11:14 AM,Rejected-AOC,REJECTED,11-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2825002,RAJ NARAYAN SAHOO,18-Feb-2025 10:13 PM,Rejected-Finance,REJECTED,11-Mar-2026 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2825994,SARADA PRASANNA NANDA,19-Feb-2025 05:27 PM,Accepted-AOC,ACCEPTED,11-Mar-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
