Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,RN SETHI,Rabindranath Sethi,19-Mar-2026 04:14 PM,finance_573274.pdf,BOQ Comparative Chart,RN SETHI,Internal,,Rabindranath Sethi,12-Jan-2026 04:13 PM,12-Jan-2026 04:15 PM,techsummary_573274.pdf (184.90 KB),1,3343707,ABHIJEET MANDAL,04-Jan-2026 08:50 PM,Rejected-Finance,Rejected,19-Mar-2026 04:38 PM,19-Mar-2026,"INR 6,060,720",120.0,Rabindranath Sethi,19-Mar-2026 04:42 PM,Dunguripali.pdf (230.00 KB),1.0,3345533.0,Koushal Kumar Agrawal,INR,"6,060,720",RN SETHI,Internal,,Rabindranath Sethi,19-Mar-2026 04:38 PM,finsummary_573274.pdf (229.52 KB),Technical,RN SETHI,Rabindranath Sethi,12-Jan-2026 04:07 PM,technical_573274.pdf,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Balangir",2025_CEMIB_123777_9,06 (BGR)/ 2025-26,Improvement to Dunguripali MIP In Agalpur Block of Balangir District Under the Scheme Improvement To Tank for the year 2025 26,AOC,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Balangir",06 (BGR)/ 2025-26,2025_CEMIB_123777_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,26-Dec-2025 10:00 AM,06-Jan-2026 10:00 AM,26-Dec-2025 10:00 AM,05-Jan-2026 05:00 PM,NA ,NA ,26-Dec-2025 10:00 AM,05-Jan-2026 05:00 PM,12-Jan-2026 04:15 PM,SE MI DIVISION BALANGIR,O/O THE SE MI DIVISION BALANGIR,1.0,Fee/PreQual/Technical,.pdf,"Valid RC, valid GST, Valid PAN, Affidavit, NRC, Tender Cost, EMD, any other docs as per DTCN",Improvement to Dunguripali MIP In Agalpur Block of Balangir District Under the Scheme Improvement To Tank for the year 2025 26,Improvement to Dunguripali MIP In Agalpur Block of Balangir District Under the Scheme Improvement To Tank for the year 2025 26,Please refer Tender documents. ,NA ,"60,41,882",Civil Works - Water Works,NA ,Tender,90.0,120.0,Agalpur,767022.0,NA ,NA ,NA ,O/O THE SE MI DIVISION BALANGIR,No ,No,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"60,500",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,2,3342873,AMIT KUMAR AGRAWAL,03-Jan-2026 01:50 PM,Rejected-Finance,Rejected,19-Mar-2026 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3335243,ASHUTOSH MEHER,29-Dec-2025 07:54 AM,Rejected-Finance,Rejected,19-Mar-2026 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3344990,Bhawani Sankar Harpal,05-Jan-2026 02:22 PM,Rejected-Finance,Rejected,19-Mar-2026 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3341522,BIJAYA KUMBHAR,05-Jan-2026 02:18 PM,Rejected-Finance,Rejected,19-Mar-2026 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3344135,BISHNUDUTTA MISHRA,04-Jan-2026 06:24 PM,Rejected-Finance,Rejected,19-Mar-2026 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3343113,DEEPANJALI BEHERA,03-Jan-2026 01:28 PM,Rejected-Finance,Rejected,19-Mar-2026 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3345110,Dinesh Kumar Agrawal,05-Jan-2026 01:29 PM,Rejected-Finance,Rejected,19-Mar-2026 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3345090,JANAKI BALLA HOTA,05-Jan-2026 01:33 PM,Rejected-Finance,Rejected,19-Mar-2026 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3345254,JAPABANTA BAGARTY,05-Jan-2026 02:15 PM,Rejected-Finance,Rejected,19-Mar-2026 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
