Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
13-Jan-2026 04:00 PM,28-Jan-2026 11:00 AM,13-Jan-2026 04:00 PM,27-Jan-2026 05:00 PM,13-Jan-2026 04:00 PM ,27-Jan-2026 11:00 AM ,13-Jan-2026 04:00 PM,27-Jan-2026 05:00 PM,09-Feb-2026 11:00 AM,1.0,ICICI BANK,SUPERINTENDING ENGINEER,O/O THE SERWD KHARIAR,SR to road from Singhjhar to Dungriguda via Pendren in the district of Nuapada,SR to road from Singhjhar to Dungriguda via Pendren in the district of Nuapada,Please refer Tender documents. ,NA ,"55,47,977",Civil Works - Roads,NA ,Tender,90.0,60.0,KHARIAR,766107.0,NA ,NA ,NA ,O/O THE SERWD KHARIAR,No ,No,"55,480",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Khariar,RWKHR-07/2025-26(ONLINE),2026_CERWI_124525_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN,GST,NRC,AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN","10,000",0.0,Nil,Nil,No,AOC,09-Mar-2026,"INR 4,716,335",60.0,Biswajit Rayaguru,17-Mar-2026 04:26 PM,sabita.pdf (923.00 KB),aoc,1,3365879,BHASKAR BEHERA,26-Jan-2026 01:32 PM,Rejected-Finance,L2 through the Lottery,09-Mar-2026 01:00 PM,Technical Evaluation,Internal,SE DAO Estimator,Biswajit Rayaguru,05-Feb-2026 03:55 PM,09-Feb-2026 11:00 AM,techsummary_575592.pdf (432.10 KB),Finance,opening,Biswajit Rayaguru,09-Mar-2026 12:56 PM,,BOQ Comparative Chart,CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Khariar,2026_CERWI_124525_1,RWKHR-07/2025-26(ONLINE),SR to road from Singhjhar to Dungriguda via Pendren in the district of Nuapada,Technical,opening,Josef Tudu,29-Jan-2026 11:30 AM,,Financial Evaluation,Internal,SE DAO Estimator,Biswajit Rayaguru,09-Mar-2026 01:00 PM,finsummary_575592.pdf (187.30 KB),1.0,3368700.0,SABITA CHHATRIA,INR,"4,716,335",AOC
,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,AOC,,,,,,,,2,3366762,BISWAJIT JOSHI,26-Jan-2026 08:12 PM,Rejected-Finance,L2 through the Lottery,09-Mar-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3364508,CHODAGANGA MEHER,24-Jan-2026 10:25 AM,Rejected-Finance,L2 through the Lottery,09-Mar-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3366703,DOLAMANI BIBHAR,26-Jan-2026 07:54 PM,Rejected-Finance,L2 through the Lottery,09-Mar-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3353288,JHARANA SAHU,15-Jan-2026 06:49 PM,Rejected-Finance,L2 through the Lottery,09-Mar-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3368526,JYOTI PRAKASH BISHI,27-Jan-2026 03:34 PM,Rejected-Finance,L2 through the Lottery,09-Mar-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3366932,Kunja Bihari Sahu,27-Jan-2026 04:30 PM,Rejected-Finance,L2 through the Lottery,09-Mar-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3365559,LILABATI AGRAWAL,26-Jan-2026 12:32 PM,Rejected-Finance,L2 through the Lottery,09-Mar-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3368844,MD MUZAHID,27-Jan-2026 04:41 PM,Rejected-Finance,L2 through the Lottery,09-Mar-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3358871,MOHIT AGRAWAL,18-Jan-2026 06:53 PM,Rejected-Finance,L2 through the Lottery,09-Mar-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
