Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Civil, Electrical license, Rig documents,Joint venture, Affidavit,EMD,Paper cost as pkg require",29-Jul-2025 03:00 PM,06-Aug-2025 11:00 AM,29-Jul-2025 03:00 PM,05-Aug-2025 05:00 PM,29-Jul-2025 03:00 PM ,04-Aug-2025 05:00 PM ,29-Jul-2025 03:00 PM,05-Aug-2025 05:00 PM,18-Nov-2025 04:05 PM,"14,597",Yes,percentage,1.0%,Nil,Nil,PKG25,Revival and restoration of Allarpur III TW under Binjharpur Block in Jajpur District,Please refer to the DTCN ,NA ,"14,59,682",Civil Works - Lift Irrigation Schemes,Electrical works ,Tender,180.0,90.0,Jajpur Road,755019.0,NA ,NA ,NA ,"O/O Executive Engineer, L.I.Division, Jajpur Road",No ,No,"Executive Engineer, L.I.Division, Jajpur Road","O/O Executive Engineer, L.I.Division, Jajpur Road","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",1278_OLIC_18_07_25,2025_OLIC_116177_25,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,Yes,1.0,ICICI BANK,AOC,1,3018917,AMITA RANI DAS,01-Aug-2025 09:38 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 05:46 PM,15-Dec-2025,"INR 1,464,233",90.0,AJAYA KUMAR MISHRA,01-Mar-2026 04:33 PM,PKG25.pdf (43.00 KB),Revival restoration of Allarpur III TW under Binjharpur Block,Ajaya Kumar Mishra,Internal,Purusottam Vishwakarma and Saroj Kumar Mohanty,AJAYA KUMAR MISHRA,18-Nov-2025 04:01 PM,18-Nov-2025 04:05 PM,techsummary_547781.pdf (30.45 KB),Finance,Opened Successfully,AJAYA KUMAR MISHRA,21-Nov-2025 06:08 PM,finance_547781.pdf,BOQ Comparative Chart,Technical,Opened Successfully,PURUSOTTAM VISHWAKARMA,13-Aug-2025 10:49 AM,technical_547781.pdf,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",2025_OLIC_116177_25,1278_OLIC_18_07_25,PKG25,Ajaya Kumar Mishra,Internal,Purusottam Vishwakarma and Saroj Kumar Mohanty,AJAYA KUMAR MISHRA,08-Dec-2025 05:46 PM,finsummary_547781.pdf (42.64 KB),1.0,3022129.0,DILLIP KUMAR JENA,INR,"1,464,233",AOC
,,.pdf,DTCN should be filled in capital letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,3022463,ANIL KUMAR SAMANTARAY,04-Aug-2025 02:05 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 05:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bills of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3022129,DILLIP KUMAR JENA,03-Aug-2025 11:47 AM,Accepted-AOC,Being L1 Accepted the bid,01-Mar-2026 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3024003,JAGDEV PANDA,05-Aug-2025 12:48 AM,Rejected-Finance,Lost of the lottery,08-Dec-2025 05:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3022604,KALYANI SAHOO,04-Aug-2025 09:05 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 05:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3022461,PRAMOD KUMAR NAYAK,03-Aug-2025 07:32 PM,Rejected-AOC,Being L2 and L1 accepted the bid,01-Mar-2026 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3023466,Raj Kishore Parida,04-Aug-2025 09:22 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 05:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3023075,SANGITA ROUT,04-Aug-2025 01:37 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 05:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3024040,SARITA DAS,05-Aug-2025 11:43 AM,Rejected-Finance,Lost of the lottery,08-Dec-2025 05:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3020369,URMILA SAHOO,02-Aug-2025 01:23 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 05:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
