Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Laying of drain Cover slab drain from Boys Hostel to Pradip house W.N-09,NAC Kuchinda","Laying of drain Cover slab drain from Boys Hostel to Pradip house W.N-09,NAC Kuchinda",As per DTCN ,NA ,"12,71,371",Civil Works - Others,NA ,Tender,90.0,60.0,Ward No-9 NAC Kuchinda,768222.0,NA ,NA ,NA ,OFFICE OF THE NAC KUCHINDA,No ,No,Municipal Bodies||Kuchinda NAC,KCDA/NAC-9/2025-26,2026_ORULB_126404_31,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,EXECUTIVE OFFICER,"At/Po/Ps-Kuchinda,Dist-Sambalpur,Odisha",1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"12,714",Yes,percentage,1.0%,Nil,Nil,23-Feb-2026 10:00 AM,06-Mar-2026 10:00 AM,23-Feb-2026 10:00 AM,05-Mar-2026 05:30 PM,23-Feb-2026 10:00 AM ,05-Mar-2026 05:30 PM ,23-Feb-2026 10:00 AM,05-Mar-2026 05:30 PM,"6,000",0.0,Nil,Nil,No,AOC,Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa, Nilamadhab Nag,Manaranjan Suna",Barun Kumar Sa,24-Mar-2026 01:34 PM,techsummary_582374.pdf (633.47 KB),Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa, Nilamadhab Nag , Manaranjan Suna",Barun Kumar Sa,30-Mar-2026 01:58 PM,finsummary_582374.pdf (629.69 KB),Finance,Admitted,Nilamadhab Nag,09-Mar-2026 12:57 PM,finance_582374.pdf,BOQ Comparative Chart,1.0,3418209.0,ROHIT AGRAWAL,INR,"1,271,371.41",Municipal Bodies||Kuchinda NAC,2026_ORULB_126404_31,KCDA/NAC-9/2025-26,"Laying of drain Cover slab drain from Boys Hostel to Pradip house W.N-09,NAC Kuchinda",1,3417310,AMIT AGRAWAL,03-Mar-2026 12:07 PM,Rejected-AOC,Rejected,30-Mar-2026 04:27 PM,30-Mar-2026,"INR 1,271,371.41",60.0,Barun Kumar Sa,30-Mar-2026 04:27 PM,31.pdf (374.00 KB),Work order issued,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3418374,AMIT PRATAP SINGH,05-Mar-2026 02:28 AM,Rejected-AOC,Rejected,30-Mar-2026 04:27 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3419160,ATISH KUMAR AGARWAL,05-Mar-2026 04:05 PM,Rejected-AOC,Rejected,30-Mar-2026 04:27 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3419011,BISHAL AGRAWAL,05-Mar-2026 12:53 AM,Rejected-AOC,Rejected,30-Mar-2026 04:27 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3419082,GOBINDA SAHOO,05-Mar-2026 07:58 AM,Rejected-AOC,Rejected,30-Mar-2026 04:27 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3418570,GOVIND MEHER,04-Mar-2026 08:02 PM,Rejected-AOC,Rejected,30-Mar-2026 04:27 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3417898,KAPILASH NAYAK,03-Mar-2026 06:05 PM,Rejected-AOC,Rejected,30-Mar-2026 04:27 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3419254,LAXMI AGRAWAL,05-Mar-2026 11:33 AM,Rejected-AOC,Rejected,30-Mar-2026 04:27 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3415097,PRAKASH RUDRA SINGH,01-Mar-2026 05:57 PM,Rejected-AOC,Rejected,30-Mar-2026 04:27 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3418209,ROHIT AGRAWAL,04-Mar-2026 02:07 PM,Accepted-AOC,Awarded Through Lottery System,30-Mar-2026 04:27 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3417353,SUJIT KUMAR AGARWAL,04-Mar-2026 03:41 AM,Rejected-AOC,Rejected,30-Mar-2026 04:27 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3417831,UMESH CHANDRA MAHANANDA,03-Mar-2026 07:25 PM,Rejected-AOC,Rejected,30-Mar-2026 04:27 PM,,,,,,,,AOC
