Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"2,544",Yes,percentage,1.0%,Nil,Nil,"Executive Officer, Bhuban NAC","Executive Officer, Bhuban NAC",08-Dec-2025 11:00 AM,19-Dec-2025 11:00 AM,08-Dec-2025 11:00 AM,18-Dec-2025 05:00 PM,NA ,NA ,08-Dec-2025 11:00 AM,18-Dec-2025 05:00 PM,"2,000",0.0,Nil,Nil,No,Road from Dhusa Nayak Shop to Tiara Sahi,Road from Dhusa Nayak Shop to Tiara Sahi,Please refer Tender documents. ,NA ,"2,54,378",Civil Works - Others,NA ,Tender,120.0,60.0,Bhuban NAC,759017.0,NA ,NA ,NA ,"Office of the Executive Officer, Bhuban NAC",No ,No,Municipal Bodies||Bhuban NAC,BBN NAC 05/2025-26,2025_ORULB_122602_43,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Notice,Other,,1.0,ICICI BANK,AOC,Chairperson,Internal,"Tahasildar, Block Finance Officer, Bhuban Block, Municipal Engineer, Bhuban NAC, Junior Engineer, Bhuban NAC, Executive Officer,",SURENDRA NATH SAHOO,20-Feb-2026 03:23 PM,techsummary_569754.pdf (5106.02 KB),Chairperson,Internal,"Tahasildar, Block Finance Officer, Bhuban Block, Municipal Engineer, Bhuban NAC, Junior Engineer, Bhuban NAC, Executive Officer,",SURENDRA NATH SAHOO,26-Feb-2026 02:48 PM,finsummary_569754.pdf (5106.02 KB),Finance,ok,SURENDRA NATH SAHOO,20-Feb-2026 11:55 AM,,BOQ Comparative Chart,1.0,3312803.0,Gayatri Nayak,INR,"254,353",Municipal Bodies||Bhuban NAC,2025_ORULB_122602_43,BBN NAC 05/2025-26,Road from Dhusa Nayak Shop to Tiara Sahi,1,3309954,ABINASH BEHERA,17-Dec-2025 07:33 AM,Rejected-Technical,Lottary,20-Feb-2026 03:23 PM,09-Mar-2026,"INR 254,353",60.0,SURENDRA NATH SAHOO,09-Mar-2026 04:31 PM,43_370.pdf (356.00 KB),aoc,AOC
,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3312681,Babuli Patra,18-Dec-2025 05:27 AM,Rejected-Technical,Lottary,20-Feb-2026 03:23 PM,,,,,,,,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3314665,DAMBARUDHAR PATRA,18-Dec-2025 04:29 PM,Rejected-Technical,Lottary,20-Feb-2026 03:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3312803,Gayatri Nayak,17-Dec-2025 11:18 PM,Accepted-AOC,aoc,09-Mar-2026 04:31 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3312926,Krushna Chandra Das,18-Dec-2025 05:16 AM,Rejected-Technical,Lottary,20-Feb-2026 03:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3313233,MAKARA GURU,18-Dec-2025 12:49 PM,Rejected-Technical,Lottary,20-Feb-2026 03:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3312484,Namita Sahoo,17-Dec-2025 09:18 PM,Rejected-Technical,Lottary,20-Feb-2026 03:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3312981,Nibedita Pothal,18-Dec-2025 02:32 PM,Rejected-Technical,Lottary,20-Feb-2026 03:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3309433,"SUDESHNA BEHERA,MS MAA CHANDI PAVER AND BRICKS",17-Dec-2025 11:56 AM,Rejected-Technical,Lottary,20-Feb-2026 03:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3309894,SUSANTA KUMAR BEHERA,17-Dec-2025 08:49 AM,Rejected-Technical,Lottary,20-Feb-2026 03:23 PM,,,,,,,,AOC
