Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
SE KS NAIK,Internal,AEE DAO AE,Kundan Singh Naik,09-Mar-2026 11:43 AM,techsummary_580310.pdf (481.72 KB),24-Mar-2026,"INR 1,040,385.35",60.0,Kundan Singh Naik,28-Mar-2026 05:15 PM,4.pdf (207.00 KB),Work awarded to Sri Jyotiranjan Pradhan C Class contractor,1,3403651,ASHOK KUMAR SAHOO,19-Feb-2026 10:19 PM,Rejected-AOC,Not Selected vide transparent lottery,28-Mar-2026 05:15 PM,1.0,3405118.0,JYOTIRANJAN PRADHAN,INR,"1,040,385.35",Finance,Admitted,Kundan Singh Naik,23-Feb-2026 12:49 PM,,BOQ Comparative Chart,SE KS NAIK,Internal,AEE DAO AE,Kundan Singh Naik,24-Mar-2026 01:33 PM,finsummary_580310.pdf (627.80 KB),"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SAMBALPUR",2026_CEMIB_125745_4,"SE,MID,SBP/17/2025-26",Improvement to Jharjhari Check Dam near village Panaposhi in Jujumura Block of Sambalpur District under Improvement to Check Dams 2025-26..,AOC,"SE, M.I.DIVISION, SAMBALPUR",At Motijharan PO B.S.S.Nagar Dist Sambalpur PIN 768001,Improvement to Jharjhari Check Dam near village Panaposhi in Jujumura Block of Sambalpur District under Improvement to Check Dams 2025-26..,Improvement to Jharjhari Check Dam near village Panaposhi in Jujumura Block of Sambalpur District under Improvement to Check Dams 2025-26..,"ScanCopy of Licence,GST PAN,BidCost,EMD,Afidavit,NoRelation other as per DTCN ",NA ,"10,41,427",Civil Works - Water Works,NA ,Tender,90.0,60.0,Sambalpur,768001.0,NA ,NA ,NA ,"SE, M.I.DIVISION, SAMBALPUR",No ,No,10-Feb-2026 11:00 AM,21-Feb-2026 10:00 AM,10-Feb-2026 11:00 AM,20-Feb-2026 05:30 PM,NA ,NA ,10-Feb-2026 11:00 AM,20-Feb-2026 05:30 PM,1.0,ICICI BANK,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SAMBALPUR","SE,MID,SBP/17/2025-26",2026_CEMIB_125745_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"ScanCopy of Licence,GST PAN,BidCost,EMD,Afidavit,NoRelation other as per DTCN","6,000",0.0,Nil,Nil,No,"10,414",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,2,3395666,BICHITRA PADHAN,20-Feb-2026 01:29 PM,Rejected-AOC,Not Selected vide transparent lottery,28-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3393447,BISWAL ENTERPRISES,18-Feb-2026 10:54 PM,Rejected-AOC,Not Selected vide transparent lottery,28-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3401257,BISWARANJAN PRADHAN,17-Feb-2026 07:36 PM,Rejected-AOC,Not Selected vide transparent lottery,28-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3399623,CHANDRABHANU DASH,16-Feb-2026 06:29 PM,Rejected-AOC,Not Selected vide transparent lottery,28-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3394166,GHANASHYAM SAHU,18-Feb-2026 07:47 PM,Rejected-AOC,Not Selected vide transparent lottery,28-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3404896,HARISHCHANDRA SAHOO,19-Feb-2026 07:17 PM,Rejected-AOC,Not Selected vide transparent lottery,28-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3405118,JYOTIRANJAN PRADHAN,20-Feb-2026 06:29 AM,Accepted-AOC,Selected vide transparent lottery,28-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3400176,MADHAB PRADHAN,18-Feb-2026 08:48 PM,Rejected-AOC,Not Selected vide transparent lottery,28-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3401879,MINI MAHAPATRA,18-Feb-2026 01:17 PM,Rejected-AOC,Not Selected vide transparent lottery,28-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,3396419,PRAMOD KUMAR SAHOO,16-Feb-2026 08:47 PM,Rejected-AOC,Not Selected vide transparent lottery,28-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,3404792,RAJESH BEHERA,19-Feb-2026 06:11 PM,Rejected-AOC,Not Selected vide transparent lottery,28-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,13,3403348,SANDHYARANI SAHU,19-Feb-2026 01:17 PM,Rejected-AOC,Not Selected vide transparent lottery,28-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,14,3405515,SANDIP KUMAR PATTNAIK,20-Feb-2026 01:14 PM,Rejected-AOC,Not Selected vide transparent lottery,28-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,15,3396312,SANJAYA SAHOO,20-Feb-2026 08:48 AM,Rejected-AOC,Not Selected vide transparent lottery,28-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,16,3396323,SATYANARAYAN PRADHAN,19-Feb-2026 08:23 PM,Rejected-AOC,Not Selected vide transparent lottery,28-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,17,3400203,SOURABH BEHERA,18-Feb-2026 11:53 PM,Rejected-AOC,Not Selected vide transparent lottery,28-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,18,3396299,SUNITA MISHRA,20-Feb-2026 08:20 AM,Rejected-AOC,Not Selected vide transparent lottery,28-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
