S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,3231597.0,WAPCOS LIMITED,INR,"4,700,000",CCEABP,Internal,UPLOADED,Manas Ranjan Mandal,18-Mar-2026 06:01 PM,finsummary_559422.pdf (592.14 KB),"CCE,Anandapur Barrage Project||CCE,Anandapur",2025_CCEAB_120262_1,CCEABP- 13 of 2025-26,APPOINTMENT OF PROOF ENGINEERING CONSULTANT (PEC) FOR Construction of Distribution system for 12155.80 Ha. of CCA including Command Area Development (CAD) of Salandi Left Main Canal from RD 45.570 km to 49.810 km through Under Ground Pipe Line Irriga,Technical,Summary Uploaded,Manas Ranjan Mandal,19-Nov-2025 12:23 PM,technical_559422.pdf,Finance,Summary uploaded,Manas Ranjan Mandal,08-Dec-2025 12:42 PM,finance_559422.pdf,BOQ Comparative Chart,"CCE, ABP",Internal,,Manas Ranjan Mandal,06-Dec-2025 04:06 PM,08-Dec-2025 12:30 PM,techsummary_559422.pdf (554.84 KB),1,3226686,Aarvee Associates Architects Engineers and Consultants Private Limited,18-Nov-2025 04:36 PM,Rejected-Technical,Not qualify in technical evaluatio,06-Dec-2025 04:06 PM,18-Mar-2026,"INR 4,700,000",810.0,Manas Ranjan Mandal,18-Mar-2026 06:09 PM,AOCWAP.pdf (731.00 KB),AOC,APPOINTMENT OF PROOF ENGINEERING CONSULTANT (PEC) FOR Construction of Distribution system for 12155.80 Ha. of CCA including Command Area Development (CAD) of Salandi Left Main Canal from RD 45.570 km to 49.810 km through Under Ground Pipe Line Irriga,APPOINTMENT OF PROOF ENGINEERING CONSULTANT (PEC) FOR Construction of Distribution system for 12155.80 Ha. of CCA including Command Area Development (CAD) of Salandi Left Main Canal from RD 45.570 km to 49.810 km through UGPL,Please refer Tender documents. ,NA ,,Consultancy Services,NA ,Tender,90.0,810.0,"O/O CCE, ABP, SALAPADA",758020.0,NA ,NA ,NA ,"CCE, ABP, SALAPADA",No ,No,"CCE,Anandapur Barrage Project||CCE,Anandapur",CCEABP- 13 of 2025-26,2025_CCEAB_120262_1,Yes,National Competitive Bid,Lump-sum,Services,2.0,No,No,Online,No,No,No,"CCE, ABP, SALAPADA","CCE, ABP, SALAPADA",1.0,Fee/PreQual/Technical,.pdf,BID DOCUMENT,1.0,ICICI BANK,"1,50,000",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,29-Oct-2025 11:30 AM,19-Nov-2025 11:30 AM,29-Oct-2025 11:30 AM,18-Nov-2025 05:00 PM,29-Oct-2025 11:30 AM ,04-Nov-2025 05:00 PM ,29-Oct-2025 11:30 AM,18-Nov-2025 05:00 PM,08-Dec-2025 12:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3232063,Ecometrix Consultants Pvt. Ltd.,18-Nov-2025 03:22 PM,Rejected-Technical,Not qualify in technical evaluation,06-Dec-2025 04:06 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3227886,Multi Mantech International Pvt. Ltd.,18-Nov-2025 04:56 PM,Rejected-Technical,Not qualify in technical evaluation,06-Dec-2025 04:06 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3222116,Samarth Engineers,17-Nov-2025 06:41 PM,Rejected-AOC,2ND LOWEST,18-Mar-2026 06:10 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3231597,WAPCOS LIMITED,18-Nov-2025 03:42 PM,Accepted-AOC,1ST LOWEST,18-Mar-2026 06:10 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
