Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,TCN,Superintending Engineer,"O/o the Superintending Engineer,M.I. Division, Jharsuguda","2,740",Yes,percentage,1.0%,Nil,Nil,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||EE M.I. Division Jharsuguda",TCN-13/2025-26,2026_CEMIB_125529_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Improvement to Kuserbari CD of Laikera block under Improvement to Check Dam scheme in Jharsuguda District for the year 2023-24.,Improvement to Kuserbari CD of Laikera block under Improvement to Check Dam scheme in Jharsuguda District for the year 2023-24.,Please refer Tender documents. ,NA ,"2,74,000",Civil Works - Others,NA ,Tender,90.0,90.0,Jharsuguda,768202.0,NA ,NA ,NA ,Jharsuguda,No ,No,09-Feb-2026 02:00 PM,19-Feb-2026 10:00 AM,09-Feb-2026 02:00 PM,18-Feb-2026 05:30 PM,09-Feb-2026 02:00 PM ,17-Feb-2026 05:30 PM ,09-Feb-2026 02:00 PM,18-Feb-2026 05:30 PM,1,ICICI BANK,AOC,superintending engineer,Internal,,DEBADATTA DAS,27-Mar-2026 11:36 AM,finsummary_579484.pdf (491.09 KB),"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||EE M.I. Division Jharsuguda",2026_CEMIB_125529_7,TCN-13/2025-26,Improvement to Kuserbari CD of Laikera block under Improvement to Check Dam scheme in Jharsuguda District for the year 2023-24.,1.0,3402670.0,Premananda Besan,INR,"246,014",Finance,all documents are furnished,DEBADATTA DAS,27-Mar-2026 11:27 AM,,BOQ Comparative Chart,1,3401875,KUSHASAN PADHAN,18-Feb-2026 11:56 AM,Rejected-AOC,rejected,27-Mar-2026 11:39 AM,27-Mar-2026,"INR 246,014",90.0,DEBADATTA DAS,27-Mar-2026 11:39 AM,kuserbari.pdf (626.00 KB),superintending engineer,Internal,,DEBADATTA DAS,27-Mar-2026 11:33 AM,techsummary_579484.pdf (491.09 KB),AOC
,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,3402670,Premananda Besan,18-Feb-2026 04:14 PM,Accepted-AOC,accepted,27-Mar-2026 11:39 AM,,,,,,,,,,,,,AOC
