Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Superintending Engineer,"O/o the Superintending Engineer, Bhanjanagar Irrigation Division, Bhanjanagar, Ganjam, Pin No-761126","6,000",0.0,Nil,Nil,No,"11,100",Yes,fixed,,Nil,Nil,Renovation of Bhanjanagar Spillway Channel from NH crossing to confluence of river Loharakhandi near village Lalsingi for the year 2025-26.,Renovation of Bhanjanagar Spillway Channel from NH crossing to confluence of river Loharakhandi near village Lalsingi for the year 2025-26.,Please refer Tender documents. ,NA ,"11,01,786",Civil Works - Others,NA ,Tender,90.0,60.0,Bhanjanagar,761126.0,NA ,NA ,NA ,"O/o the S.E., Bhanjanagar Irr. Divn., Bhanjanagar",No ,No,1.0,ICICI BANK,19-Nov-2025 10:00 AM,29-Nov-2025 10:00 AM,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,NA ,NA ,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost,Valid Register License,PAN CARD,GSTIN,EMD,Affidavit,Other document as per DTCN.","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",e-procurement Notice No.e-BNID-02/2025-26,2025_CEBMB_121489_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,10-Mar-2026,"INR 936,628",60.0,Sanjay Kumar Pradhan,10-Mar-2026 07:20 PM,AOC07.PDF (400.00 KB),The date of commencement of the work on dated 02.03.2026 and stipulated date of completion on dated 01.05.2026 vide Agreement No.594P1/2025-26 on dated 02.03.2026.,1,3251735,Sumati Bholo,24-Nov-2025 05:45 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,10-Mar-2026 07:20 PM,Sanjay Kumar Pradhan,Internal,,Sanjay Kumar Pradhan,10-Mar-2026 06:47 PM,techsummary_565307.pdf (329.59 KB),Sanjay Kumar Pradhan,Internal,,Sanjay Kumar Pradhan,10-Mar-2026 07:05 PM,finsummary_565307.pdf (410.74 KB),"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",2025_CEBMB_121489_7,e-procurement Notice No.e-BNID-02/2025-26,Renovation of Bhanjanagar Spillway Channel from NH crossing to confluence of river Loharakhandi near village Lalsingi for the year 2025-26.,1.0,3262825.0,SUSANTA KUMAR PRADHAN,INR,"936,628",Finance,Five (5) number of bidders are successful downloaded.,Anita Das,29-Nov-2025 12:38 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC,,,,,,,,2,3262359,SUMITRA GOUDA,28-Nov-2025 10:06 AM,Rejected-Finance,Dis-qualified due to 2nd lowest bidder,10-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3261766,Sunita Kumari Sahu,28-Nov-2025 10:59 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,10-Mar-2026 07:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3262825,SUSANTA KUMAR PRADHAN,28-Nov-2025 12:11 PM,Accepted-AOC,Winner in the Transparent Lottery System and Awarded to the Contractor.,10-Mar-2026 07:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3263579,TITU NAYAK,28-Nov-2025 01:57 PM,Rejected-Finance,Dis-qualified due to 3rd lowest bidder,10-Mar-2026 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
