S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,3250605.0,Susant Kumar Panda,INR,"4,082,984.3",Finance,Five Bidder are Admitted,AJAY KUMAR MAHAKUD,28-Nov-2025 05:37 PM,,BOQ Comparative Chart,"Executive Engineer,L.I.Division,Berhampur",Internal,"Estimator,L.I.Division,Berhampur,Divisional Accountant,L.I.Division,Berhampur,Assistant Executive Engineer,Civil L.I. Sub Division,Berhampur, Assistant Engineer,Electrical,L.I. Sub Division, Berhampur",AJAY KUMAR MAHAKUD,09-Mar-2026 01:31 PM,finsummary_564902.pdf (490.65 KB),Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Berhampur,2025_OLIC_121400_16,06/2025-26 OLIC (BAM),Takarada-III R/L and Takarada-IV R/L,"Executive Engineer,L.I.Division,Berhampur",Internal,"Estimator,L.I.Division,Berhampur,Divisional Accountant,L.I.Division,Berhampur,Assistant Executive Engineer,Civil L.I. Sub Division,Berhampur, Assistant Engineer,Electrical,L.I. Sub Division, Berhampur",AJAY KUMAR MAHAKUD,07-Mar-2026 12:40 PM,techsummary_564902.pdf (490.65 KB),1,3257787,BANAMALI SETHI,26-Nov-2025 04:45 PM,Rejected-AOC,Reject,09-Mar-2026 01:35 PM,09-Mar-2026,"INR 4,082,984.3",180.0,AJAY KUMAR MAHAKUD,09-Mar-2026 01:35 PM,Package16.pdf (1382.00 KB),Awarded,AOC,"Executive Engineer, L.I. Division, Berhampur","O/o the Executive Engineer, Lift Irrigation Division, Berhampur, At- 1st Gate, Po- Panigrahy Pentho, Dist- Ganjam, Odisha, Pin-760006",Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Berhampur,06/2025-26 OLIC (BAM),2025_OLIC_121400_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Takarada-III R/L and Takarada-IV R/L,Installation and Energisation of L.I. Project.,Please refer Tender documents ,NA ,"48,03,000",Civil Works - Lift Irrigation Schemes,Lift Irrigation Projects ,Tender,365.0,180.0,Takarada under Buguda Block,760006.0,NA ,NA ,NA ,"O/o Executive Engineer, L.I. Division, Berhampur",No ,No,1.0,Corrigendum of Clause and Date,Date,,"48,030",Yes,percentage,1.0%,Nil,Nil,17-Nov-2025 12:00 PM,27-Nov-2025 12:00 PM,17-Nov-2025 12:00 PM,26-Nov-2025 05:00 PM,17-Nov-2025 12:00 PM ,23-Nov-2025 05:00 PM ,17-Nov-2025 12:00 PM,26-Nov-2025 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Copy of Registration Certificate, PAN, GSTIN, Cost of Bid Online,EMD and Details as per DTCN","7,080",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3254577,M/S NARAYAN BEHERA,25-Nov-2025 09:07 PM,Rejected-AOC,Reject,09-Mar-2026 01:35 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Affidavit, Registration Documents of Forms- A to F etc as per DTCN",,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3249557,RAMACHANDRA NAIK,24-Nov-2025 09:27 AM,Rejected-AOC,Reject,09-Mar-2026 01:35 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3252337,SUCHITRA MALLICK,24-Nov-2025 08:59 PM,Rejected-AOC,Reject,09-Mar-2026 01:35 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3250605,Susant Kumar Panda,24-Nov-2025 01:27 PM,Accepted-AOC,Accept,09-Mar-2026 01:35 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
