S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,28-Oct-2025 10:00 AM,11-Nov-2025 12:00 PM,28-Oct-2025 10:00 AM,10-Nov-2025 05:30 PM,28-Oct-2025 10:00 AM ,04-Nov-2025 05:30 PM ,28-Oct-2025 10:00 AM,10-Nov-2025 05:30 PM,"26,096",Yes,percentage,1.0%,Nil,Nil,Supply Fabrication Transportation Erection of Gates and Hoists for Mugei DC no 16 under Doab-VI at Melak at RD 2760 m under Drainage Division Shree Vihar Puri for the year of 2025 26,Supply Fabrication Transportation Erection of Gates and Hoists for Mugei DC no 16 under Doab-VI at Melak at RD 2760 m under Drainage Division Shree Vihar Puri for the year of 2025 26,Please refer Tender documents. ,NA ,"26,09,637",Mechanical Works,NA ,Tender,90.0,60.0,Melak Puri,752114.0,NA ,NA ,NA ,Bhubaneswar,No ,No,Chief Engineer Mechanical,Office of the EIC WR ODISHA,Chief Engineer Mech - WR Bhubaneswar,CEM/MDB-04/2025-26,2025_CEMWR_120055_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,GST PAN RC AFFIDAVIT IN THE BID DOCUMENTS,AOC,CE MECHANICAL,Internal,,JITENDRA KUMAR ORAM,05-Mar-2026 04:38 PM,finsummary_558231.pdf (1021.59 KB),Chief Engineer Mech - WR Bhubaneswar,2025_CEMWR_120055_1,CEM/MDB-04/2025-26,Supply Fabrication Transportation Erection of Gates and Hoists for Mugei DC no 16 under Doab-VI at Melak at RD 2760 m under Drainage Division Shree Vihar Puri for the year of 2025 26,1.0,3171347.0,SUSHIL KUMAR DAS,INR,"2,218,452.34",Finance,All docs downloaded successfully,JITENDRA KUMAR ORAM,11-Nov-2025 01:33 PM,,BOQ Comparative Chart,1,3179227,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",04-Nov-2025 03:36 PM,Rejected-AOC,Not a Winner of lottery,23-Mar-2026 12:19 PM,22-Mar-2026,"INR 2,218,452.34",60.0,JITENDRA KUMAR ORAM,23-Mar-2026 12:19 PM,MDB04.pdf (1037.00 KB),CE MECHANICAL,Internal,,JITENDRA KUMAR ORAM,02-Jan-2026 06:44 PM,techsummary_558231.pdf (1021.59 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,AOC,,,,,,,,,,,,,,,,,,,,,,2,3176717,BANASHREE BHUYAN,10-Nov-2025 02:14 PM,Rejected-AOC,Not a Winner of lottery,23-Mar-2026 12:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3176594,LAXMIDHRA BHUYAN,10-Nov-2025 11:59 AM,Rejected-AOC,Not a Winner of lottery,23-Mar-2026 12:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3183340,M/S Abirvab Steel Product,08-Nov-2025 11:49 AM,Rejected-AOC,Not a Winner of lottery,23-Mar-2026 12:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3196559,M/S ADITYA INDUSTRIAL ENTERPRISERS(PROP.SUKANTA SAHOO),08-Nov-2025 11:47 AM,Rejected-AOC,Not a Winner of lottery,23-Mar-2026 12:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3171315,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,08-Nov-2025 09:02 PM,Rejected-AOC,Not a Winner of lottery,23-Mar-2026 12:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3183306,M/S Ashreebad Fabricators,07-Nov-2025 12:46 PM,Rejected-AOC,Not a Winner of lottery,23-Mar-2026 12:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3171299,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,08-Nov-2025 09:11 PM,Rejected-AOC,Not a Winner of lottery,23-Mar-2026 12:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3195137,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,08-Nov-2025 07:08 PM,Rejected-AOC,Not a Winner of lottery,23-Mar-2026 12:19 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3195074,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",08-Nov-2025 09:37 AM,Rejected-AOC,Not a Winner of lottery,23-Mar-2026 12:19 PM,,,,,,,,,,,,,AOC
