Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Repair to Sono Bridge on Haradadahi Athengaon for the year 2025-26.,Repair to Sono Bridge on Haradadahi Athengaon for the year 2025-26.,Please refer Tender documents. ,NA ,"10,08,000",Civil Works - Roads,NA ,Tender,90.0,30.0,"SERW Division, Udala",757041.0,NA ,NA ,NA ,Office of the SE RWD Udala,No ,No,"10,080",Yes,percentage,1.0%,Nil,Nil,SE RWD Udala,SE RWD Udala,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, RC, PAN, GSTIN, Affidavits and other required documents as per DTCN.",1.0,ICICI BANK,28-Oct-2025 01:20 PM,06-Nov-2025 05:30 PM,28-Oct-2025 01:20 PM,06-Nov-2025 05:00 PM,28-Oct-2025 01:20 PM ,06-Nov-2025 03:00 PM ,28-Oct-2025 01:20 PM,06-Nov-2025 05:00 PM,1.0,Date Corrigendum,Date,,CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,01(Onilne)/RWD/UDALA/2025-26,2025_CERWI_120111_53,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,SE RWD Udala,Internal,,Haripriya Behera,06-Mar-2026 07:34 PM,techsummary_558659.pdf (1244.42 KB),SE RWD Udala,Internal,,Haripriya Behera,10-Mar-2026 12:08 PM,finsummary_558659.pdf (1244.42 KB),Finance,25 Nos of bidders admitted,Haripriya Behera,06-Mar-2026 07:32 PM,,BOQ Comparative Chart,10-Mar-2026,"INR 857,209",30.0,Haripriya Behera,10-Mar-2026 12:28 PM,Haradadahi53A.pdf (518.00 KB),1,3188994,ABHIJITA MOHANTY,06-Nov-2025 03:40 PM,Rejected-AOC,L1,10-Mar-2026 12:28 PM,1.0,3188472.0,DIPAK KUMAR DAS,INR,"857,209",CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,2025_CERWI_120111_53,01(Onilne)/RWD/UDALA/2025-26,Repair to Sono Bridge on Haradadahi Athengaon for the year 2025-26.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,2.0,Revised DTCN,Other,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3169355,Akshay Kumar Rout,06-Nov-2025 02:38 AM,Rejected-AOC,L1,10-Mar-2026 12:28 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3186376,BASANTI BEHERA,05-Nov-2025 09:00 PM,Rejected-AOC,L1,10-Mar-2026 12:28 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3182629,BISHESWAR ROUT,04-Nov-2025 09:31 PM,Rejected-AOC,L1,10-Mar-2026 12:28 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3167938,DAITARY JENA,06-Nov-2025 07:28 AM,Rejected-AOC,L1,10-Mar-2026 12:28 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3183735,Dibyabharati Rout,06-Nov-2025 04:27 PM,Rejected-AOC,L1,10-Mar-2026 12:28 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,3182871,DIBYAJYOTI JENA,05-Nov-2025 02:02 AM,Rejected-AOC,L1,10-Mar-2026 12:28 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,3188472,DIPAK KUMAR DAS,06-Nov-2025 01:49 PM,Accepted-AOC,L1,10-Mar-2026 12:28 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,3181710,INDRAJIT NAYAK,04-Nov-2025 06:53 PM,Rejected-AOC,L1,10-Mar-2026 12:28 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,3175591,MAA JAGADHATRI LCCS LTD,02-Nov-2025 09:20 PM,Rejected-AOC,L1,10-Mar-2026 12:28 PM,,,,,,,,,,AOC
