Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"4,720",0.0,Nil,Nil,Yes,29-Jul-2025 04:00 PM,06-Aug-2025 11:00 AM,29-Jul-2025 04:00 PM,05-Aug-2025 05:00 PM,29-Jul-2025 04:00 PM ,04-Aug-2025 05:00 PM ,29-Jul-2025 04:00 PM,05-Aug-2025 05:00 PM,18-Nov-2025 01:45 PM,PKG33,Revival and restoration of Baruhan II TW under Jajpur Block in Jajpur District,Please refer to the DTCN ,NA ,"9,47,929",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,90.0,Jajpur Road,755019.0,NA ,NA ,NA ,"O/O Executive Engineer, L.I.Division, Jajpur Road",No ,No,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",1278_OLIC_18_07_25,2025_OLIC_116177_33,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Civil, Electrical license, Rig documents,Joint venture, Affidavit,EMD,Paper cost as pkg require","9,479",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"Executive Engineer, L.I.Division, Jajpur Road","O/O Executive Engineer, L.I.Division, Jajpur Road",AOC,15-Dec-2025,"INR 950,885",90.0,AJAYA KUMAR MISHRA,01-Mar-2026 05:47 PM,PKG33.pdf (43.00 KB),Revival and restoration of Baruhan II TW under Jajpur Block,1,3018918,AMITA RANI DAS,01-Aug-2025 09:43 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 07:00 PM,Ajaya Kumar Mishra,Internal,Purusottam Vishwakarma and Saroj Kumar Mohanty,AJAYA KUMAR MISHRA,18-Nov-2025 01:40 PM,18-Nov-2025 01:45 PM,techsummary_547791.pdf (35.90 KB),Finance,Opened Successfully,PURUSOTTAM VISHWAKARMA,24-Nov-2025 04:41 PM,finance_547791.pdf,BOQ Comparative Chart,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",2025_OLIC_116177_33,1278_OLIC_18_07_25,PKG33,Technical,Opened Successfully,PURUSOTTAM VISHWAKARMA,13-Aug-2025 06:12 PM,technical_547791.pdf,Ajaya Kumar Mishra,Internal,Purusottam Vishwakarma and Saroj Kumar Mohanty,AJAYA KUMAR MISHRA,08-Dec-2025 07:00 PM,finsummary_547791.pdf (43.49 KB),1.0,3022786.0,JAY SHREERAM CONSTRUCTION,INR,"950,885",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN should be filled in capital letter,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,2,3022477,ANIL KUMAR SAMANTARAY,04-Aug-2025 02:14 PM,Rejected-AOC,Being L2 and L1 accepted the bid,01-Mar-2026 05:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bills of Quantity,,,,,,,,,,,AOC,,,,,,,,3,3024085,Anushka Infrastructure Prop -Hrushi Kesha Pati,05-Aug-2025 01:35 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 07:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3021988,ARABINDA MOHANTY,02-Aug-2025 10:41 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 07:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3022133,DILLIP KUMAR JENA,03-Aug-2025 11:48 AM,Rejected-Finance,Lost of the lottery,08-Dec-2025 07:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3024024,JAGDEV PANDA,05-Aug-2025 01:15 AM,Rejected-Finance,Lost of the lottery,08-Dec-2025 07:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3022786,JAY SHREERAM CONSTRUCTION,04-Aug-2025 11:13 PM,Accepted-AOC,Being L1 accepted the bid,01-Mar-2026 05:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3024331,KABITA PRUSTI,05-Aug-2025 12:02 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 07:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3022538,MAHABIR CONSTRUCTION,04-Aug-2025 09:36 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 07:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3021890,M/S BARUNESWAR TRADERS,02-Aug-2025 08:01 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 07:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
