S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,3076220.0,Nirmal Chandra Rout,INR,"82,931,820.39",Technical,8 Numbers bidder admitted,Durjyodhan Behera,17-Sep-2025 07:16 PM,,CE RW I||RWCIRCLE-BALASORE,2025_CERWI_117775_2,CCE-BLS-NCB-22 of 2025-26,"Construction of Flood resilient road Dihasahi RD road to Tentuligadia via Baragadia, Warispur, Rachhagadia,Talabarei road under SDMF in the District of Bhadrak for the year 2025-26.","CCE RW CIRCLE, BALASORE",Internal,"PA TOCCE RW CIRCLE, BALASORE AND JE ESTIMATOR CCE RW CIRCLE, BALASORE AND DAO RW DIVISION , BHADRAK",Durjyodhan Behera,25-Mar-2026 05:33 PM,finsummary_551820.pdf (490.29 KB),CCE RW CIRCLE BALASORE,Internal,"PA TO CCE RW CIRCLE BALASORE AND JE ESTIMATOR RW CIRCLE BALASORE AND DAO R.W. DIVISION, BHADRAK",Durjyodhan Behera,30-Oct-2025 06:25 PM,04-Nov-2025 11:00 AM,techsummary_551820.pdf (2939.29 KB),Finance,7 Numbers bidder admitted,Saibalini Singh,04-Nov-2025 04:30 PM,,BOQ Comparative Chart,25-Mar-2026,"INR 82,931,820.39",360.0,Durjyodhan Behera,25-Mar-2026 05:37 PM,1859.pdf (703.00 KB),Work awarded to 1st lowest bidder through lottery system,1,3082626,Ajit Kumar Das,16-Sep-2025 11:48 AM,Rejected-AOC,L1,25-Mar-2026 05:37 PM,AOC,"10,000",0.0,Nil,Nil,No,"CCE R.W.CIRCLE, BALASORE","O/o The CCE R.W.CIRCLE, BALASORE",1.0,Fee/PreQual/Technical,.pdf,"TENDER PAPER COST,EMD,CONTRACTOR REGISTRATION CERTIFICATE,PAN,GSTIN,AFFIDAVIT,ETC","9,75,600",Yes,percentage,1.0%,Nil,Nil,08-Sep-2025 09:00 AM,17-Sep-2025 11:00 AM,08-Sep-2025 09:00 AM,16-Sep-2025 05:00 PM,08-Sep-2025 09:00 AM ,15-Sep-2025 05:00 PM ,08-Sep-2025 09:00 AM,16-Sep-2025 05:00 PM,04-Nov-2025 11:00 AM,"Construction of Flood resilient road Dihasahi RD road to Tentuligadia via Baragadia, Warispur, Rachhagadia,Talabarei road under SDMF in the District of Bhadrak for the year 2025-26.","Construction of Flood resilient road Dihasahi RD road to Tentuligadia via Baragadia, Warispur, Rachhagadia,Talabarei road under SDMF in the District of Bhadrak for the year 2025-26.",Please refer DTCN ,NA ,"9,75,60,000",Civil Works - Roads,NA ,Tender,90.0,360.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o The CCE R.W.CIRCLE, BALASORE",No ,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-BALASORE,CCE-BLS-NCB-22 of 2025-26,2025_CERWI_117775_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3083330,JEETESH RANJAN BEHERA,16-Sep-2025 01:50 PM,Rejected-Technical,Insufficient similar nature of work experience,30-Oct-2025 06:25 PM,AOC,,,,,,,,,,.pdf,"WORK EXPERIENCE,ATO,PROFFIT LOSS ACCOUNT , MACHINERIES,ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3076719,Lambodhar Sankhua,11-Sep-2025 06:00 PM,Rejected-AOC,L1,25-Mar-2026 05:37 PM,AOC,,,,,,,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3082127,MITALI MAHAPATRA,15-Sep-2025 07:23 PM,Rejected-AOC,L3,25-Mar-2026 05:37 PM,AOC,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3076220,Nirmal Chandra Rout,16-Sep-2025 11:06 AM,Accepted-AOC,L1,25-Mar-2026 05:37 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3078782,Nityananda Das,15-Sep-2025 04:56 PM,Rejected-AOC,L1,25-Mar-2026 05:37 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3077416,Prafulla Kumar Mohapatra,14-Sep-2025 07:41 AM,Rejected-AOC,L3,25-Mar-2026 05:37 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3082294,SAMBIT KUMAR JENA,15-Sep-2025 07:42 PM,Rejected-AOC,L2,25-Mar-2026 05:37 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
