S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1,ICICI BANK,Executive Engineer,"RURAL WORKS DIVISION, BARAGARH",1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, PAN Card, Valid GSTIN, Affidavit, No Relation Certificate As per DTCN.","6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-BARGARH,Online-BGH-20 of 2025-26,2025_CERWI_123184_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"12,711",Yes,percentage,1.0%,Nil,Nil,Repair to Bridge over Danta River on Talmunda to Remenda Road,Road Works,Please refer Tender documents. ,NA ,"12,71,131",Civil Works - Buildings,NA ,Tender,90.0,90.0,Bargarh,768028.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BARAGARH",No ,No,16-Dec-2025 06:00 PM,23-Dec-2025 11:00 AM,16-Dec-2025 06:00 PM,22-Dec-2025 05:00 PM,16-Dec-2025 06:00 PM ,22-Dec-2025 04:00 PM ,16-Dec-2025 06:00 PM,22-Dec-2025 05:00 PM,AOC,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-BARGARH,2025_CERWI_123184_1,Online-BGH-20 of 2025-26,Repair to Bridge over Danta River on Talmunda to Remenda Road,Executive Engineer,Internal,"EE,DAO,EE ESTIMATOR,AE ESTIMATOR",Kumarmani Kishan,01-Mar-2026 01:15 PM,finsummary_571615.pdf (192.45 KB),Finance,ok,Sunanda Kisan,23-Dec-2025 12:39 PM,,BOQ Comparative Chart,1.0,3319320.0,PRATIMA PANDA,INR,"1,080,588",1,3322110,NIRANJAN MOHANTY,22-Dec-2025 01:13 PM,Rejected-Finance,Unsuccessful Bidder,01-Mar-2026 01:15 PM,01-Mar-2026,"INR 1,080,588",90.0,Kumarmani Kishan,01-Mar-2026 01:19 PM,162.pdf (455.00 KB),Executive Engineer,Internal,"EE,DAO,EE ESTIMATOR,AE ESTIMATOR",Kumarmani Kishan,01-Mar-2026 01:12 PM,techsummary_571615.pdf (192.45 KB),AOC
2,ICICI NEFT/RTGS,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3319320,PRATIMA PANDA,20-Dec-2025 02:24 PM,Accepted-AOC,Successful Bidder,01-Mar-2026 01:20 PM,,,,,,,,,,,,,AOC
