Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
Finance,RN SETHI,Rabindranath Sethi,19-Mar-2026 09:11 PM,finance_573312.pdf,BOQ Comparative Chart,1.0,3345671.0,AGRAWAL STORES,INR,"841,928","CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Balangir",2025_CEMIB_123814_9,06 (BGR)/ 2025-26,Repair and Renovation of Damkipali MIP in Patnagarh Block Of Balangir District Under The scheme ERM,RN SETHI,Internal,,Rabindranath Sethi,19-Mar-2026 09:17 PM,finsummary_573312.pdf (226.06 KB),RN SETHI,Internal,,Rabindranath Sethi,19-Mar-2026 09:12 PM,techsummary_573312.pdf (226.06 KB),1,3345671,AGRAWAL STORES,05-Jan-2026 04:48 PM,Accepted-AOC,Accepted,19-Mar-2026 09:19 PM,19-Mar-2026,"INR 841,928",90.0,Rabindranath Sethi,19-Mar-2026 09:19 PM,Damkipali.pdf (226.00 KB),AOC,"S.E.,M.I. Division, Balangir","O/o the S.E, M.I. Division, Balangir",1.0,ICICI BANK,26-Dec-2025 10:00 AM,06-Jan-2026 10:00 AM,26-Dec-2025 10:00 AM,05-Jan-2026 05:00 PM,NA ,NA ,26-Dec-2025 10:00 AM,05-Jan-2026 05:00 PM,"8,500",Yes,fixed,,Nil,Nil,Repair and Renovation of Damkipali MIP in Patnagarh Block Of Balangir District Under The scheme ERM,Repair and Renovation of Damkipali MIP in Patnagarh Block Of Balangir District Under The scheme ERM,Please refer Tender Documents ,NA ,"8,39,311",Civil Works - Water Works,NA ,Tender,90.0,90.0,PATNAGARH,767025.0,NA ,NA ,NA ,"O/o the S.E, M.I. Division, Balangir",No ,No,"4,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Balangir",06 (BGR)/ 2025-26,2025_CEMIB_123814_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid RC, valid GST, Valid PAN, Affidavit, NRC, Tender Cost, EMD, any other docs as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3345365,AKASH KUMAR JAIN,05-Jan-2026 02:39 PM,Rejected-Finance,Rejected,19-Mar-2026 09:17 PM,,,,,,,AOC,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3345055,ALOK CHANDRA PADHAN,05-Jan-2026 01:21 PM,Rejected-Finance,Rejected,19-Mar-2026 09:17 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3344064,JAYARAM NAG,04-Jan-2026 04:57 PM,Rejected-Finance,Rejected,19-Mar-2026 09:17 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3345197,RAJ KUMAR KUDEI,05-Jan-2026 01:56 PM,Rejected-Finance,Rejected,19-Mar-2026 09:17 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3344735,SUBASH CHANDRA AGRAWAL,05-Jan-2026 11:33 AM,Rejected-Finance,Rejected,19-Mar-2026 09:17 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
